"rank","freq","name","rho","regul"
"68",0.0909090909090909,"X16",0,1e-04
"71",0.0909090909090909,"X16",0,1e-04
"77",0.0909090909090909,"X16",0,1e-04
"79",0.0909090909090909,"X16",0,1e-04
"87",0.0909090909090909,"X16",0,1e-04
"99",0.0909090909090909,"X16",0,1e-04
"20",0.0909090909090909,"X98",0,1e-04
"43",0.0909090909090909,"X98",0,1e-04
"47",0.0909090909090909,"X98",0,1e-04
"53",0.0909090909090909,"X98",0,1e-04
"54",0.0909090909090909,"X98",0,1e-04
"55",0.0909090909090909,"X98",0,1e-04
"57",0.0909090909090909,"X98",0,1e-04
"76",0.0909090909090909,"X98",0,1e-04
"85",0.0909090909090909,"X98",0,1e-04
"88",0.0909090909090909,"X98",0,1e-04
"92",0.0909090909090909,"X98",0,1e-04
"21",0.0909090909090909,"X76",0,1e-04
"24",0.181818181818182,"X76",0,1e-04
"64",0.0909090909090909,"X76",0,1e-04
"68",0.0909090909090909,"X76",0,1e-04
"69",0.0909090909090909,"X76",0,1e-04
"74",0.0909090909090909,"X76",0,1e-04
"87",0.0909090909090909,"X76",0,1e-04
"91",0.0909090909090909,"X76",0,1e-04
"97",0.0909090909090909,"X76",0,1e-04
"100",0.0909090909090909,"X76",0,1e-04
"14",0.181818181818182,"X92",0,1e-04
"17",0.0909090909090909,"X92",0,1e-04
"20",0.0909090909090909,"X92",0,1e-04
"21",0.0909090909090909,"X92",0,1e-04
"22",0.0909090909090909,"X92",0,1e-04
"35",0.181818181818182,"X92",0,1e-04
"38",0.0909090909090909,"X92",0,1e-04
"57",0.0909090909090909,"X92",0,1e-04
"83",0.0909090909090909,"X92",0,1e-04
"22",0.0909090909090909,"X35",0,1e-04
"23",0.0909090909090909,"X35",0,1e-04
"35",0.0909090909090909,"X35",0,1e-04
"45",0.0909090909090909,"X35",0,1e-04
"46",0.0909090909090909,"X35",0,1e-04
"61",0.0909090909090909,"X35",0,1e-04
"72",0.0909090909090909,"X35",0,1e-04
"78",0.181818181818182,"X35",0,1e-04
"91",0.0909090909090909,"X35",0,1e-04
"94",0.0909090909090909,"X35",0,1e-04
"12",0.0909090909090909,"X44",0,1e-04
"15",0.0909090909090909,"X44",0,1e-04
"24",0.0909090909090909,"X44",0,1e-04
"25",0.0909090909090909,"X44",0,1e-04
"47",0.0909090909090909,"X44",0,1e-04
"64",0.0909090909090909,"X44",0,1e-04
"66",0.0909090909090909,"X44",0,1e-04
"70",0.0909090909090909,"X44",0,1e-04
"75",0.0909090909090909,"X44",0,1e-04
"90",0.0909090909090909,"X44",0,1e-04
"92",0.0909090909090909,"X44",0,1e-04
"12",0.0909090909090909,"X99",0,1e-04
"25",0.0909090909090909,"X99",0,1e-04
"26",0.0909090909090909,"X99",0,1e-04
"57",0.0909090909090909,"X99",0,1e-04
"58",0.0909090909090909,"X99",0,1e-04
"61",0.0909090909090909,"X99",0,1e-04
"65",0.0909090909090909,"X99",0,1e-04
"80",0.0909090909090909,"X99",0,1e-04
"82",0.0909090909090909,"X99",0,1e-04
"91",0.0909090909090909,"X99",0,1e-04
"95",0.0909090909090909,"X99",0,1e-04
"26",0.0909090909090909,"X20",0,1e-04
"27",0.0909090909090909,"X20",0,1e-04
"33",0.0909090909090909,"X20",0,1e-04
"39",0.0909090909090909,"X20",0,1e-04
"59",0.181818181818182,"X20",0,1e-04
"61",0.0909090909090909,"X20",0,1e-04
"67",0.0909090909090909,"X20",0,1e-04
"69",0.0909090909090909,"X20",0,1e-04
"77",0.0909090909090909,"X20",0,1e-04
"93",0.0909090909090909,"X20",0,1e-04
"19",0.0909090909090909,"X81",0,1e-04
"27",0.0909090909090909,"X81",0,1e-04
"28",0.0909090909090909,"X81",0,1e-04
"40",0.0909090909090909,"X81",0,1e-04
"45",0.0909090909090909,"X81",0,1e-04
"77",0.0909090909090909,"X81",0,1e-04
"79",0.0909090909090909,"X81",0,1e-04
"80",0.0909090909090909,"X81",0,1e-04
"84",0.0909090909090909,"X81",0,1e-04
"89",0.0909090909090909,"X81",0,1e-04
"91",0.0909090909090909,"X81",0,1e-04
"28",0.0909090909090909,"X64",0,1e-04
"49",0.181818181818182,"X64",0,1e-04
"51",0.181818181818182,"X64",0,1e-04
"53",0.0909090909090909,"X64",0,1e-04
"70",0.0909090909090909,"X64",0,1e-04
"75",0.0909090909090909,"X64",0,1e-04
"82",0.0909090909090909,"X64",0,1e-04
"92",0.0909090909090909,"X64",0,1e-04
"100",0.0909090909090909,"X64",0,1e-04
"29",0.0909090909090909,"X46",0,1e-04
"31",0.0909090909090909,"X46",0,1e-04
"50",0.0909090909090909,"X46",0,1e-04
"54",0.0909090909090909,"X46",0,1e-04
"63",0.0909090909090909,"X46",0,1e-04
"68",0.0909090909090909,"X46",0,1e-04
"69",0.0909090909090909,"X46",0,1e-04
"77",0.0909090909090909,"X46",0,1e-04
"90",0.0909090909090909,"X46",0,1e-04
"93",0.0909090909090909,"X46",0,1e-04
"100",0.0909090909090909,"X46",0,1e-04
"22",0.0909090909090909,"X61",0,1e-04
"30",0.0909090909090909,"X61",0,1e-04
"41",0.0909090909090909,"X61",0,1e-04
"56",0.181818181818182,"X61",0,1e-04
"62",0.0909090909090909,"X61",0,1e-04
"70",0.0909090909090909,"X61",0,1e-04
"72",0.0909090909090909,"X61",0,1e-04
"80",0.0909090909090909,"X61",0,1e-04
"83",0.0909090909090909,"X61",0,1e-04
"88",0.0909090909090909,"X61",0,1e-04
"13",0.0909090909090909,"X77",0,1e-04
"17",0.0909090909090909,"X77",0,1e-04
"19",0.0909090909090909,"X77",0,1e-04
"28",0.0909090909090909,"X77",0,1e-04
"30",0.0909090909090909,"X77",0,1e-04
"31",0.0909090909090909,"X77",0,1e-04
"37",0.0909090909090909,"X77",0,1e-04
"60",0.0909090909090909,"X77",0,1e-04
"79",0.0909090909090909,"X77",0,1e-04
"92",0.0909090909090909,"X77",0,1e-04
"95",0.0909090909090909,"X77",0,1e-04
"32",0.0909090909090909,"X82",0,1e-04
"37",0.0909090909090909,"X82",0,1e-04
"43",0.0909090909090909,"X82",0,1e-04
"51",0.0909090909090909,"X82",0,1e-04
"54",0.0909090909090909,"X82",0,1e-04
"60",0.0909090909090909,"X82",0,1e-04
"61",0.0909090909090909,"X82",0,1e-04
"79",0.0909090909090909,"X82",0,1e-04
"85",0.0909090909090909,"X82",0,1e-04
"90",0.0909090909090909,"X82",0,1e-04
"91",0.0909090909090909,"X82",0,1e-04
"26",0.0909090909090909,"X23",0,1e-04
"33",0.0909090909090909,"X23",0,1e-04
"41",0.0909090909090909,"X23",0,1e-04
"46",0.0909090909090909,"X23",0,1e-04
"47",0.0909090909090909,"X23",0,1e-04
"71",0.0909090909090909,"X23",0,1e-04
"72",0.0909090909090909,"X23",0,1e-04
"77",0.0909090909090909,"X23",0,1e-04
"87",0.0909090909090909,"X23",0,1e-04
"88",0.0909090909090909,"X23",0,1e-04
"92",0.0909090909090909,"X23",0,1e-04
"32",0.0909090909090909,"X55",0,1e-04
"34",0.0909090909090909,"X55",0,1e-04
"39",0.0909090909090909,"X55",0,1e-04
"40",0.0909090909090909,"X55",0,1e-04
"42",0.0909090909090909,"X55",0,1e-04
"46",0.0909090909090909,"X55",0,1e-04
"47",0.0909090909090909,"X55",0,1e-04
"58",0.0909090909090909,"X55",0,1e-04
"72",0.0909090909090909,"X55",0,1e-04
"89",0.0909090909090909,"X55",0,1e-04
"93",0.0909090909090909,"X55",0,1e-04
"13",0.0909090909090909,"X66",0,1e-04
"20",0.0909090909090909,"X66",0,1e-04
"26",0.0909090909090909,"X66",0,1e-04
"34",0.0909090909090909,"X66",0,1e-04
"35",0.0909090909090909,"X66",0,1e-04
"36",0.181818181818182,"X66",0,1e-04
"47",0.0909090909090909,"X66",0,1e-04
"61",0.0909090909090909,"X66",0,1e-04
"66",0.0909090909090909,"X66",0,1e-04
"81",0.0909090909090909,"X66",0,1e-04
"4",0.0909090909090909,"X10",0,1e-04
"7",0.181818181818182,"X10",0,1e-04
"8",0.0909090909090909,"X10",0,1e-04
"9",0.272727272727273,"X10",0,1e-04
"14",0.0909090909090909,"X10",0,1e-04
"16",0.181818181818182,"X10",0,1e-04
"36",0.0909090909090909,"X10",0,1e-04
"21",0.0909090909090909,"X43",0,1e-04
"23",0.0909090909090909,"X43",0,1e-04
"25",0.0909090909090909,"X43",0,1e-04
"37",0.0909090909090909,"X43",0,1e-04
"45",0.0909090909090909,"X43",0,1e-04
"47",0.0909090909090909,"X43",0,1e-04
"60",0.0909090909090909,"X43",0,1e-04
"62",0.0909090909090909,"X43",0,1e-04
"83",0.0909090909090909,"X43",0,1e-04
"99",0.0909090909090909,"X43",0,1e-04
"100",0.0909090909090909,"X43",0,1e-04
"22",0.0909090909090909,"X88",0,1e-04
"27",0.0909090909090909,"X88",0,1e-04
"36",0.0909090909090909,"X88",0,1e-04
"38",0.0909090909090909,"X88",0,1e-04
"39",0.0909090909090909,"X88",0,1e-04
"46",0.0909090909090909,"X88",0,1e-04
"52",0.0909090909090909,"X88",0,1e-04
"67",0.0909090909090909,"X88",0,1e-04
"71",0.0909090909090909,"X88",0,1e-04
"91",0.0909090909090909,"X88",0,1e-04
"95",0.0909090909090909,"X88",0,1e-04
"10",0.0909090909090909,"X33",0,1e-04
"23",0.0909090909090909,"X33",0,1e-04
"34",0.0909090909090909,"X33",0,1e-04
"36",0.0909090909090909,"X33",0,1e-04
"39",0.0909090909090909,"X33",0,1e-04
"41",0.0909090909090909,"X33",0,1e-04
"49",0.0909090909090909,"X33",0,1e-04
"51",0.0909090909090909,"X33",0,1e-04
"53",0.0909090909090909,"X33",0,1e-04
"55",0.0909090909090909,"X33",0,1e-04
"88",0.0909090909090909,"X33",0,1e-04
"11",0.0909090909090909,"X42",0,1e-04
"32",0.0909090909090909,"X42",0,1e-04
"33",0.0909090909090909,"X42",0,1e-04
"37",0.0909090909090909,"X42",0,1e-04
"38",0.0909090909090909,"X42",0,1e-04
"40",0.0909090909090909,"X42",0,1e-04
"42",0.0909090909090909,"X42",0,1e-04
"60",0.0909090909090909,"X42",0,1e-04
"61",0.0909090909090909,"X42",0,1e-04
"70",0.0909090909090909,"X42",0,1e-04
"81",0.0909090909090909,"X42",0,1e-04
"12",0.0909090909090909,"X49",0,1e-04
"18",0.0909090909090909,"X49",0,1e-04
"41",0.0909090909090909,"X49",0,1e-04
"52",0.0909090909090909,"X49",0,1e-04
"58",0.0909090909090909,"X49",0,1e-04
"63",0.0909090909090909,"X49",0,1e-04
"73",0.0909090909090909,"X49",0,1e-04
"82",0.0909090909090909,"X49",0,1e-04
"89",0.0909090909090909,"X49",0,1e-04
"94",0.0909090909090909,"X49",0,1e-04
"97",0.0909090909090909,"X49",0,1e-04
"18",0.0909090909090909,"X58",0,1e-04
"21",0.0909090909090909,"X58",0,1e-04
"26",0.0909090909090909,"X58",0,1e-04
"33",0.0909090909090909,"X58",0,1e-04
"40",0.0909090909090909,"X58",0,1e-04
"42",0.0909090909090909,"X58",0,1e-04
"51",0.0909090909090909,"X58",0,1e-04
"65",0.0909090909090909,"X58",0,1e-04
"70",0.0909090909090909,"X58",0,1e-04
"74",0.0909090909090909,"X58",0,1e-04
"90",0.0909090909090909,"X58",0,1e-04
"14",0.0909090909090909,"X71",0,1e-04
"20",0.0909090909090909,"X71",0,1e-04
"28",0.0909090909090909,"X71",0,1e-04
"34",0.0909090909090909,"X71",0,1e-04
"35",0.0909090909090909,"X71",0,1e-04
"43",0.0909090909090909,"X71",0,1e-04
"50",0.0909090909090909,"X71",0,1e-04
"56",0.0909090909090909,"X71",0,1e-04
"62",0.0909090909090909,"X71",0,1e-04
"78",0.0909090909090909,"X71",0,1e-04
"90",0.0909090909090909,"X71",0,1e-04
"21",0.0909090909090909,"X34",0,1e-04
"38",0.0909090909090909,"X34",0,1e-04
"43",0.0909090909090909,"X34",0,1e-04
"44",0.0909090909090909,"X34",0,1e-04
"57",0.0909090909090909,"X34",0,1e-04
"58",0.0909090909090909,"X34",0,1e-04
"67",0.0909090909090909,"X34",0,1e-04
"69",0.0909090909090909,"X34",0,1e-04
"78",0.0909090909090909,"X34",0,1e-04
"82",0.0909090909090909,"X34",0,1e-04
"91",0.0909090909090909,"X34",0,1e-04
"13",0.0909090909090909,"X29",0,1e-04
"14",0.0909090909090909,"X29",0,1e-04
"37",0.0909090909090909,"X29",0,1e-04
"40",0.0909090909090909,"X29",0,1e-04
"45",0.0909090909090909,"X29",0,1e-04
"69",0.0909090909090909,"X29",0,1e-04
"72",0.0909090909090909,"X29",0,1e-04
"74",0.0909090909090909,"X29",0,1e-04
"80",0.0909090909090909,"X29",0,1e-04
"99",0.181818181818182,"X29",0,1e-04
"16",0.0909090909090909,"X56",0,1e-04
"30",0.0909090909090909,"X56",0,1e-04
"38",0.0909090909090909,"X56",0,1e-04
"43",0.0909090909090909,"X56",0,1e-04
"46",0.0909090909090909,"X56",0,1e-04
"56",0.0909090909090909,"X56",0,1e-04
"78",0.0909090909090909,"X56",0,1e-04
"87",0.0909090909090909,"X56",0,1e-04
"88",0.0909090909090909,"X56",0,1e-04
"96",0.181818181818182,"X56",0,1e-04
"12",0.0909090909090909,"X72",0,1e-04
"16",0.0909090909090909,"X72",0,1e-04
"32",0.0909090909090909,"X72",0,1e-04
"43",0.0909090909090909,"X72",0,1e-04
"47",0.0909090909090909,"X72",0,1e-04
"50",0.0909090909090909,"X72",0,1e-04
"64",0.181818181818182,"X72",0,1e-04
"71",0.0909090909090909,"X72",0,1e-04
"83",0.0909090909090909,"X72",0,1e-04
"90",0.0909090909090909,"X72",0,1e-04
"15",0.0909090909090909,"X15",0,1e-04
"16",0.0909090909090909,"X15",0,1e-04
"17",0.0909090909090909,"X15",0,1e-04
"18",0.181818181818182,"X15",0,1e-04
"20",0.0909090909090909,"X15",0,1e-04
"29",0.0909090909090909,"X15",0,1e-04
"48",0.0909090909090909,"X15",0,1e-04
"62",0.0909090909090909,"X15",0,1e-04
"71",0.0909090909090909,"X15",0,1e-04
"74",0.0909090909090909,"X15",0,1e-04
"14",0.0909090909090909,"X30",0,1e-04
"18",0.0909090909090909,"X30",0,1e-04
"19",0.0909090909090909,"X30",0,1e-04
"34",0.0909090909090909,"X30",0,1e-04
"44",0.0909090909090909,"X30",0,1e-04
"49",0.0909090909090909,"X30",0,1e-04
"74",0.0909090909090909,"X30",0,1e-04
"82",0.0909090909090909,"X30",0,1e-04
"85",0.0909090909090909,"X30",0,1e-04
"86",0.0909090909090909,"X30",0,1e-04
"98",0.0909090909090909,"X30",0,1e-04
"15",0.0909090909090909,"X28",0,1e-04
"33",0.181818181818182,"X28",0,1e-04
"50",0.0909090909090909,"X28",0,1e-04
"60",0.0909090909090909,"X28",0,1e-04
"65",0.0909090909090909,"X28",0,1e-04
"66",0.0909090909090909,"X28",0,1e-04
"88",0.0909090909090909,"X28",0,1e-04
"90",0.0909090909090909,"X28",0,1e-04
"91",0.0909090909090909,"X28",0,1e-04
"93",0.0909090909090909,"X28",0,1e-04
"15",0.0909090909090909,"X52",0,1e-04
"30",0.0909090909090909,"X52",0,1e-04
"44",0.0909090909090909,"X52",0,1e-04
"45",0.0909090909090909,"X52",0,1e-04
"48",0.0909090909090909,"X52",0,1e-04
"50",0.0909090909090909,"X52",0,1e-04
"51",0.0909090909090909,"X52",0,1e-04
"83",0.0909090909090909,"X52",0,1e-04
"86",0.0909090909090909,"X52",0,1e-04
"94",0.0909090909090909,"X52",0,1e-04
"100",0.0909090909090909,"X52",0,1e-04
"16",0.0909090909090909,"X53",0,1e-04
"24",0.0909090909090909,"X53",0,1e-04
"42",0.0909090909090909,"X53",0,1e-04
"45",0.0909090909090909,"X53",0,1e-04
"52",0.0909090909090909,"X53",0,1e-04
"60",0.0909090909090909,"X53",0,1e-04
"63",0.0909090909090909,"X53",0,1e-04
"85",0.0909090909090909,"X53",0,1e-04
"94",0.0909090909090909,"X53",0,1e-04
"98",0.181818181818182,"X53",0,1e-04
"15",0.0909090909090909,"X87",0,1e-04
"19",0.0909090909090909,"X87",0,1e-04
"23",0.0909090909090909,"X87",0,1e-04
"34",0.0909090909090909,"X87",0,1e-04
"53",0.0909090909090909,"X87",0,1e-04
"58",0.0909090909090909,"X87",0,1e-04
"66",0.0909090909090909,"X87",0,1e-04
"76",0.0909090909090909,"X87",0,1e-04
"79",0.0909090909090909,"X87",0,1e-04
"93",0.181818181818182,"X87",0,1e-04
"14",0.0909090909090909,"X51",0,1e-04
"26",0.0909090909090909,"X51",0,1e-04
"36",0.0909090909090909,"X51",0,1e-04
"45",0.0909090909090909,"X51",0,1e-04
"50",0.0909090909090909,"X51",0,1e-04
"53",0.0909090909090909,"X51",0,1e-04
"54",0.0909090909090909,"X51",0,1e-04
"59",0.0909090909090909,"X51",0,1e-04
"65",0.0909090909090909,"X51",0,1e-04
"75",0.0909090909090909,"X51",0,1e-04
"76",0.0909090909090909,"X51",0,1e-04
"37",0.181818181818182,"X32",0,1e-04
"39",0.0909090909090909,"X32",0,1e-04
"55",0.0909090909090909,"X32",0,1e-04
"57",0.0909090909090909,"X32",0,1e-04
"66",0.0909090909090909,"X32",0,1e-04
"78",0.0909090909090909,"X32",0,1e-04
"79",0.0909090909090909,"X32",0,1e-04
"84",0.0909090909090909,"X32",0,1e-04
"89",0.0909090909090909,"X32",0,1e-04
"94",0.0909090909090909,"X32",0,1e-04
"12",0.0909090909090909,"X39",0,1e-04
"14",0.0909090909090909,"X39",0,1e-04
"24",0.0909090909090909,"X39",0,1e-04
"48",0.0909090909090909,"X39",0,1e-04
"56",0.0909090909090909,"X39",0,1e-04
"66",0.0909090909090909,"X39",0,1e-04
"69",0.0909090909090909,"X39",0,1e-04
"86",0.0909090909090909,"X39",0,1e-04
"87",0.0909090909090909,"X39",0,1e-04
"88",0.0909090909090909,"X39",0,1e-04
"98",0.0909090909090909,"X39",0,1e-04
"29",0.0909090909090909,"X75",0,1e-04
"39",0.0909090909090909,"X75",0,1e-04
"43",0.0909090909090909,"X75",0,1e-04
"44",0.0909090909090909,"X75",0,1e-04
"46",0.0909090909090909,"X75",0,1e-04
"52",0.0909090909090909,"X75",0,1e-04
"57",0.0909090909090909,"X75",0,1e-04
"82",0.0909090909090909,"X75",0,1e-04
"88",0.181818181818182,"X75",0,1e-04
"90",0.0909090909090909,"X75",0,1e-04
"22",0.0909090909090909,"X94",0,1e-04
"58",0.0909090909090909,"X94",0,1e-04
"61",0.0909090909090909,"X94",0,1e-04
"66",0.0909090909090909,"X94",0,1e-04
"67",0.0909090909090909,"X94",0,1e-04
"73",0.0909090909090909,"X94",0,1e-04
"77",0.0909090909090909,"X94",0,1e-04
"80",0.0909090909090909,"X94",0,1e-04
"81",0.0909090909090909,"X94",0,1e-04
"95",0.0909090909090909,"X94",0,1e-04
"99",0.0909090909090909,"X94",0,1e-04
"12",0.0909090909090909,"X18",0,1e-04
"18",0.0909090909090909,"X18",0,1e-04
"22",0.0909090909090909,"X18",0,1e-04
"27",0.0909090909090909,"X18",0,1e-04
"39",0.0909090909090909,"X18",0,1e-04
"59",0.181818181818182,"X18",0,1e-04
"63",0.0909090909090909,"X18",0,1e-04
"81",0.0909090909090909,"X18",0,1e-04
"85",0.0909090909090909,"X18",0,1e-04
"95",0.0909090909090909,"X18",0,1e-04
"25",0.0909090909090909,"X21",0,1e-04
"60",0.181818181818182,"X21",0,1e-04
"62",0.181818181818182,"X21",0,1e-04
"75",0.0909090909090909,"X21",0,1e-04
"83",0.0909090909090909,"X21",0,1e-04
"86",0.0909090909090909,"X21",0,1e-04
"89",0.0909090909090909,"X21",0,1e-04
"95",0.0909090909090909,"X21",0,1e-04
"99",0.0909090909090909,"X21",0,1e-04
"15",0.0909090909090909,"X83",0,1e-04
"31",0.0909090909090909,"X83",0,1e-04
"41",0.0909090909090909,"X83",0,1e-04
"45",0.0909090909090909,"X83",0,1e-04
"47",0.0909090909090909,"X83",0,1e-04
"61",0.0909090909090909,"X83",0,1e-04
"62",0.0909090909090909,"X83",0,1e-04
"73",0.0909090909090909,"X83",0,1e-04
"83",0.0909090909090909,"X83",0,1e-04
"96",0.0909090909090909,"X83",0,1e-04
"97",0.0909090909090909,"X83",0,1e-04
"17",0.0909090909090909,"X24",0,1e-04
"29",0.0909090909090909,"X24",0,1e-04
"42",0.0909090909090909,"X24",0,1e-04
"57",0.0909090909090909,"X24",0,1e-04
"62",0.0909090909090909,"X24",0,1e-04
"68",0.0909090909090909,"X24",0,1e-04
"71",0.0909090909090909,"X24",0,1e-04
"92",0.0909090909090909,"X24",0,1e-04
"98",0.181818181818182,"X24",0,1e-04
"99",0.0909090909090909,"X24",0,1e-04
"10",0.0909090909090909,"X86",0,1e-04
"19",0.0909090909090909,"X86",0,1e-04
"25",0.0909090909090909,"X86",0,1e-04
"31",0.0909090909090909,"X86",0,1e-04
"45",0.0909090909090909,"X86",0,1e-04
"51",0.181818181818182,"X86",0,1e-04
"63",0.181818181818182,"X86",0,1e-04
"66",0.0909090909090909,"X86",0,1e-04
"73",0.0909090909090909,"X86",0,1e-04
