"rank","freq","name","rho","nclusters"
"70",0.0909090909090909,"X55",0,10
"72",0.181818181818182,"X55",0,10
"73",0.0909090909090909,"X55",0,10
"68",0.272727272727273,"X66",0,10
"69",0.454545454545455,"X66",0,10
"70",0.181818181818182,"X66",0,10
"71",0.0909090909090909,"X66",0,10
"64",0.0909090909090909,"X93",0,10
"65",0.0909090909090909,"X93",0,10
"70",0.363636363636364,"X93",0,10
"71",0.272727272727273,"X93",0,10
"72",0.181818181818182,"X93",0,10
"66",0.0909090909090909,"X22",0,10
"71",0.0909090909090909,"X22",0,10
"72",0.0909090909090909,"X22",0,10
"73",0.363636363636364,"X22",0,10
"74",0.272727272727273,"X22",0,10
"76",0.0909090909090909,"X22",0,10
"65",0.0909090909090909,"X17",0,10
"67",0.0909090909090909,"X17",0,10
"69",0.0909090909090909,"X17",0,10
"71",0.272727272727273,"X17",0,10
"72",0.363636363636364,"X17",0,10
"75",0.0909090909090909,"X17",0,10
"73",0.181818181818182,"X50",0,10
"74",0.0909090909090909,"X50",0,10
"77",0.0909090909090909,"X50",0,10
"85",0.0909090909090909,"X50",0,10
"87",0.363636363636364,"X50",0,10
"88",0.181818181818182,"X50",0,10
"68",0.272727272727273,"X94",0,10
"72",0.0909090909090909,"X94",0,10
"73",0.181818181818182,"X94",0,10
"74",0.181818181818182,"X94",0,10
"75",0.0909090909090909,"X94",0,10
"76",0.0909090909090909,"X94",0,10
"77",0.0909090909090909,"X94",0,10
"74",0.272727272727273,"X100",0,10
"75",0.636363636363636,"X100",0,10
"76",0.0909090909090909,"X100",0,10
"76",0.0909090909090909,"X64",0,10
"77",0.0909090909090909,"X64",0,10
"92",0.0909090909090909,"X64",0,10
"97",0.0909090909090909,"X64",0,10
"98",0.181818181818182,"X64",0,10
"99",0.363636363636364,"X64",0,10
"100",0.0909090909090909,"X64",0,10
"76",0.363636363636364,"X95",0,10
"77",0.181818181818182,"X95",0,10
"78",0.272727272727273,"X95",0,10
"82",0.0909090909090909,"X95",0,10
"86",0.0909090909090909,"X95",0,10
"75",0.0909090909090909,"X56",0,10
"77",0.181818181818182,"X56",0,10
"78",0.272727272727273,"X56",0,10
"79",0.181818181818182,"X56",0,10
"81",0.181818181818182,"X56",0,10
"89",0.0909090909090909,"X56",0,10
"77",0.0909090909090909,"X67",0,10
"78",0.0909090909090909,"X67",0,10
"79",0.181818181818182,"X67",0,10
"80",0.181818181818182,"X67",0,10
"81",0.0909090909090909,"X67",0,10
"82",0.0909090909090909,"X67",0,10
"83",0.0909090909090909,"X67",0,10
"86",0.0909090909090909,"X67",0,10
"90",0.0909090909090909,"X67",0,10
"79",0.181818181818182,"X34",0,10
"80",0.363636363636364,"X34",0,10
"81",0.272727272727273,"X34",0,10
"83",0.0909090909090909,"X34",0,10
"84",0.0909090909090909,"X34",0,10
"81",0.0909090909090909,"X19",0,10
"82",0.0909090909090909,"X19",0,10
"85",0.0909090909090909,"X19",0,10
"86",0.181818181818182,"X19",0,10
"87",0.0909090909090909,"X19",0,10
"88",0.181818181818182,"X19",0,10
"89",0.272727272727273,"X19",0,10
"79",0.0909090909090909,"X69",0,10
"80",0.0909090909090909,"X69",0,10
"81",0.0909090909090909,"X69",0,10
"82",0.454545454545455,"X69",0,10
"84",0.0909090909090909,"X69",0,10
"87",0.0909090909090909,"X69",0,10
"89",0.0909090909090909,"X69",0,10
"77",0.181818181818182,"X32",0,10
"79",0.0909090909090909,"X32",0,10
"81",0.0909090909090909,"X32",0,10
"82",0.0909090909090909,"X32",0,10
"83",0.181818181818182,"X32",0,10
"84",0.181818181818182,"X32",0,10
"85",0.0909090909090909,"X32",0,10
"88",0.0909090909090909,"X32",0,10
"76",0.0909090909090909,"X49",0,10
"77",0.0909090909090909,"X49",0,10
"79",0.0909090909090909,"X49",0,10
"82",0.0909090909090909,"X49",0,10
"83",0.272727272727273,"X49",0,10
"84",0.181818181818182,"X49",0,10
"85",0.0909090909090909,"X49",0,10
"88",0.0909090909090909,"X49",0,10
"80",0.181818181818182,"X24",0,10
"85",0.636363636363636,"X24",0,10
"86",0.181818181818182,"X24",0,10
"73",0.181818181818182,"X52",0,10
"74",0.181818181818182,"X52",0,10
"75",0.0909090909090909,"X52",0,10
"76",0.181818181818182,"X52",0,10
"78",0.0909090909090909,"X52",0,10
"81",0.0909090909090909,"X52",0,10
"86",0.181818181818182,"X52",0,10
"79",0.0909090909090909,"X57",0,10
"80",0.0909090909090909,"X57",0,10
"83",0.181818181818182,"X57",0,10
"84",0.454545454545455,"X57",0,10
"87",0.0909090909090909,"X57",0,10
"88",0.0909090909090909,"X57",0,10
"52",0.181818181818182,"X31",0,10
"78",0.0909090909090909,"X31",0,10
"79",0.0909090909090909,"X31",0,10
"83",0.181818181818182,"X31",0,10
"86",0.0909090909090909,"X31",0,10
"88",0.181818181818182,"X31",0,10
"89",0.0909090909090909,"X31",0,10
"91",0.0909090909090909,"X31",0,10
"71",0.0909090909090909,"X59",0,10
"78",0.0909090909090909,"X59",0,10
"80",0.0909090909090909,"X59",0,10
"82",0.0909090909090909,"X59",0,10
"86",0.181818181818182,"X59",0,10
"87",0.0909090909090909,"X59",0,10
"88",0.0909090909090909,"X59",0,10
"89",0.0909090909090909,"X59",0,10
"91",0.0909090909090909,"X59",0,10
"92",0.0909090909090909,"X59",0,10
"81",0.0909090909090909,"X47",0,10
"88",0.0909090909090909,"X47",0,10
"89",0.363636363636364,"X47",0,10
"90",0.272727272727273,"X47",0,10
"95",0.0909090909090909,"X47",0,10
"96",0.0909090909090909,"X47",0,10
"78",0.0909090909090909,"X62",0,10
"87",0.181818181818182,"X62",0,10
"90",0.0909090909090909,"X62",0,10
"91",0.363636363636364,"X62",0,10
"93",0.181818181818182,"X62",0,10
"94",0.0909090909090909,"X62",0,10
"90",0.272727272727273,"X16",0,10
"91",0.0909090909090909,"X16",0,10
"92",0.363636363636364,"X16",0,10
"93",0.181818181818182,"X16",0,10
"94",0.0909090909090909,"X16",0,10
"68",0.0909090909090909,"X74",0,10
"70",0.181818181818182,"X74",0,10
"91",0.0909090909090909,"X74",0,10
"92",0.272727272727273,"X74",0,10
"93",0.181818181818182,"X74",0,10
"94",0.0909090909090909,"X74",0,10
"95",0.0909090909090909,"X74",0,10
"87",0.0909090909090909,"X33",0,10
"90",0.0909090909090909,"X33",0,10
"92",0.181818181818182,"X33",0,10
"93",0.272727272727273,"X33",0,10
"94",0.272727272727273,"X33",0,10
"95",0.0909090909090909,"X33",0,10
"93",0.0909090909090909,"X76",0,10
"94",0.181818181818182,"X76",0,10
"95",0.272727272727273,"X76",0,10
"96",0.181818181818182,"X76",0,10
"97",0.0909090909090909,"X76",0,10
"99",0.181818181818182,"X76",0,10
"90",0.181818181818182,"X83",0,10
"91",0.181818181818182,"X83",0,10
"93",0.0909090909090909,"X83",0,10
"94",0.272727272727273,"X83",0,10
"95",0.181818181818182,"X83",0,10
"96",0.0909090909090909,"X83",0,10
"91",0.0909090909090909,"X99",0,10
"96",0.545454545454545,"X99",0,10
"97",0.181818181818182,"X99",0,10
"98",0.0909090909090909,"X99",0,10
"99",0.0909090909090909,"X99",0,10
"95",0.0909090909090909,"X96",0,10
"97",0.0909090909090909,"X96",0,10
"98",0.0909090909090909,"X96",0,10
"99",0.0909090909090909,"X96",0,10
"100",0.636363636363636,"X96",0,10
"95",0.0909090909090909,"X23",0,10
"96",0.0909090909090909,"X23",0,10
"97",0.454545454545455,"X23",0,10
"98",0.0909090909090909,"X23",0,10
"99",0.0909090909090909,"X23",0,10
"100",0.181818181818182,"X23",0,10
"95",0.0909090909090909,"X38",0,10
"97",0.0909090909090909,"X38",0,10
"98",0.545454545454545,"X38",0,10
"99",0.181818181818182,"X38",0,10
"100",0.0909090909090909,"X38",0,10
"1",1,"X1",0.5,10
"2",1,"X10",0.5,10
"3",1,"X3",0.5,10
"4",1,"X9",0.5,10
"5",1,"X14",0.5,10
"6",1,"X2",0.5,10
"7",1,"X15",0.5,10
"8",1,"X5",0.5,10
"9",1,"X6",0.5,10
"10",1,"X4",0.5,10
"11",1,"X34",0.5,10
"12",1,"X84",0.5,10
"13",1,"X100",0.5,10
"14",1,"X19",0.5,10
"15",1,"X8",0.5,10
"16",1,"X28",0.5,10
"17",1,"X62",0.5,10
"18",1,"X65",0.5,10
"19",0.909090909090909,"X7",0.5,10
"21",0.0909090909090909,"X7",0.5,10
"20",1,"X21",0.5,10
"19",0.0909090909090909,"X50",0.5,10
"21",0.909090909090909,"X50",0.5,10
"22",1,"X39",0.5,10
"23",1,"X31",0.5,10
"24",1,"X59",0.5,10
"25",1,"X88",0.5,10
"26",0.818181818181818,"X55",0.5,10
"28",0.181818181818182,"X55",0.5,10
"27",0.454545454545455,"X52",0.5,10
"40",0.545454545454545,"X52",0.5,10
"28",0.181818181818182,"X12",0.5,10
"30",0.272727272727273,"X12",0.5,10
"33",0.545454545454545,"X12",0.5,10
"27",0.545454545454545,"X20",0.5,10
"28",0.272727272727273,"X20",0.5,10
"29",0.181818181818182,"X20",0.5,10
"26",0.181818181818182,"X69",0.5,10
"28",0.363636363636364,"X69",0.5,10
"29",0.272727272727273,"X69",0.5,10
"30",0.181818181818182,"X69",0.5,10
"31",0.454545454545455,"X86",0.5,10
"32",0.545454545454545,"X86",0.5,10
"32",0.454545454545455,"X60",0.5,10
"38",0.545454545454545,"X60",0.5,10
"31",0.545454545454545,"X27",0.5,10
"33",0.363636363636364,"X27",0.5,10
"37",0.0909090909090909,"X27",0.5,10
"29",0.545454545454545,"X61",0.5,10
"34",0.363636363636364,"X61",0.5,10
"36",0.0909090909090909,"X61",0.5,10
"30",0.545454545454545,"X74",0.5,10
"35",0.363636363636364,"X74",0.5,10
"40",0.0909090909090909,"X74",0.5,10
"35",0.0909090909090909,"X46",0.5,10
"36",0.363636363636364,"X46",0.5,10
"39",0.545454545454545,"X46",0.5,10
"34",0.454545454545455,"X16",0.5,10
"37",0.363636363636364,"X16",0.5,10
"39",0.0909090909090909,"X16",0.5,10
"40",0.0909090909090909,"X16",0.5,10
"38",0.0909090909090909,"X72",0.5,10
"42",0.909090909090909,"X72",0.5,10
"34",0.181818181818182,"X45",0.5,10
"35",0.454545454545455,"X45",0.5,10
"37",0.0909090909090909,"X45",0.5,10
"38",0.181818181818182,"X45",0.5,10
"39",0.0909090909090909,"X45",0.5,10
"33",0.0909090909090909,"X43",0.5,10
"35",0.0909090909090909,"X43",0.5,10
"36",0.454545454545455,"X43",0.5,10
"38",0.0909090909090909,"X43",0.5,10
"39",0.181818181818182,"X43",0.5,10
"40",0.0909090909090909,"X43",0.5,10
"36",0.0909090909090909,"X90",0.5,10
"37",0.454545454545455,"X90",0.5,10
"38",0.0909090909090909,"X90",0.5,10
"39",0.0909090909090909,"X90",0.5,10
"40",0.181818181818182,"X90",0.5,10
"41",0.0909090909090909,"X90",0.5,10
"41",0.909090909090909,"X63",0.5,10
"42",0.0909090909090909,"X63",0.5,10
"43",1,"X17",0.5,10
"44",1,"X24",0.5,10
"45",1,"X22",0.5,10
"46",1,"X13",0.5,10
"47",0.818181818181818,"X41",0.5,10
"49",0.181818181818182,"X41",0.5,10
"47",0.181818181818182,"X67",0.5,10
"48",0.818181818181818,"X67",0.5,10
"48",0.181818181818182,"X70",0.5,10
"49",0.818181818181818,"X70",0.5,10
"50",1,"X78",0.5,10
"51",1,"X76",0.5,10
"52",1,"X42",0.5,10
"53",0.0909090909090909,"X97",0.5,10
"54",0.818181818181818,"X97",0.5,10
"55",0.0909090909090909,"X97",0.5,10
"53",0.818181818181818,"X71",0.5,10
"54",0.181818181818182,"X71",0.5,10
"55",0.636363636363636,"X66",0.5,10
"56",0.363636363636364,"X66",0.5,10
"56",0.636363636363636,"X11",0.5,10
"57",0.0909090909090909,"X11",0.5,10
"60",0.0909090909090909,"X11",0.5,10
"62",0.181818181818182,"X11",0.5,10
"57",0.363636363636364,"X81",0.5,10
"58",0.454545454545455,"X81",0.5,10
"60",0.0909090909090909,"X81",0.5,10
"65",0.0909090909090909,"X81",0.5,10
"57",0.454545454545455,"X56",0.5,10
"58",0.181818181818182,"X56",0.5,10
"59",0.0909090909090909,"X56",0.5,10
"61",0.181818181818182,"X56",0.5,10
"71",0.0909090909090909,"X56",0.5,10
"59",0.454545454545455,"X64",0.5,10
"60",0.181818181818182,"X64",0.5,10
"61",0.181818181818182,"X64",0.5,10
"62",0.0909090909090909,"X64",0.5,10
"70",0.0909090909090909,"X64",0.5,10
"59",0.363636363636364,"X85",0.5,10
"60",0.0909090909090909,"X85",0.5,10
"61",0.454545454545455,"X85",0.5,10
"66",0.0909090909090909,"X85",0.5,10
"58",0.181818181818182,"X87",0.5,10
"60",0.545454545454545,"X87",0.5,10
"61",0.0909090909090909,"X87",0.5,10
"63",0.0909090909090909,"X87",0.5,10
"67",0.0909090909090909,"X87",0.5,10
"55",0.272727272727273,"X44",0.5,10
"62",0.636363636363636,"X44",0.5,10
"70",0.0909090909090909,"X44",0.5,10
"62",0.0909090909090909,"X53",0.5,10
"63",0.818181818181818,"X53",0.5,10
"65",0.0909090909090909,"X53",0.5,10
"61",0.0909090909090909,"X54",0.5,10
"64",0.818181818181818,"X54",0.5,10
"67",0.0909090909090909,"X54",0.5,10
"65",0.818181818181818,"X91",0.5,10
"69",0.0909090909090909,"X91",0.5,10
"72",0.0909090909090909,"X91",0.5,10
"66",0.727272727272727,"X29",0.5,10
"73",0.181818181818182,"X29",0.5,10
"77",0.0909090909090909,"X29",0.5,10
"53",0.0909090909090909,"X33",0.5,10
"64",0.0909090909090909,"X33",0.5,10
"67",0.727272727272727,"X33",0.5,10
"68",0.0909090909090909,"X33",0.5,10
"58",0.181818181818182,"X40",0.5,10
"68",0.727272727272727,"X40",0.5,10
"75",0.0909090909090909,"X40",0.5,10
"64",0.0909090909090909,"X37",0.5,10
"68",0.0909090909090909,"X37",0.5,10
"69",0.727272727272727,"X37",0.5,10
"74",0.0909090909090909,"X37",0.5,10
"70",0.727272727272727,"X51",0.5,10
"75",0.181818181818182,"X51",0.5,10
"78",0.0909090909090909,"X51",0.5,10
"57",0.0909090909090909,"X68",0.5,10
"68",0.0909090909090909,"X68",0.5,10
"71",0.727272727272727,"X68",0.5,10
"72",0.0909090909090909,"X68",0.5,10
"63",0.0909090909090909,"X73",0.5,10
"66",0.0909090909090909,"X73",0.5,10
"69",0.0909090909090909,"X73",0.5,10
"72",0.727272727272727,"X73",0.5,10
"59",0.0909090909090909,"X38",0.5,10
"69",0.0909090909090909,"X38",0.5,10
"73",0.727272727272727,"X38",0.5,10
"76",0.0909090909090909,"X38",0.5,10
"71",0.181818181818182,"X18",0.5,10
"72",0.0909090909090909,"X18",0.5,10
"74",0.727272727272727,"X18",0.5,10
"74",0.181818181818182,"X98",0.5,10
"75",0.727272727272727,"X98",0.5,10
"81",0.0909090909090909,"X98",0.5,10
"66",0.0909090909090909,"X80",0.5,10
"76",0.454545454545455,"X80",0.5,10
"78",0.181818181818182,"X80",0.5,10
"79",0.272727272727273,"X80",0.5,10
"67",0.0909090909090909,"X94",0.5,10
"77",0.909090909090909,"X94",0.5,10
"73",0.0909090909090909,"X93",0.5,10
"76",0.454545454545455,"X93",0.5,10
"78",0.454545454545455,"X93",0.5,10
"70",0.0909090909090909,"X48",0.5,10
"78",0.272727272727273,"X48",0.5,10
"79",0.636363636363636,"X48",0.5,10
"79",0.0909090909090909,"X30",0.5,10
"80",0.818181818181818,"X30",0.5,10
"81",0.0909090909090909,"X30",0.5,10
"80",0.181818181818182,"X83",0.5,10
"81",0.727272727272727,"X83",0.5,10
"82",0.0909090909090909,"X83",0.5,10
"82",0.818181818181818,"X35",0.5,10
"83",0.181818181818182,"X35",0.5,10
"81",0.0909090909090909,"X23",0.5,10
"82",0.0909090909090909,"X23",0.5,10
"83",0.818181818181818,"X23",0.5,10
"84",0.909090909090909,"X75",0.5,10
"85",0.0909090909090909,"X75",0.5,10
"85",0.636363636363636,"X47",0.5,10
"86",0.181818181818182,"X47",0.5,10
"87",0.0909090909090909,"X47",0.5,10
"88",0.0909090909090909,"X47",0.5,10
"84",0.0909090909090909,"X82",0.5,10
"85",0.181818181818182,"X82",0.5,10
"86",0.545454545454545,"X82",0.5,10
"87",0.181818181818182,"X82",0.5,10
"86",0.181818181818182,"X92",0.5,10
"87",0.0909090909090909,"X92",0.5,10
"88",0.0909090909090909,"X92",0.5,10
"89",0.272727272727273,"X92",0.5,10
"90",0.181818181818182,"X92",0.5,10
"93",0.0909090909090909,"X92",0.5,10
"94",0.0909090909090909,"X92",0.5,10
"85",0.0909090909090909,"X58",0.5,10
"87",0.272727272727273,"X58",0.5,10
"88",0.272727272727273,"X58",0.5,10
"90",0.272727272727273,"X58",0.5,10
"92",0.0909090909090909,"X58",0.5,10
"87",0.181818181818182,"X57",0.5,10
"88",0.181818181818182,"X57",0.5,10
"89",0.363636363636364,"X57",0.5,10
"90",0.0909090909090909,"X57",0.5,10
"91",0.181818181818182,"X57",0.5,10
"86",0.0909090909090909,"X26",0.5,10
"87",0.0909090909090909,"X26",0.5,10
"89",0.272727272727273,"X26",0.5,10
"90",0.181818181818182,"X26",0.5,10
"91",0.181818181818182,"X26",0.5,10
"92",0.0909090909090909,"X26",0.5,10
"93",0.0909090909090909,"X26",0.5,10
"88",0.272727272727273,"X36",0.5,10
"91",0.363636363636364,"X36",0.5,10
"92",0.363636363636364,"X36",0.5,10
"90",0.0909090909090909,"X49",0.5,10
"92",0.272727272727273,"X49",0.5,10
"93",0.363636363636364,"X49",0.5,10
"94",0.181818181818182,"X49",0.5,10
"95",0.0909090909090909,"X49",0.5,10
"90",0.181818181818182,"X79",0.5,10
"91",0.0909090909090909,"X79",0.5,10
"92",0.181818181818182,"X79",0.5,10
"93",0.272727272727273,"X79",0.5,10
"94",0.181818181818182,"X79",0.5,10
"95",0.0909090909090909,"X79",0.5,10
"87",0.0909090909090909,"X25",0.5,10
"88",0.0909090909090909,"X25",0.5,10
"91",0.0909090909090909,"X25",0.5,10
"93",0.0909090909090909,"X25",0.5,10
"94",0.363636363636364,"X25",0.5,10
"95",0.0909090909090909,"X25",0.5,10
"97",0.0909090909090909,"X25",0.5,10
"98",0.0909090909090909,"X25",0.5,10
"95",0.0909090909090909,"X95",0.5,10
"96",0.0909090909090909,"X95",0.5,10
"97",0.0909090909090909,"X95",0.5,10
"98",0.181818181818182,"X95",0.5,10
"99",0.181818181818182,"X95",0.5,10
"100",0.363636363636364,"X95",0.5,10
"95",0.0909090909090909,"X96",0.5,10
"96",0.181818181818182,"X96",0.5,10
"97",0.0909090909090909,"X96",0.5,10
"98",0.181818181818182,"X96",0.5,10
"99",0.363636363636364,"X96",0.5,10
"100",0.0909090909090909,"X96",0.5,10
"94",0.0909090909090909,"X89",0.5,10
"95",0.272727272727273,"X89",0.5,10
"96",0.181818181818182,"X89",0.5,10
"97",0.181818181818182,"X89",0.5,10
"98",0.0909090909090909,"X89",0.5,10
"99",0.0909090909090909,"X89",0.5,10
"100",0.0909090909090909,"X89",0.5,10
"91",0.0909090909090909,"X99",0.5,10
"95",0.181818181818182,"X99",0.5,10
"96",0.181818181818182,"X99",0.5,10
"97",0.181818181818182,"X99",0.5,10
"98",0.181818181818182,"X99",0.5,10
"99",0.0909090909090909,"X99",0.5,10
"100",0.0909090909090909,"X99",0.5,10
"96",0.272727272727273,"X32",0.5,10
"97",0.0909090909090909,"X32",0.5,10
"98",0.181818181818182,"X32",0.5,10
"99",0.272727272727273,"X32",0.5,10
"100",0.181818181818182,"X32",0.5,10
"89",0.0909090909090909,"X77",0.5,10
"93",0.0909090909090909,"X77",0.5,10
"94",0.0909090909090909,"X77",0.5,10
"95",0.0909090909090909,"X77",0.5,10
"96",0.0909090909090909,"X77",0.5,10
"97",0.272727272727273,"X77",0.5,10
"98",0.0909090909090909,"X77",0.5,10
"100",0.181818181818182,"X77",0.5,10
"1",1,"X1",0.9,10
"2",1,"X6",0.9,10
"3",1,"X13",0.9,10
"4",1,"X5",0.9,10
"5",1,"X8",0.9,10
"6",1,"X79",0.9,10
"7",1,"X4",0.9,10
"8",1,"X63",0.9,10
"9",1,"X73",0.9,10
"10",1,"X14",0.9,10
"11",1,"X56",0.9,10
"12",0.909090909090909,"X3",0.9,10
"13",0.0909090909090909,"X3",0.9,10
"12",0.0909090909090909,"X10",0.9,10
"13",0.909090909090909,"X10",0.9,10
"14",0.545454545454545,"X16",0.9,10
"16",0.454545454545455,"X16",0.9,10
"14",0.454545454545455,"X33",0.9,10
"15",0.545454545454545,"X33",0.9,10
"15",0.454545454545455,"X39",0.9,10
"16",0.545454545454545,"X39",0.9,10
"17",0.909090909090909,"X87",0.9,10
"19",0.0909090909090909,"X87",0.9,10
"18",1,"X2",0.9,10
"19",0.545454545454545,"X53",0.9,10
"94",0.0909090909090909,"X53",0.9,10
"95",0.0909090909090909,"X53",0.9,10
"97",0.0909090909090909,"X53",0.9,10
"98",0.0909090909090909,"X53",0.9,10
"100",0.0909090909090909,"X53",0.9,10
"19",0.181818181818182,"X77",0.9,10
"20",0.818181818181818,"X77",0.9,10
"21",0.727272727272727,"X68",0.9,10
"23",0.272727272727273,"X68",0.9,10
"22",0.909090909090909,"X12",0.9,10
"24",0.0909090909090909,"X12",0.9,10
"23",0.545454545454545,"X22",0.9,10
"24",0.272727272727273,"X22",0.9,10
"25",0.181818181818182,"X22",0.9,10
"19",0.181818181818182,"X92",0.9,10
"20",0.0909090909090909,"X92",0.9,10
"23",0.181818181818182,"X92",0.9,10
"24",0.454545454545455,"X92",0.9,10
"25",0.0909090909090909,"X92",0.9,10
"22",0.0909090909090909,"X99",0.9,10
"24",0.181818181818182,"X99",0.9,10
"25",0.727272727272727,"X99",0.9,10
"26",0.272727272727273,"X84",0.9,10
"27",0.363636363636364,"X84",0.9,10
"28",0.0909090909090909,"X84",0.9,10
"87",0.0909090909090909,"X84",0.9,10
"88",0.0909090909090909,"X84",0.9,10
"96",0.0909090909090909,"X84",0.9,10
"26",0.454545454545455,"X9",0.9,10
"27",0.454545454545455,"X9",0.9,10
"29",0.0909090909090909,"X9",0.9,10
"27",0.0909090909090909,"X49",0.9,10
"28",0.363636363636364,"X49",0.9,10
"29",0.181818181818182,"X49",0.9,10
"30",0.0909090909090909,"X49",0.9,10
"31",0.0909090909090909,"X49",0.9,10
"73",0.0909090909090909,"X49",0.9,10
"89",0.0909090909090909,"X49",0.9,10
"27",0.0909090909090909,"X26",0.9,10
