"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","auc","auc.se","auc.diff","auc.diff.se","rho","n","loo_wts"
0,NA,-69.0699515022767,0.412785968155396,-5.5860298529982,8.16790410404458,0.5,0,-0.265700483091787,0.0483478020698797,0.9,100,1.85728116136758e-06
1,"X.4",-55.9908713955283,4.61314270037762,7.49305025375016,5.91703522004762,0.770933977455717,0.0468027027623195,0.00523349436392917,0.0365623878286949,0.9,100,0.889303440263359
2,"X.6",-58.4553816319347,5.8123893572662,5.02854001734385,4.67389027478448,0.771739130434783,0.0478065838463261,0.0060386473429952,0.0288945711366825,0.9,100,0.0756356905117297
3,"X.23",-60.51265228165,6.57249311880771,2.97126936762854,4.11386852383492,0.757648953301127,0.0494903945759877,-0.00805152979066026,0.0269620354760325,0.9,100,0.00966641608541169
4,"X.44",-60.0561335551636,7.1550506576431,3.4277880941149,4.04291540778026,0.774959742351047,0.0475072014704591,0.0092592592592593,0.0251534261780923,0.9,100,0.0152591045605248
5,"X.89",-62.3056725533712,7.62152963210515,1.17824909590729,3.76831276280438,0.758454106280193,0.0494907647290477,-0.00724637681159412,0.0228785841163501,0.9,100,0.00160903938727688
6,"X.11",-62.9224458514808,7.78120522073757,0.561475797797711,3.58316827248012,0.759259259259259,0.0491586440508065,-0.0064412238325281,0.0218030404246792,0.9,100,0.000868371247691867
7,"X.61",-63.4683869079505,7.86577839062884,0.0155347413280107,3.51464649650559,0.756843800322061,0.0492287372575689,-0.00885668276972618,0.0213434952291612,0.9,100,0.000503044316938985
8,"X.33",-62.2364618405464,7.67959926807962,1.24745980873216,3.08084917152419,0.764090177133655,0.0485248076299009,-0.00161030595813205,0.0194336660533118,0.9,100,0.00172434636509025
9,"X.76",-62.9783801080388,7.88645073937593,0.505541541239699,2.72018744387932,0.764090177133655,0.0487358062860378,-0.00161030595813205,0.0181583052798749,0.9,100,0.00082113298150865
10,"X.70",-62.7742214951965,7.73537096923514,0.709700154081978,2.6668463619026,0.761272141706924,0.0488487010375487,-0.00442834138486314,0.0184134980941712,0.9,100,0.00100711358744683
11,"X.3",-62.654922776035,7.63668324827399,0.828998873243559,2.64951834000797,0.760064412238325,0.0485307258187226,-0.00563607085346207,0.0171387753191462,0.9,100,0.001134721361591
12,"X.18",-63.4368357199443,7.91608600870405,0.0470859293342052,1.90452415358222,0.757246376811594,0.0488231711693142,-0.00845410628019316,0.0128036096974855,0.9,100,0.000519169001612519
13,"X.27",-63.9930084825579,8.06115967495125,-0.509086833279387,1.89285520577994,0.751207729468599,0.0495793429678632,-0.0144927536231884,0.0130211641317444,0.9,100,0.000297691196794656
14,"X.83",-63.8457570514657,8.12282142391411,-0.361835402187178,1.80719609521246,0.757246376811594,0.0491914072436278,-0.00845410628019316,0.0124616126101837,0.9,100,0.000344918489897283
15,"X.73",-64.1698776959497,8.20998567181478,-0.685956046671212,1.65569997714343,0.756038647342995,0.0495128605647827,-0.0096618357487922,0.011110105662606,0.9,100,0.000249432286974608
16,"X.8",-64.3776952812771,8.24643439352206,-0.893773631998595,1.60413430781931,0.75402576489533,0.0497029145993394,-0.0116747181964573,0.0110504422878251,0.9,100,0.000202627617543424
17,"X.1",-64.6209118873285,8.23116694202614,-1.13699023805002,1.52297711659409,0.753623188405797,0.0495300598396102,-0.0120772946859903,0.0108548437761376,0.9,100,0.000158880650104972
18,"X.91",-64.9192029976792,8.33601463967746,-1.43528134840065,1.37423161389895,0.753623188405797,0.0495250972249029,-0.0120772946859903,0.0103129780443245,0.9,100,0.000117902991655333
19,"X.21",-65.0808441744737,8.44963773172785,-1.59692252519514,1.29670855972689,0.755636070853462,0.0491267876646734,-0.0100644122383252,0.00975778641208488,0.9,100,0.000100305547743828
20,"X.34",-65.3618938421901,8.49304914059275,-1.87797219291155,1.38791107531731,0.756441223832528,0.0486850465709247,-0.00925925925925919,0.00984242376140385,0.9,100,7.57297693343367e-05
21,"X.86",-65.0877641453743,8.50293071707385,-1.60384249609582,1.31801632981565,0.758454106280193,0.0485979060044582,-0.00724637681159412,0.00928416275334664,0.9,100,9.96138323577233e-05
22,"X.10",-65.3099483343506,8.6073327506057,-1.82602668507205,1.25632517718158,0.756843800322061,0.0488766695498791,-0.00885668276972618,0.00879718232333283,0.9,100,7.97675551780709e-05
23,"X.94",-65.3951740154789,8.64184529573554,-1.91125236620037,1.31776267297291,0.758454106280193,0.0487135292149605,-0.00724637681159412,0.00913771934534195,0.9,100,7.32509461060135e-05
24,"X.37",-65.474835124492,8.67924481400236,-1.99091347521347,1.32306415299797,0.759661835748792,0.0487166995872521,-0.00603864734299508,0.00895872179699975,0.9,100,6.76420651411502e-05
25,"X.60",-65.3222778271811,8.64213901177822,-1.83835617790254,1.28802462175307,0.760064412238325,0.0486215598687106,-0.00563607085346207,0.0088294197379482,0.9,100,7.8790099825184e-05
