"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","auc","auc.se","auc.diff","auc.diff.se","rho","n","loo_wts"
0,NA,-347.287013863765,1.28895521736759,-67.226160766469,7.72675432671822,0.5,0,-0.288332613321813,0.0198087944294791,0.9,500,2.71265529639126e-31
1,"X.1",-297.057518059296,6.55691523952988,-16.9966649619992,4.98448519555905,0.754732075713211,0.0210383686927001,-0.0336005376086017,0.0143616251494778,0.9,500,1.76924292297984e-09
2,"X.6",-284.573169385598,6.87355237374724,-4.51231628830156,3.70299347903064,0.784124545992736,0.0198218011152769,-0.0042080673290773,0.0100787120290834,0.9,500,0.000467381164423665
3,"X.13",-280.155088607182,7.20588322364283,-0.0942355098859871,2.9525202554482,0.791788668618698,0.0194959539430547,0.00345605529688475,0.00816371384272057,0.9,500,0.0387631720575203
4,"X.2",-280.423193587597,7.47670140996205,-0.36234049030094,2.38677965738388,0.790204643274292,0.0196342118607733,0.00187202995247926,0.00665519222410226,0.9,500,0.0296471393946566
5,"X.55",-280.959696723248,7.43387045409532,-0.898843625951963,2.15347155175039,0.789564633034129,0.0195881138312725,0.00123201971231546,0.00587947340021929,0.9,500,0.0173373391156183
6,"X.99",-281.30075617125,7.42127891719043,-1.23990307395355,2.04059086189107,0.787756604105666,0.0196219701931265,-0.000576009216147422,0.00551769765017071,0.9,500,0.0123271365773387
7,"X.7",-280.740934542717,7.51879299084569,-0.680081445421137,1.84416401495165,0.788892622281957,0.0196407158356679,0.00056000896014341,0.00500253229789963,0.9,500,0.0215769299614073
8,"X.71",-280.166590138999,7.57244387864247,-0.105737041702507,1.82087700108113,0.791228659658555,0.0195436653545798,0.00289604633674145,0.00481706364552068,0.9,500,0.0383198902970525
9,"X.14",-279.493025364489,7.57080744501759,0.567827732807774,1.66944194337903,0.793148690379046,0.0195327196081038,0.00481607705723297,0.00444860811965847,0.9,500,0.0751535883928152
10,"X.5",-279.521773639466,7.53269218665537,0.539079457830765,1.48968211599452,0.792652682442919,0.0195651931170713,0.00432006912110594,0.00403584285037724,0.9,500,0.0730238127360645
11,"X.40",-279.529268015751,7.56055079781774,0.531585081545241,1.31066505823503,0.792380678090849,0.0195798977346747,0.0040480647690363,0.00357789929560596,0.9,500,0.0724785904081584
12,"X.83",-279.173919422068,7.57419348668439,0.886933675228597,1.19683753607573,0.793212691403062,0.0195889554624953,0.00488007808124935,0.00320825465833809,0.9,500,0.103403603050619
13,"X.20",-279.478094515676,7.55254692300371,0.582758581620243,1.12568240726981,0.792396678346854,0.0196294170711249,0.00406406502504042,0.00308085040110856,0.9,500,0.0762841141108233
14,"X.77",-280.157425216034,7.55659529208358,-0.0965721187373481,1.03623344497416,0.790748651978432,0.0196717133646468,0.00241603865661855,0.00289281703449303,0.9,500,0.038672703422652
15,"X.30",-280.718967705524,7.59426686063523,-0.658114608227859,0.972799632830046,0.789420630730092,0.0197659362620687,0.00108801740827857,0.00274867706678217,0.9,500,0.0220561510849979
16,"X.4",-279.898762959164,7.58875262666664,0.162090138132693,0.928506915947713,0.791932670922735,0.0196412038327056,0.00360005760092164,0.00256985579442138,0.9,500,0.0500887418928703
17,"X.8",-279.747808478544,7.60212755582378,0.313044618752859,0.840879786355627,0.791932670922735,0.0196242225074969,0.00360005760092164,0.00228283755314717,0.9,500,0.0582503878470519
18,"X.89",-280.116123718689,7.60071337722882,-0.0552706213925118,0.834850463848149,0.790540648650378,0.0196880701659463,0.00220803532856528,0.00220578979167975,0.9,500,0.0403033870205818
19,"X.31",-280.008363963213,7.60025181614176,0.0524891340828919,0.782968059184404,0.790636650186403,0.0196793489983236,0.0023040368645898,0.00215511840504264,0.9,500,0.0448891117828515
20,"X.57",-280.10532068738,7.62907918216567,-0.0444675900838494,0.744794406471195,0.789948639178227,0.0197320106501152,0.00161602585641374,0.00204065052771417,0.9,500,0.0407411460774108
21,"X.44",-280.189293766701,7.61685103288044,-0.128440669404418,0.708396217418122,0.78953263252212,0.019761214998737,0.00120001920030721,0.00201184093517184,0.9,500,0.0374596915394823
22,"X.95",-280.448989145746,7.63854951361734,-0.388136048449176,0.685444969589826,0.788588617417879,0.0197931737222068,0.000256004096065521,0.00194870930327553,0.9,500,0.0288921543805238
23,"X.67",-280.434876489343,7.63966269397882,-0.374023392046627,0.684339464078285,0.788492615881854,0.0197973835934177,0.000160002560041006,0.0019585073330549,0.9,500,0.0293027901936901
24,"X.61",-280.562053447154,7.64358709536955,-0.501200349857501,0.679851425002403,0.788492615881854,0.0198098382933079,0.000160002560041006,0.00196050512750504,0.9,500,0.0258033875096371
25,"X.25",-280.60342476932,7.64848605320182,-0.54257167202375,0.66593748285377,0.788316613065809,0.0198118754765315,-1.60002560041228e-05,0.0019306698976524,0.9,500,0.0247576482125101
