"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","method"
19,"X.62",-97.8882787360856,6.47837373607036,-9.15485207837892,4.89877000945051,1.59964392015366,0.134418212924537,0.182214771959246,0.116389635897778,0,50,"forward"
20,"X.42",-97.856353681869,6.62086574459067,-9.12292702416235,5.2535350517211,1.62970656165585,0.143696566796963,0.212277413461438,0.12892914079236,0,50,"forward"
21,"X.25",-97.9841102856349,6.6583814529778,-9.25068362792821,5.19473535796444,1.63730933207639,0.145833178548607,0.219880183881979,0.126975819302018,0,50,"forward"
22,"X.72",-99.7051536108106,6.66597272727428,-10.9717269531039,5.3096469933582,1.67201665552642,0.150113855582412,0.254587507332007,0.134461388388755,0,50,"forward"
23,"X.89",-99.8581874348207,6.75754342197443,-11.1247607771141,5.32110785565138,1.71505064460012,0.161756920347913,0.297621496405702,0.142778046041457,0,50,"forward"
24,"X.60",-101.419137658821,6.96357634675733,-12.6857110011143,5.4289398667657,1.78885436976595,0.171383823164832,0.371425221571537,0.148433447455507,0,50,"forward"
25,"X.98",-101.593132397974,6.95571068701811,-12.8597057402672,5.24345477514109,1.78064960304035,0.171942422095038,0.363220454845937,0.144528119077166,0,50,"forward"
0,NA,-98.3730470094943,3.46028837861586,-9.63962035178757,4.52195216700276,1.71079499866066,0.141038152744059,0.293365850466243,0.177747503510797,0,50,"L1"
1,"X.5",-91.6362050236395,3.87203244638211,-2.90277836593286,4.74654010560363,1.48063092811263,0.149312441247737,0.0632017799182207,0.182667524573648,0,50,"L1"
2,"X.3",-93.3551009631833,4.38216616337115,-4.62167430547661,4.16175747534469,1.5512872891472,0.130657512725333,0.133858140952782,0.137690918739068,0,50,"L1"
3,"X.4",-91.3008715238361,4.41088826609622,-2.56744486612937,3.84747436373953,1.48595910829912,0.125108432416361,0.0685299601047102,0.121578420541717,0,50,"L1"
