"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","method"
0,NA,-97.1987434324706,4.71007058963423,-5.77866992575591,3.36387856212098,1.67758341505722,0.136035677369073,0.170872123584316,0.0935049930177189,0.5,50,"forward"
1,"X.4",-94.7624172200987,5.84931636258659,-3.3423437133841,2.7691501511841,1.57610769164497,0.139861153972447,0.0693964001720702,0.0660320291342782,0.5,50,"forward"
2,"X.59",-99.2929708287761,6.73176848515933,-7.87289732206148,3.19080418397443,1.6815807055831,0.150047479111266,0.174869414110198,0.0680088189138862,0.5,50,"forward"
3,"X.5",-97.2466465636183,6.47900264404783,-5.82657305690364,3.3519349644359,1.61830227245725,0.142797520892196,0.11159098098435,0.0743498324834994,0.5,50,"forward"
4,"X.8",-95.0476355462186,6.34211405837577,-3.62756203950399,3.45775575482364,1.56546628490349,0.141647912655099,0.0587549934305887,0.0794127777173852,0.5,50,"forward"
5,"X.74",-93.6485388815254,6.45380567749047,-2.22846537481072,3.35564792907656,1.53097929222633,0.145130728015004,0.0242680007534326,0.0762267724396156,0.5,50,"forward"
6,"X.89",-94.1961383394088,6.55638652059016,-2.77606483269418,3.15857993751515,1.55505995151874,0.14859230326725,0.0483486600458343,0.0719792828467261,0.5,50,"forward"
7,"X.54",-96.8637752280921,7.30506794190826,-5.44370172137743,3.63120460016393,1.62505259143895,0.164174787621833,0.118341299966052,0.0798580157934312,0.5,50,"forward"
8,"X.50",-96.6925113684502,7.35258208427359,-5.27243786173556,3.47731896061534,1.6179254527841,0.162130994980377,0.111214161311197,0.0722179662028641,0.5,50,"forward"
9,"X.21",-97.4470943814655,7.40117843549861,-6.02702087475089,3.37273347226732,1.63615085151583,0.159722795383746,0.129439560042932,0.0647634709223276,0.5,50,"forward"
10,"X.51",-98.8994139845372,7.47709214773377,-7.47934047782255,3.46982547936316,1.66541856407235,0.15656547421949,0.158707272599453,0.0636862227728644,0.5,50,"forward"
11,"X.65",-99.5936828028425,7.57655842637415,-8.17360929612789,3.57904590630026,1.67763478065688,0.157289430728712,0.170923489183982,0.0645111907209207,0.5,50,"forward"
12,"X.78",-97.4722679408048,7.30801539862487,-6.05219443409012,3.39910634640285,1.62723111480919,0.154302706812337,0.120519823336287,0.0633338977071272,0.5,50,"forward"
13,"X.48",-95.4937785425392,7.18743971320544,-4.07370503582453,3.43361395471038,1.58628479807666,0.154446467717194,0.0795735066037635,0.0667364525991324,0.5,50,"forward"
14,"X.17",-95.0988829386418,7.05891997945209,-3.67880943192716,3.20387699977995,1.57171692464864,0.152403838587202,0.0650056331757367,0.0614935494323749,0.5,50,"forward"
15,"X.22",-93.6748522596417,6.88432182236271,-2.25477875292709,3.4225024073651,1.53846080148872,0.152074966858998,0.0317495100158161,0.0698118774380991,0.5,50,"forward"
16,"X.86",-94.3644492415185,6.89062696418548,-2.94437573480386,3.37941743322344,1.55100518126975,0.14983207754294,0.044293889796851,0.067885407991615,0.5,50,"forward"
17,"X.10",-93.6272505986839,6.62417149285153,-2.2071770919693,3.22604924696017,1.5333361787018,0.144884123333786,0.0266248872288959,0.0661218837116895,0.5,50,"forward"
18,"X.99",-93.8447718541713,6.21631181794513,-2.42469834745661,2.87046876699936,1.53745621054693,0.136053431139455,0.0307449190740314,0.06011012340654,0.5,50,"forward"
19,"X.2",-92.0855520552518,5.90068482862038,-0.665478548537182,2.82647670904329,1.50209275098027,0.134448163633802,-0.00461854049263533,0.0630951792749852,0.5,50,"forward"
20,"X.38",-92.1229668258646,5.87729096854176,-0.702893319149982,2.87318449376106,1.50429869429227,0.133830490628363,-0.00241259718062992,0.0650779451749185,0.5,50,"forward"
21,"X.36",-91.2667445611804,5.76763543665521,0.153328945534279,2.89832698529262,1.48505997508664,0.134617905517747,-0.0216513163862617,0.0669423380887581,0.5,50,"forward"
22,"X.30",-90.9440278351924,5.54571306865852,0.476045671522192,2.84465756459131,1.47274079410626,0.13169690618677,-0.0339704973666388,0.0673409109839217,0.5,50,"forward"
23,"X.24",-90.7319887953921,5.3421779716837,0.688084711322587,2.63732127494776,1.47370611777032,0.129421654761383,-0.0330051737025825,0.0641873355774516,0.5,50,"forward"
24,"X.70",-91.1364514411755,5.30281347278982,0.283622065539143,2.5292699540974,1.47952808729862,0.128444450495484,-0.0271832041742806,0.0611618648375573,0.5,50,"forward"
25,"X.58",-90.987357399676,5.23672123831327,0.432716107038666,2.51592823929352,1.47681714648836,0.128027245264058,-0.0298941449845396,0.0611206224436189,0.5,50,"forward"
0,NA,-97.1987434324706,4.71007058963423,-5.77866992575591,3.36387856212098,1.67758341505722,0.136035677369073,0.170872123584316,0.0935049930177189,0.5,50,"L1"
1,"X.4",-94.7624172200987,5.84931636258659,-3.3423437133841,2.7691501511841,1.57610769164497,0.139861153972447,0.0693964001720702,0.0660320291342782,0.5,50,"L1"
2,"X.5",-91.811178655539,5.54882273794529,-0.391105148824359,2.8003299058972,1.49322081526302,0.133311459993163,-0.0134904762098833,0.0683818818245642,0.5,50,"L1"
3,"X.59",-97.2466465636183,6.47900264404783,-5.82657305690364,3.3519349644359,1.61830227245725,0.142797520892196,0.11159098098435,0.0743498324834994,0.5,50,"L1"
4,"X.1",-94.9985177084573,5.9231811182506,-3.57844420174266,3.0851432188426,1.56400916544072,0.132269543317751,0.0572978739678238,0.0728904157061883,0.5,50,"L1"
5,"X.8",-92.8778964442452,5.84625784826327,-1.45782293753058,3.19632136660492,1.51333063892246,0.132899771018364,0.00661934744955461,0.0774037080696702,0.5,50,"L1"
6,"X.51",-95.8331250441244,6.40961116289596,-4.41305153740974,3.59944706477178,1.58084614861034,0.139974263222188,0.0741348571374381,0.0825113432767003,0.5,50,"L1"
7,"X.74",-93.2636391130949,6.31280206736875,-1.84356560638027,3.31076209201796,1.51938921873072,0.140218982006048,0.0126779272578197,0.0762524852651661,0.5,50,"L1"
8,"X.89",-95.2361580095418,6.6187306652337,-3.81608450282713,3.1540657225016,1.57637612427429,0.145444285748014,0.0696648328013849,0.0695855245633644,0.5,50,"L1"
9,"X.2",-94.4395797705149,6.45569738353975,-3.01950626380027,2.99130457545185,1.56204513644029,0.145040238605785,0.0553338449673899,0.0681661985063875,0.5,50,"L1"
10,"X.90",-94.4967607280874,6.36715791102035,-3.07668722137274,2.78182853232348,1.55765468198237,0.141184275857134,0.0509433905094718,0.0622799252159497,0.5,50,"L1"
11,"X.72",-94.5297433150873,6.45600529645847,-3.10966980837264,2.57775133445942,1.56419642331657,0.142608912929159,0.0574851318436649,0.0544534847547165,0.5,50,"L1"
12,"X.50",-94.6294966412976,6.58535749332981,-3.20942313458295,2.2604444085837,1.56670435719792,0.143213663018657,0.0599930657250176,0.0416691813471054,0.5,50,"L1"
13,"X.21",-95.8261482966335,6.78999532543177,-4.40607478991889,2.44277948885052,1.60129609182343,0.143949313791155,0.0945848003505256,0.0391921772225412,0.5,50,"L1"
14,"X.54",-96.2377690637829,6.8942448587119,-4.8176955570683,2.5504817001456,1.61567837038701,0.147386776357706,0.108967078914112,0.0423242846477693,0.5,50,"L1"
15,"X.65",-97.0548177380322,7.05617624349797,-5.63474423131756,2.81463436927589,1.63461315121421,0.150082263043662,0.127901859741309,0.0484163359579225,0.5,50,"L1"
16,"X.78",-95.5146335829467,6.81235931192485,-4.09456007623207,2.69172480784996,1.59854406917388,0.147605032689624,0.0918327777009822,0.0484890518220783,0.5,50,"L1"
17,"X.53",-95.4604733304911,6.7743036464131,-4.04039982377649,2.58111818359085,1.59854344854289,0.146691616949532,0.0918321570699863,0.0459504775263587,0.5,50,"L1"
18,"X.97",-95.5514807098611,6.695497934301,-4.13140720314642,2.47467468135705,1.59878483181261,0.145089516466829,0.0920735403397115,0.0429153029917609,0.5,50,"L1"
19,"X.96",-95.5701299776753,6.63385391532966,-4.15005647096067,2.39620158397423,1.59720655198189,0.143365379982824,0.0904952605089853,0.0403634128204313,0.5,50,"L1"
20,"X.86",-95.8827185974068,6.63546091928291,-4.46264509069219,2.38404558890124,1.60517646576866,0.143574452822633,0.0984651742957552,0.0408658393485216,0.5,50,"L1"
21,"X.17",-95.6350247551894,6.5440964501295,-4.21495124847476,2.30869299694849,1.59125928098302,0.142402992789052,0.0845479895101238,0.0399803874400382,0.5,50,"L1"
22,"X.45",-95.3284707869058,6.54743187063049,-3.90839728019118,2.21994231445146,1.58460270185731,0.143085676655712,0.0778914103844079,0.0377831836260641,0.5,50,"L1"
23,"X.11",-94.1409093750607,6.23658015186392,-2.72083586834602,1.89026670061862,1.56209097707252,0.139408605877681,0.0553796855996145,0.0334496179438761,0.5,50,"L1"
24,"X.64",-93.9372955462674,6.14675292037813,-2.51722203955277,1.80993274124756,1.55801447356117,0.138345963031545,0.0513031820882717,0.0322897362112263,0.5,50,"L1"
25,"X.6",-90.3734424498972,5.52432648695705,1.04663105681749,1.46800698154512,1.47728504705882,0.131972756149591,-0.029426244414078,0.0293932680840685,0.5,50,"L1"
