"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","method"
14,"X.90",-158.088305058419,9.46771883940814,-4.501551969723,2.04736044086645,1.16342337913183,0.0849070394117552,0.0401677616467839,0.0156378242818529,0.9,100,"forward"
15,"X.14",-158.814285343751,9.60060179710743,-5.22753225505431,2.19467270884464,1.16946335911172,0.0856264719649825,0.0462077416266737,0.0165497139437534,0.9,100,"forward"
16,"X.2",-157.877500528924,9.43896604346976,-4.29074744022767,1.96455099623561,1.16026383079776,0.0845370620511335,0.0370082133127112,0.0145395478319965,0.9,100,"forward"
17,"X.76",-157.908802470565,9.40112014378625,-4.32204938186833,1.93423290944129,1.16079979674051,0.0841498309419345,0.037544179255466,0.0142458752359848,0.9,100,"forward"
18,"X.53",-157.466340482943,9.26667271531769,-3.87958739424714,1.76436043227405,1.15661944698609,0.0835680348169335,0.0333638295010406,0.0131227197438721,0.9,100,"forward"
19,"X.29",-156.936845951633,9.1563826271931,-3.35009286293643,1.63834665648926,1.15221185280806,0.0833053883553981,0.0289562353230115,0.0124643648100885,0.9,100,"forward"
20,"X.8",-156.209278713229,9.05463934419192,-2.62252562453324,1.55604088772377,1.14446483851664,0.0827518927890378,0.0212092210315897,0.0119300674013054,0.9,100,"forward"
21,"X.40",-156.264770217138,9.00653024401752,-2.67801712844227,1.46269542242837,1.14534642180949,0.0825592484823553,0.0220908043244397,0.0114445250804793,0.9,100,"forward"
22,"X.74",-156.357713211924,8.9948709058481,-2.77096012322784,1.46999668296082,1.14681680755903,0.0827194291762528,0.0235611900739812,0.0117029851499258,0.9,100,"forward"
23,"X.97",-156.535161924394,8.98694257068605,-2.94840883569741,1.45977947233512,1.14870988929757,0.0825491936410463,0.0254542718125219,0.011433091386559,0.9,100,"forward"
24,"X.84",-156.78505962466,8.96423550290404,-3.19830653596357,1.4606654924194,1.15019422679615,0.0826985649546536,0.0269386093110986,0.0117531773851525,0.9,100,"forward"
25,"X.24",-156.925307292664,8.96847362094321,-3.33855420396746,1.4553074856569,1.1536480017252,0.0827582884438456,0.0303923842401495,0.0116785338679288,0.9,100,"forward"
0,NA,-193.239931716857,7.43738214424929,-39.6531786281603,8.14918327529386,1.670967298077,0.117968922106229,0.547711680591955,0.108067674143423,0.9,100,"L1"
1,"X.1",-174.663485407674,8.21391176411553,-21.0767323189774,6.68798284112271,1.37081015996351,0.0905360106446136,0.247554542478462,0.0719862360269885,0.9,100,"L1"
2,"X.2",-174.302556783314,8.02845114126049,-20.7158036946177,6.53283561243741,1.36214938510486,0.0853114160428036,0.238893767619808,0.0683318941053751,0.9,100,"L1"
3,"X.4",-175.012984388675,8.31309746198374,-21.4262312999787,6.69826726206036,1.36783157409628,0.0870097488989196,0.244575956611235,0.069329829561361,0.9,100,"L1"
4,"X.3",-174.608597762575,8.36575591968471,-21.0218446738784,6.67817124134091,1.36331438553059,0.0874248107388423,0.240058768045543,0.0687375510646511,0.9,100,"L1"
5,"X.7",-153.990931185825,8.42636278328163,-0.404178097129251,3.512149766055,1.12543097715939,0.0845624501692921,0.00217535967433968,0.0356493010584567,0.9,100,"L1"
6,"X.8",-154.044762201378,8.40683342057726,-0.458009112682093,3.63065394328184,1.125904673986,0.0841228814568994,0.00264905650095071,0.0366295147392801,0.9,100,"L1"
7,"X.11",-147.390227388357,7.74829616581634,6.1965257003388,3.22521592701133,1.05457357967989,0.0792414468064766,-0.0686820378051574,0.0329794500807766,0.9,100,"L1"
8,"X.43",-147.748983382543,7.77570406328383,5.83776970615296,2.94768226669713,1.06022176800165,0.0790466075987213,-0.0630338494833991,0.0305582824697635,0.9,100,"L1"
9,"X.31",-149.28747238937,8.27499946379745,4.29928069932589,2.75600238349372,1.07753965999392,0.0821428675771283,-0.0457159574911272,0.0283936440903363,0.9,100,"L1"
10,"X.12",-149.050830640346,8.23685703403754,4.53592244835021,2.69050000469579,1.07501722526914,0.0820422637333935,-0.0482383922159124,0.0280200796482251,0.9,100,"L1"
11,"X.33",-149.109933671935,8.25376197414997,4.47681941676092,2.68543596960229,1.07568849223942,0.0821519234770033,-0.04756712524563,0.0279750787840239,0.9,100,"L1"
12,"X.91",-147.730225392756,7.88660740076299,5.85652769593994,2.37038371679393,1.0613869589014,0.0789251243859413,-0.061868658583651,0.0245454805136332,0.9,100,"L1"
13,"X.10",-147.647785389925,7.74266786583961,5.93896769877141,2.2680192848768,1.0607435344568,0.0775297886799144,-0.062512083028244,0.0237155217691993,0.9,100,"L1"
14,"X.48",-150.375075804748,8.21519540917413,3.21167728394829,2.02095795799617,1.0889200297564,0.0799881236135709,-0.0343355877286433,0.0208076474905779,0.9,100,"L1"
15,"X.68",-151.019536260247,8.38380385426697,2.56721682844935,2.14810880054347,1.09511887479702,0.080552343513872,-0.0281367426880257,0.0221783796040772,0.9,100,"L1"
16,"X.76",-151.679021373195,8.35400200722731,1.90773171550076,1.6003370848881,1.10180078082968,0.079087989293557,-0.0214548366553664,0.0157411691606832,0.9,100,"L1"
17,"X.9",-151.989849569597,8.36940239570909,1.59690351909916,1.56095752476884,1.10410845308357,0.0790064960216051,-0.0191471644014776,0.0152923647063927,0.9,100,"L1"
18,"X.46",-151.91428138192,8.3660326875651,1.67247170677636,1.65330925440035,1.10302164911139,0.0791325372431588,-0.0202339683736599,0.0162705104097275,0.9,100,"L1"
19,"X.13",-152.010717821436,8.25968542352614,1.57603526725997,1.64921677229184,1.10378415009044,0.0782729976724923,-0.019471467394605,0.0166217665624858,0.9,100,"L1"
20,"X.56",-155.842313537137,8.8920380851025,-2.25556044844051,1.40305660659161,1.14328908124044,0.081134285977714,0.0200334637553869,0.01126799239389,0.9,100,"L1"
21,"X.14",-156.323885322345,9.00512678597877,-2.73713223364889,1.47794712082623,1.14794171406247,0.0819546880106615,0.0246860965774234,0.0114626566689071,0.9,100,"L1"
22,"X.60",-156.70829751135,9.05361083138594,-3.12154442265344,1.50507125597807,1.15167744473652,0.0823220030508127,0.0284218272514705,0.0116125075983179,0.9,100,"L1"
23,"X.28",-155.598614228494,8.82258889269864,-2.01186113979754,1.34752698426341,1.14252570793011,0.081848706953947,0.0192700904450585,0.0114295057932438,0.9,100,"L1"
24,"X.41",-155.261072177415,8.80154040268028,-1.67431908871841,1.35068147376039,1.13901128853951,0.0817780940420438,0.0157556710544591,0.0114935081072224,0.9,100,"L1"
25,"X.50",-154.943724136258,8.7764678597442,-1.35697104756179,1.39583326575947,1.1365062540808,0.081893552388061,0.0132506365957552,0.0121265719095227,0.9,100,"L1"
