"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","method"
0,NA,-397.318990198071,7.73568636171326,-75.0857091396847,11.0523746852045,1.75270691350894,0.0799322215002491,0.54065483452123,0.0802857328803222,0,200,"forward"
1,"X.4",-395.336671689377,9.53491251848859,-73.1033906309909,10.4969810805534,1.74641261224782,0.0812714257928362,0.534360533260105,0.0727241310397389,0,200,"forward"
2,"X.2",-377.615740390634,9.55865765201869,-55.3824593322476,9.67128126741438,1.59828929602083,0.075969875598621,0.386237217033117,0.0641818350560851,0,200,"forward"
3,"X.5",-363.404790425765,9.5825338580226,-41.1715093673787,8.82517419434047,1.48795828029586,0.0735725323776178,0.275906201308144,0.057354637052224,0,200,"forward"
4,"X.1",-346.182795003877,9.99041335585473,-23.9495139454909,8.92329074081783,1.36395100981903,0.0723913795431092,0.151898930831313,0.0564839234096709,0,200,"forward"
5,"X.3",-331.998388356037,9.88625272849427,-9.76510729765075,7.48884020606643,1.27077339683527,0.065617869348588,0.0587213178475596,0.0443456770829905,0,200,"forward"
6,"X.6",-321.577721568591,9.81354344497327,0.655559489795274,6.67185553395757,1.20497413677847,0.0644066032142322,-0.0070779422092444,0.0386225221051072,0,200,"forward"
7,"X.11",-322.976361581086,10.6349062325138,-0.743080522699984,6.3271920496201,1.21555306310361,0.0670198667892102,0.00350098411589772,0.0364280032634157,0,200,"forward"
8,"X.8",-319.141307224576,10.8101179379919,3.0919738338106,6.07066146119559,1.19233090898785,0.0674116283591718,-0.0197211699998638,0.0350088936150692,0,200,"forward"
9,"X.13",-318.981524865153,10.807647216622,3.25175619323326,5.76831301117483,1.19190484681547,0.0656727272224223,-0.0201472321722425,0.0334360629202761,0,200,"forward"
10,"X.7",-315.765942050595,10.9383363214502,6.46733900779163,5.55118229464156,1.17244998016989,0.0666828157349914,-0.0396020988178194,0.032028596955328,0,200,"forward"
11,"X.10",-309.503600786778,10.3117692177953,12.729680271608,5.51589722785369,1.13624590549944,0.064396817538648,-0.0758061734882716,0.032813834740082,0,200,"forward"
12,"X.14",-310.083566227313,10.303099913015,12.1497148310738,5.53693069308524,1.14062135634535,0.0626439009883866,-0.0714307226423605,0.0322161128554944,0,200,"forward"
13,"X.55",-315.635826659134,10.8763956106656,6.5974543992526,5.40716429319716,1.17434407012619,0.0627850965412325,-0.03770800886152,0.0302778563796907,0,200,"forward"
