"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","method"
17,"X.76",-167.541448502116,10.0701909285322,-1.28569274787759,4.05388993860401,1.23221210566298,0.0810027295793727,-0.00412716017525727,0.0351299299750414,0.5,100,"forward"
18,"X.42",-166.798210759548,10.3379189561659,-0.542455005308768,4.16583357300828,1.22491873236941,0.0832218757646315,-0.0114205334688255,0.03559145499248,0.5,100,"forward"
19,"X.77",-168.233132941354,10.4748075323183,-1.97737718711542,4.30490022782056,1.23727158370746,0.0834343164910853,0.000932317869223764,0.0360507830322738,0.5,100,"forward"
20,"X.95",-168.505470771738,10.612172764841,-2.24971501749969,4.14667654315787,1.23844859753748,0.0843761517287522,0.00210933169924132,0.0345217514064681,0.5,100,"forward"
21,"X.92",-170.426779293666,11.05341554062,-4.17102353942706,4.39214249544257,1.25570444809995,0.0879929770667848,0.0193651822617151,0.0353909657552082,0.5,100,"forward"
22,"X.15",-169.823720023366,11.148817805964,-3.56796426912679,4.30547507018344,1.25103637539494,0.0890456894780478,0.0146971095567092,0.034650966240158,0.5,100,"forward"
23,"X.27",-171.036247227559,11.475002522542,-4.78049147332054,4.56469310710548,1.26270857303122,0.0920315987173035,0.0263693071929829,0.0370400405132363,0.5,100,"forward"
24,"X.39",-171.009059075466,11.5423980106804,-4.75330332122707,4.47482316923418,1.26278352398077,0.0925586786624468,0.0264442581425315,0.0364424445524879,0.5,100,"forward"
25,"X.32",-169.277776852028,11.380847882922,-3.022021097789,4.20625995436232,1.24839572109248,0.0922065147596522,0.0120564552542461,0.0354773967659528,0.5,100,"forward"
0,NA,-205.82696200211,6.63254652401221,-39.5712062478716,9.40333272809506,1.89459233105536,0.127293370011292,0.658253065217121,0.126128654137156,0.5,100,"L1"
1,"X.3",-185.43523092087,6.46025378052739,-19.1794751666313,8.80613702920735,1.54491756933797,0.0998854629975916,0.308578303499732,0.0990388109199101,0.5,100,"L1"
2,"X.2",-178.421156476533,6.55758093002109,-12.1654007222946,8.52889254171129,1.43989717717872,0.0925471943828816,0.203557911340487,0.0907025869800229,0.5,100,"L1"
3,"X.5",-171.284088332067,6.68030475204488,-5.02833257782815,8.71518403375834,1.33932737678528,0.0925219868623529,0.102988110947045,0.0922190848306887,0.5,100,"L1"
4,"X.1",-170.239975426607,6.94929629919505,-3.98421967236852,8.97142674365468,1.32561560059294,0.0968851703701376,0.0892763347547012,0.0971284583309674,0.5,100,"L1"
5,"X.6",-160.235712319555,7.25357627457046,6.02004343468342,7.62655243183388,1.19817265467666,0.0944128944762771,-0.038166611161575,0.0800374297424132,0.5,100,"L1"
6,"X.8",-161.835571347847,7.983553016214,4.42018440639216,6.14023127215347,1.21503602267322,0.0867767467632739,-0.02130324316502,0.0596444785358173,0.5,100,"L1"
7,"X.9",-160.266779155,7.91140065761452,5.98897659923897,6.45778962899156,1.19525188773105,0.0843881766203254,-0.0410873781071877,0.0617186358159679,0.5,100,"L1"
8,"X.10",-160.485169957548,8.20875280597903,5.77058579669092,6.46920894831672,1.19724496549676,0.0868300986366771,-0.0390943003414714,0.0620008383257726,0.5,100,"L1"
9,"X.4",-159.429554297383,8.42948325449995,6.82620145685583,6.27412285825017,1.18436182814269,0.088747216933455,-0.0519774376955413,0.0605283177379564,0.5,100,"L1"
10,"X.7",-156.185384209536,7.96818007061964,10.070371544703,5.95337523695917,1.14755715947268,0.0846447639435521,-0.0887821063655534,0.0564814336717812,0.5,100,"L1"
11,"X.14",-161.763575113638,8.02050224115607,4.49218064060069,5.51875577918155,1.19373192990209,0.0734731484218687,-0.042607335936145,0.0505524647670408,0.5,100,"L1"
12,"X.13",-159.646330616789,8.31305941596448,6.60942513744994,5.20198489505492,1.17288807855393,0.0760671365188543,-0.0634511872843031,0.0481246978185381,0.5,100,"L1"
13,"X.11",-158.443207166803,8.56444839556448,7.81254858743557,4.97626025857891,1.15897632717606,0.0775257766369102,-0.0773629386621755,0.0463227543578432,0.5,100,"L1"
14,"X.15",-157.931034930725,8.60565057617204,8.32472082351369,4.87408627090757,1.15447268498741,0.0779711645941856,-0.0818665808508221,0.0455875896311224,0.5,100,"L1"
15,"X.69",-162.759016973347,9.30980526155322,3.49673878089153,4.56666435557226,1.19554606843884,0.0798678350446378,-0.0407931973993967,0.0419961961019528,0.5,100,"L1"
16,"X.82",-163.385021820852,9.52419307173306,2.87073393338725,4.09122441984474,1.19996436749627,0.0807599985731497,-0.0363748983419643,0.0377279628658629,0.5,100,"L1"
17,"X.24",-164.515636597012,9.5199381012439,1.74011915722647,4.28457722188269,1.20875900423049,0.0793294649452539,-0.0275802616077474,0.0391343990707766,0.5,100,"L1"
18,"X.47",-163.356053004835,9.57374613223474,2.89970274940371,3.48982305022293,1.19749024394684,0.0805817877148288,-0.0388490218913911,0.0330342124164335,0.5,100,"L1"
19,"X.18",-164.754955873216,10.0018527002052,1.50079988102301,3.48696783988738,1.21056751781666,0.0836738877646747,-0.0257717480215711,0.0327708791496983,0.5,100,"L1"
20,"X.28",-165.195700760383,9.93178214163748,1.06005499385544,3.17821496584772,1.21294702223525,0.0827785542087317,-0.0233922436029839,0.0295712667690284,0.5,100,"L1"
21,"X.46",-166.211126053499,10.0098238396392,0.0446297007398408,3.149928077351,1.22153017852797,0.0823509206232899,-0.0148090873102615,0.0291442878821636,0.5,100,"L1"
22,"X.42",-165.554482292533,10.1383335283033,0.701273461705339,3.04040572151096,1.21465234748694,0.0834001109892884,-0.0216869183512931,0.0276696267945676,0.5,100,"L1"
23,"X.32",-164.055073443753,9.92920180957024,2.20068231048608,2.76675856159202,1.20139485092602,0.0822834843751144,-0.0349444149122156,0.0262131052050333,0.5,100,"L1"
24,"X.49",-164.000578999898,9.88945391470349,2.25517675434027,2.81936290079679,1.20067832636144,0.0820819105642563,-0.0356609394767993,0.0264152626285102,0.5,100,"L1"
25,"X.60",-164.32573643486,9.83647194302629,1.93001931937869,2.85121432852748,1.20194498512741,0.0809558613580465,-0.0343942807108286,0.0263430778327397,0.5,100,"L1"
