"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","method"
17,"X.33",-720.256172184288,13.7084153627364,10.157552462196,4.80192972504659,1.01697213696558,0.0323942384032016,-0.0253052270373397,0.0111413158317934,0,500,"forward"
18,"X.14",-715.980051892758,13.5325934942452,14.4336727537259,4.67495184456918,1.00730751677941,0.0320435344188156,-0.0349698472235129,0.0108391921258459,0,500,"forward"
19,"X.84",-715.520602927552,13.5530641517714,14.8931217189318,4.65992267826098,1.00639959427804,0.031968359562826,-0.0358777697248802,0.0108380510014922,0,500,"forward"
20,"X.30",-717.839890197817,13.8194347420441,12.5738344486672,4.48032384138822,1.01215401099921,0.0323156987682915,-0.0301233530037088,0.0104754045342231,0,500,"forward"
21,"X.22",-715.834774782137,13.9114975743954,14.5789498643475,4.25249161801883,1.00777782457351,0.0325675013916497,-0.0344995394294147,0.00995226519080965,0,500,"forward"
22,"X.47",-717.549138008335,13.9881459342659,12.8645866381494,4.2006891683665,1.01194644191732,0.032515603775588,-0.0303309220856018,0.00987721432712833,0,500,"forward"
23,"X.78",-717.766148340004,14.1139508119959,12.6475763064803,4.0798129798181,1.01239417471284,0.0327214145989437,-0.0298831892900866,0.00964103837581832,0,500,"forward"
24,"X.28",-718.870245876728,14.2479310511984,11.5434787697563,4.09909209586395,1.01494563405798,0.0328575537737616,-0.0273317299449447,0.00974135810993476,0,500,"forward"
25,"X.66",-719.516636932794,14.294516468084,10.8970877136897,4.01432949532517,1.01653458561302,0.0328848287375425,-0.0257427783898994,0.00946627969087877,0,500,"forward"
0,NA,-1005.5507816941,14.7437559483076,-275.137057047618,16.9968518480555,1.80225557203615,0.0573564456533519,0.759978208033225,0.0562243265197076,0,500,"L1"
1,"X.5",-985.431765825924,14.1501034644215,-255.01804117944,16.2567549025131,1.73561389171813,0.0511117158786675,0.693336527715209,0.0504721563480507,0,500,"L1"
2,"X.1",-942.196036542226,13.3405830729157,-211.782311895742,14.9653298829894,1.58762495073494,0.0465120367174711,0.545347586732019,0.0441471331560852,0,500,"L1"
3,"X.2",-919.921320534966,15.3443792080368,-189.507595888482,14.9673791580411,1.5227670514409,0.0478964417752705,0.480489687437981,0.0423209444279927,0,500,"L1"
4,"X.3",-890.547469613245,16.7163797482461,-160.133744966761,14.4487565608883,1.43613787702,0.045858624211965,0.393860513017074,0.0383915601767399,0,500,"L1"
5,"X.4",-854.908826531082,15.7097548115948,-124.495101884598,13.5171569870542,1.3376080635998,0.0407423679261494,0.295330699596873,0.0344752048332704,0,500,"L1"
6,"X.9",-837.370768893575,15.657846476919,-106.957044247091,13.0111492043952,1.29140365678128,0.0386512216043604,0.249126292778352,0.0316734184121077,0,500,"L1"
7,"X.6",-819.97799900259,15.1320621775925,-89.564274356106,12.4086605597544,1.24721993530466,0.0364296299681589,0.204942571301738,0.0293044143595048,0,500,"L1"
8,"X.8",-794.595805396249,14.5613396106374,-64.1820807497652,10.6404764786333,1.18509030685404,0.0347852313237878,0.142812942851114,0.0245186598272054,0,500,"L1"
9,"X.7",-762.788192688566,13.6229028886069,-32.3744680420817,8.94276364988405,1.10966074480017,0.0334486510556961,0.0673833807972459,0.0207523847067896,0,500,"L1"
10,"X.10",-741.753315087319,13.3819772210713,-11.3395904408351,7.12055221189126,1.06233308167671,0.031873889903023,0.0200557176737903,0.0160422977126848,0,500,"L1"
11,"X.15",-738.408351013194,13.8843736015059,-7.99462636670976,6.74958845472033,1.05534151185783,0.0329248249716745,0.0130641478549043,0.0155434029943241,0,500,"L1"
12,"X.13",-730.277425260093,13.3766007826011,0.136299386391603,6.22261570748541,1.03751757506795,0.031794846510509,-0.00475978893497619,0.0140514080229878,0,500,"L1"
13,"X.12",-724.65435190565,13.5696934377879,5.75937274083413,5.75609869398934,1.02539522385163,0.0323065751687557,-0.0168821401512906,0.0132417629003709,0,500,"L1"
14,"X.11",-718.55980369548,13.1680466936002,11.8539209510046,5.58262808412215,1.01154348092958,0.031554112545045,-0.030733883073341,0.0127142710850514,0,500,"L1"
15,"X.14",-713.695878703897,12.9967259375475,16.7178459425872,5.48037952736375,1.00036001388575,0.0312007230021131,-0.0419173501171775,0.0124179698464832,0,500,"L1"
16,"X.33",-714.46229597776,13.2797134613544,15.9514286687241,5.24180402085374,1.00271981775179,0.0316525301887018,-0.0395575462511288,0.0120602749729702,0,500,"L1"
17,"X.100",-713.359511948285,13.210086371627,17.054212698199,4.87919139741657,1.00054043763674,0.0316584261531848,-0.0417369263661793,0.0111280079166857,0,500,"L1"
18,"X.75",-715.980051892758,13.5325934942452,14.4336727537259,4.67495184456918,1.00730751677941,0.0320435344188156,-0.0349698472235129,0.0108391921258459,0,500,"L1"
19,"X.28",-717.097631256624,13.6418466466565,13.3160933898601,4.68125960174145,1.00995806049637,0.0321117728776625,-0.0323193035065532,0.0108913081446841,0,500,"L1"
20,"X.82",-718.16756197988,13.8407065463286,12.2461626666039,4.61352288306184,1.01256543459717,0.0324467340245413,-0.0297119294057493,0.0107894815448768,0,500,"L1"
21,"X.30",-720.80684563444,14.1686829818184,9.60687901204392,4.50473960122482,1.01903551886953,0.0329085620614893,-0.0232418451333967,0.0105826681782059,0,500,"L1"
22,"X.32",-721.290211810794,14.2633096226364,9.12351283568974,4.31824294439289,1.02009548062414,0.0330279356751341,-0.0221818833787784,0.0101294903450243,0,500,"L1"
23,"X.22",-719.434248737349,14.3723166196611,10.9794759091349,4.17376352919991,1.0160572442183,0.0333232545585482,-0.0262201197846259,0.00983152890713326,0,500,"L1"
24,"X.47",-721.036986197084,14.441924154131,9.37673844940019,4.14851794543863,1.01990900708897,0.0332527834771481,-0.0223683569139568,0.00980197233110893,0,500,"L1"
25,"X.66",-721.796959091778,14.5201083122438,8.61676555470624,4.06704784053068,1.02172513379737,0.0333386128037936,-0.020552230205553,0.00953855768152167,0,500,"L1"
