"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","method"
3,"X.3",-341.900378208208,9.58380840571189,-35.630063223684,9.56376460533436,1.3367548079634,0.0671922682941461,0.215785286534821,0.0617922577822623,0.5,200,"L1"
4,"X.4",-336.463138975919,9.05469779741955,-30.1928239913943,9.34982540855479,1.30010750358876,0.0628614434799629,0.179137982160182,0.0593141575037999,0.5,200,"L1"
5,"X.9",-320.35664267825,9.07182754006336,-14.0863276937256,8.61351358320896,1.19735190688562,0.0615571202494871,0.0763823854570449,0.0539739923842219,0.5,200,"L1"
6,"X.1",-316.689136943701,8.97321580299472,-10.418821959177,8.00118649634396,1.17494808282152,0.060081028431811,0.0539785613929393,0.0495815019514001,0.5,200,"L1"
7,"X.8",-308.090066892005,8.28493469472024,-1.81975190748056,6.66279587608067,1.12251127807636,0.055686686518671,0.00154175664778622,0.0407563488043403,0.5,200,"L1"
8,"X.7",-307.852107680872,8.48040324555053,-1.58179269634771,6.64923075833256,1.12317754935768,0.0558455462295202,0.00220802792910035,0.0410143778939416,0.5,200,"L1"
9,"X.15",-299.977398339396,8.90167187265393,6.29291664512854,5.51117768228234,1.08125983464494,0.056031388230734,-0.0397096867836364,0.0332839373267467,0.5,200,"L1"
10,"X.10",-297.847257699717,8.65857647699172,8.42305728480725,5.35711082786325,1.0687622906922,0.0546557855192964,-0.0522072307363721,0.0323084955685518,0.5,200,"L1"
11,"X.12",-294.594792647429,8.25598511848206,11.6755223370958,4.89046928392734,1.04997506462269,0.0523267008239636,-0.0709944568058882,0.0286867903590745,0.5,200,"L1"
12,"X.11",-292.978531133784,8.18765654894452,13.2917838507405,4.84199344731587,1.04066298483869,0.0517356030154978,-0.0803065365898892,0.0281874676648967,0.5,200,"L1"
13,"X.6",-291.745224435058,7.99555653534474,14.5250905494659,4.83728241790859,1.0331709786164,0.0508861807526291,-0.0877985428121779,0.028053181498282,0.5,200,"L1"
14,"X.14",-290.875024264929,7.92478836839697,15.3952907195953,4.71752238499648,1.02810841741089,0.0505590043845065,-0.092861104017691,0.0274028011217472,0.5,200,"L1"
15,"X.32",-296.305090054161,8.62888945635802,9.96522493036345,3.88311292515698,1.06313277179639,0.0524992937421253,-0.0578367496321901,0.0225869557904055,0.5,200,"L1"
16,"X.13",-297.742493481823,8.90937059101378,8.52782150270148,3.82293256844863,1.07190444989996,0.0537535249077726,-0.0490650715286161,0.0221977742553945,0.5,200,"L1"
17,"X.58",-298.645804250068,8.95427693171101,7.62451073445587,3.56717054799884,1.07718774143142,0.0536444394633737,-0.043781779997156,0.0204648842458286,0.5,200,"L1"
18,"X.82",-300.653000133982,9.39132164909134,5.61731485054227,3.34439843467824,1.08966797673805,0.0551290481890794,-0.0313015446905243,0.0193193818963048,0.5,200,"L1"
19,"X.77",-301.257426989012,9.21717853102609,5.01288799551279,3.21702409219725,1.09282739736731,0.0533416004004017,-0.0281421240612689,0.0182717664020724,0.5,200,"L1"
20,"X.17",-301.874835841894,9.23750958595163,4.39547914263009,3.09619097700727,1.09629818922949,0.0531154460321613,-0.024671332199089,0.017446851042177,0.5,200,"L1"
21,"X.31",-303.001716655407,9.37077889387059,3.26859832911709,2.69952165365436,1.10266728541489,0.0532852776570731,-0.0183022360136857,0.014941383419755,0.5,200,"L1"
22,"X.46",-303.040054505928,9.29928901748033,3.23026047859674,2.60336786674191,1.10246698933333,0.0527490380400875,-0.0185025320952428,0.0144231207649923,0.5,200,"L1"
23,"X.79",-303.251148318771,9.26811053807274,3.01916666575375,2.45898514274343,1.10377516377361,0.0524822163357078,-0.0171943576549616,0.0136202046925745,0.5,200,"L1"
24,"X.53",-303.965837759434,9.29056644942198,2.30447722509068,2.28822989833522,1.10761524220681,0.0522852464615242,-0.0133542792217685,0.0126539674050045,0.5,200,"L1"
25,"X.48",-303.761183199446,9.27001705173207,2.50913178507804,2.16868415978487,1.10671929384463,0.0522094385931978,-0.0142502275839442,0.0119555540589018,0.5,200,"L1"
