"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","method"
0,NA,-98.8919475517828,5.01701941578565,-23.6623425044862,4.04101578339966,1.74144742371108,0.195789279731795,0.704762621156202,0.163669795895221,0.9,50,"forward"
1,"X.2",-84.6485320127737,4.33131828410814,-9.41892696547719,2.91511059243786,1.31311725518328,0.115747044618886,0.276432452628393,0.0758818839464815,0.9,50,"forward"
2,"X.8",-80.8215646435823,3.49319990724726,-5.59195959628577,2.19956124712863,1.20716344395165,0.0940412548815633,0.170478641396772,0.0593212548004843,0.9,50,"forward"
3,"X.61",-83.2122375457123,4.09162056963661,-7.98263249841582,2.53915690757768,1.27332095942235,0.101455672038998,0.23663615686747,0.0612241402693564,0.9,50,"forward"
4,"X.74",-85.592847373245,4.45616882300234,-10.3632423259485,2.79119269154602,1.33199899945382,0.103623892847636,0.295314196898935,0.0609050911497424,0.9,50,"forward"
5,"X.1",-80.8937391770536,3.42244768240413,-5.66413412975711,1.85971453651641,1.21713438205399,0.0858067252146845,0.180449579499112,0.0460353413770865,0.9,50,"forward"
6,"X.93",-80.4391025191719,3.57077297636351,-5.20949747187533,1.75395134049682,1.2057544293291,0.0891920294932036,0.169069626774213,0.040823127944239,0.9,50,"forward"
7,"X.14",-77.2223688192849,3.24351056658651,-1.9927637719884,1.55725762345875,1.12122288256723,0.0855428507783636,0.0845380800123476,0.0397812693600743,0.9,50,"forward"
8,"X.17",-76.8870412352807,3.21051143744678,-1.65743618798422,1.36610319036509,1.1128725034135,0.0849046579973563,0.0761877008586218,0.0340497798952589,0.9,50,"forward"
9,"X.6",-75.4474932081894,2.87354689273191,-0.217888160892875,0.985586524620847,1.07511665208687,0.0792018046238508,0.0384318495319913,0.027628233383816,0.9,50,"forward"
10,"X.46",-75.7446585233456,2.94354566140215,-0.515053476049043,1.06480440240786,1.08330007307742,0.0796175476868708,0.0466152705225362,0.0285612713240246,0.9,50,"forward"
11,"X.39",-75.7512514907316,3.01889208198655,-0.521646443435122,1.1131468882165,1.08494069453906,0.0815271810572985,0.0482558919841827,0.0283639305856832,0.9,50,"forward"
12,"X.88",-77.1544651627297,3.05395626735945,-1.92486011543321,1.02713512813819,1.12407343904509,0.0797017640565051,0.0873886364902101,0.0238224800947234,0.9,50,"forward"
13,"X.75",-78.093211415303,3.36344493177656,-2.86360636800649,1.38648355100013,1.15171596809747,0.0863019829433937,0.115031165542589,0.0313680072789681,0.9,50,"forward"
14,"X.5",-77.570107569909,3.31744542383823,-2.34050252261247,1.32294155466957,1.13749776537552,0.0861209886905307,0.100812962820636,0.0306047691267208,0.9,50,"forward"
15,"X.52",-77.1230410771684,3.13664547342922,-1.89343602987187,1.09592256419624,1.12226822634824,0.0835989945302208,0.0855834237933584,0.0262803793799292,0.9,50,"forward"
16,"X.22",-77.4397314731794,3.16611185478618,-2.21012642588284,1.12248630562249,1.13021999516298,0.0845788454076107,0.0935351926081025,0.0270098722394166,0.9,50,"forward"
17,"X.24",-77.8345872767938,3.24421981435863,-2.60498222949724,1.1627783649648,1.14057868976942,0.08655782968553,0.103893887214542,0.0274511948674508,0.9,50,"forward"
18,"X.60",-78.0724728788717,3.23348414098743,-2.84286783157518,1.17642472154059,1.15058340816827,0.0883754505419332,0.113898605613392,0.0289454316868508,0.9,50,"forward"
19,"X.3",-77.9058128616717,3.16685625939485,-2.67620781437521,1.08957659553868,1.14510272027528,0.0868741577503976,0.108417917720401,0.0266743800631843,0.9,50,"forward"
20,"X.67",-77.9281308165144,3.18732478742233,-2.69852576921784,1.10974757606458,1.14542981515592,0.0877671157969364,0.108745012601035,0.0273180421461386,0.9,50,"forward"
21,"X.35",-77.9282406243189,3.17024629152186,-2.69863557702238,1.08611612364683,1.14580231611257,0.0878565127445554,0.109117513557683,0.0272812239700197,0.9,50,"forward"
22,"X.81",-77.8368222071809,3.12793929326588,-2.60721715988442,1.0345999401461,1.14134902876886,0.0876452332834975,0.104664226213974,0.0267421025323182,0.9,50,"forward"
23,"X.27",-77.7546550526683,3.10263379853065,-2.52505000537182,1.01813303593443,1.13675992621735,0.0870358532925538,0.100075123662464,0.0266327360678229,0.9,50,"forward"
24,"X.38",-78.0512224208536,3.17612827761219,-2.82161737355706,1.05450193082655,1.14411315847533,0.088949246505531,0.107428355920448,0.0271921253288062,0.9,50,"forward"
25,"X.65",-78.1658588668887,3.17885471898366,-2.93625381959213,1.13619523322318,1.14569517594262,0.0903058465414477,0.109010373387741,0.0300295372758415,0.9,50,"forward"
0,NA,-98.8919475517828,5.01701941578565,-23.6623425044862,4.04101578339966,1.74144742371108,0.195789279731795,0.704762621156202,0.163669795895221,0.9,50,"L1"
1,"X.1",-79.5756447033291,3.24261397004397,-4.34603965603263,2.66941055657862,1.1636298880439,0.0983922650033012,0.126945085489016,0.0808027219274861,0.9,50,"L1"
2,"X.2",-81.1670637465671,3.59468977023,-5.93745869927059,2.47760007419227,1.21837194165409,0.100874855782521,0.181687139099212,0.0691345853309392,0.9,50,"L1"
3,"X.4",-80.4397488785271,3.54176957769398,-5.2101438312306,2.37646583444413,1.19760494678143,0.100724758327783,0.160920144226545,0.0670462789029517,0.9,50,"L1"
4,"X.3",-80.846226744552,3.58219451694636,-5.61662169725548,2.46094038064411,1.20818152258005,0.100941350995835,0.171496720025165,0.0687859379578055,0.9,50,"L1"
5,"X.6",-76.1623587127202,2.84247719495846,-0.932753665423703,2.25415062832437,1.08237094353747,0.0821388394459926,0.0456861409825886,0.0659995950256104,0.9,50,"L1"
6,"X.13",-74.5807330304501,2.49099516407256,0.648872016846449,1.92427152249073,1.03686919253737,0.0730829772663594,0.0001843899824856,0.0568743676891406,0.9,50,"L1"
7,"X.8",-74.2275981372812,2.38246538035001,1.00200691001532,1.73598196718155,1.02732760396819,0.0702562420438827,-0.00935719858669715,0.0518731788494708,0.9,50,"L1"
8,"X.63",-74.91768847214,2.43462646914255,0.311916575156518,1.41135772305301,1.04880095606529,0.0706404894063432,0.0121161535104075,0.0420734036149089,0.9,50,"L1"
9,"X.61",-75.4780300591628,2.52578177280583,-0.248425011866308,1.41583078695394,1.06623291871634,0.0726301539532493,0.0295481161614626,0.0418774623679636,0.9,50,"L1"
10,"X.79",-75.5430877576654,2.85226948424746,-0.313482710368851,1.59098138961084,1.06837559336104,0.0843440785057377,0.0316907908061606,0.0488728973845349,0.9,50,"L1"
11,"X.84",-75.4694006704818,2.71490135091021,-0.239795623185313,1.50742838300508,1.06057197732782,0.0803351586898046,0.0238871747729339,0.0459119712626473,0.9,50,"L1"
12,"X.93",-75.3448233132816,2.76685427069984,-0.115218265985095,1.30617946949936,1.05759406714012,0.081570098647622,0.020909264585238,0.039623485329414,0.9,50,"L1"
13,"X.5",-75.0293817623776,2.72142202624942,0.200223284918945,1.26030895827642,1.04828069519775,0.0808601994580865,0.0115958926428679,0.0386110556166641,0.9,50,"L1"
14,"X.18",-73.4397354078141,2.48433024106737,1.78986963948247,0.990525508571194,0.999735754930179,0.0768191834533056,-0.0369490476247031,0.0319700256749498,0.9,50,"L1"
15,"X.55",-73.9356235854894,2.49625973308646,1.29398146180709,0.951376076441258,1.01481522076984,0.0758138055110473,-0.0218695817850469,0.0293421813793342,0.9,50,"L1"
16,"X.10",-73.3741117884689,2.49648004933635,1.85549325882763,0.88300947605629,0.994827973056671,0.0774216004180561,-0.0418568294982108,0.0270035507018329,0.9,50,"L1"
17,"X.7",-73.4416521150311,2.51519347189134,1.78795293226537,0.890100212801785,0.997189095815771,0.0779565189990401,-0.0394957067391111,0.0269383573854185,0.9,50,"L1"
18,"X.65",-73.541475976878,2.5018004625347,1.68812907041853,0.893341451951748,0.996966835993822,0.078029150749767,-0.0397179665610607,0.0276434735482977,0.9,50,"L1"
19,"X.77",-73.6066197674771,2.50602606113506,1.62298527981945,0.887043948631933,0.995897206173423,0.0779236904237861,-0.0407875963814595,0.0273261017403001,0.9,50,"L1"
20,"X.89",-74.6149281724011,2.70492600798712,0.614676874895481,0.899198421299498,1.03128690262387,0.0816720085756629,-0.00539789993101158,0.0269113060891086,0.9,50,"L1"
21,"X.46",-74.2581820854103,2.60935738139133,0.971422961886226,0.793983499168768,1.01949628241448,0.0785357367368793,-0.0171885201404069,0.023328073409825,0.9,50,"L1"
22,"X.51",-74.4375191406537,2.6322800404997,0.792085906642795,0.769352764157309,1.02029568421952,0.0799184868351518,-0.0163891183353591,0.0225992968552682,0.9,50,"L1"
23,"X.14",-73.9696305447592,2.59909390430085,1.25997450253735,0.770082440479669,1.00384941048812,0.0796751612372357,-0.0328353920667654,0.0240951421511701,0.9,50,"L1"
24,"X.19",-73.9953374276506,2.66611821322842,1.23426761964589,0.772151818173124,1.00430750318018,0.0818122451642632,-0.0323772993747009,0.0244535434885678,0.9,50,"L1"
25,"X.74",-75.2927666224938,2.87941242940508,-0.0631615751973218,0.678147122805316,1.04819679703576,0.0853872649505816,0.0115119944808773,0.0193769261664134,0.9,50,"L1"
