"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","method"
13,"X.60",-172.807507498856,8.1605934227971,-8.43021577173515,4.79781576868326,1.34598351251781,0.0913758516873293,0.10413908091017,0.0549467397596623,0,100,"forward"
14,"X.42",-172.583879066206,8.06079785496873,-8.20658733908541,4.50388178115191,1.34229630290124,0.0890684898847457,0.100451871293596,0.0503884550968188,0,100,"forward"
15,"X.57",-172.762178133446,7.80984113812978,-8.38488640632514,4.45084556160932,1.34355893617884,0.0855482508397253,0.101714504571196,0.0501503582828922,0,100,"forward"
16,"X.75",-174.533185205169,8.07294448395148,-10.1558934780482,4.50379290170941,1.36165223060311,0.0865567454270907,0.119807798995468,0.048747661057047,0,100,"forward"
17,"X.59",-175.819014686756,8.24475607392558,-11.4417229596351,4.74250961152232,1.37493859192728,0.0871395073794784,0.133094160319637,0.050439990698464,0,100,"forward"
18,"X.7",-173.357000548795,7.77163226678857,-8.9797088216749,4.37635011866668,1.34814609146628,0.0837995672071875,0.106301659858634,0.0487457176861207,0,100,"forward"
19,"X.6",-170.063948626389,7.25687271844227,-5.68665689926891,3.97874881277145,1.30948919903454,0.0802733726737188,0.0676447674268934,0.0464787376781536,0,100,"forward"
20,"X.78",-170.433161181074,7.3765746081734,-6.05586945395352,4.23411581403486,1.31239866974958,0.0810661038127373,0.0705542381419362,0.0488552340689854,0,100,"forward"
21,"X.52",-170.445458178831,7.4274034257372,-6.06816645171054,4.12205915300483,1.31082166997647,0.080756389848147,0.0689772383688214,0.0473070368223474,0,100,"forward"
22,"X.96",-171.39144561997,7.56177875667037,-7.01415389284912,4.2099794027237,1.32173591860482,0.0814237977980258,0.0798914869971794,0.0478759828548006,0,100,"forward"
23,"X.23",-169.829653777273,7.50831772432487,-5.45236205015214,4.12642682781817,1.30462691433868,0.0818040888685301,0.0627824827310399,0.046932695707475,0,100,"forward"
24,"X.63",-170.19150132689,7.71192332232918,-5.81420959976921,4.10025274226959,1.30864030250322,0.0836575657266227,0.0667958708955794,0.0453155740359994,0,100,"forward"
25,"X.13",-170.065294021308,7.89276492635922,-5.6880022941876,4.24679677851512,1.30635494449373,0.0853180846831545,0.0645105128860859,0.0466268061864622,0,100,"forward"
0,NA,-202.592933004351,6.45892003383988,-38.2156412772305,5.61239392363906,1.8340256255924,0.122354983252747,0.592181193984752,0.100041745345291,0,100,"L1"
1,"X.3",-197.933405043495,7.29405164900407,-33.5561133163742,6.62797320393099,1.74716006260885,0.117923086656779,0.505315631001207,0.105354251215576,0,100,"L1"
2,"X.1",-186.187106537327,7.20311285958391,-21.8098148102062,6.07181028644889,1.55633482994759,0.113176065738398,0.314490398339949,0.094515821848289,0,100,"L1"
3,"X.4",-177.164843199737,7.92063966181064,-12.7875514726163,6.16268760099653,1.42146066692836,0.117722631808391,0.179616235320718,0.0917814328841591,0,100,"L1"
4,"X.5",-173.729477900915,7.5011834273223,-9.35218617379413,5.44456981250431,1.37169779715808,0.10983016013398,0.129853365550437,0.0799326855686727,0,100,"L1"
5,"X.12",-174.213561391356,7.73014171018314,-9.83626966423578,5.42846211696913,1.37820099933964,0.109480080743456,0.136356567731997,0.0771407960761666,0,100,"L1"
6,"X.79",-177.433492677524,7.83883990785217,-13.0562009504032,5.23198131600488,1.42230949514478,0.104794972756515,0.180465063537131,0.0702303278093858,0,100,"L1"
7,"X.2",-168.606321546507,6.73311518883994,-4.22902981938663,4.16957278329098,1.29879013938986,0.091037586971881,0.0569457077822182,0.0578824813920982,0,100,"L1"
8,"X.8",-167.336733639097,6.60357071421421,-2.9594419119764,3.87903740684282,1.280619609206,0.0884600368018147,0.0387751775983562,0.0533833298210252,0,100,"L1"
9,"X.85",-168.198536411216,6.66852683330797,-3.8212446840955,3.83863439029167,1.29145555693964,0.0870964355744278,0.0496111253319953,0.0519027849357105,0,100,"L1"
10,"X.42",-169.272109826923,6.76960555658684,-4.89481809980202,3.75250884104019,1.30566143369769,0.0860509533855168,0.0638170020900433,0.0494035918328998,0,100,"L1"
11,"X.37",-169.669859606106,6.9913520247431,-5.29256787898557,3.7526800795262,1.3105507994318,0.0863816139569683,0.0687063678241566,0.0475603324909867,0,100,"L1"
12,"X.59",-174.214120449208,7.50408247740917,-9.83682872208767,4.39331710469318,1.36324915035357,0.0870029905899181,0.121404718745931,0.0520784993158576,0,100,"L1"
13,"X.50",-175.3002462825,7.73123179842184,-10.922954555379,4.52391416714391,1.37427196944874,0.0886316079673059,0.1324275378411,0.0524738351241996,0,100,"L1"
14,"X.7",-172.287127270411,7.07093859710583,-7.90983554329058,4.12763656364352,1.33828564918201,0.0822172249085968,0.096441217574365,0.0507211489996408,0,100,"L1"
15,"X.44",-172.654406208363,7.19340539260843,-8.27711448124199,3.96408958610009,1.34223847789692,0.0835297835133001,0.100394046289281,0.0480010461740918,0,100,"L1"
16,"X.71",-171.533555303392,7.10521689687821,-7.15626357627131,3.76057701666655,1.32758768323267,0.0832776413051677,0.085743251625028,0.0459975638400428,0,100,"L1"
17,"X.91",-171.702444839529,7.3218330473826,-7.32515311240838,3.86967909334078,1.32880507688964,0.0845226101194846,0.0869606452819918,0.0458996475533868,0,100,"L1"
18,"X.52",-171.889932776133,7.5370835422326,-7.51264104901239,3.93598645997155,1.33023117739606,0.0852087703253263,0.088386745788418,0.0455658303730888,0,100,"L1"
19,"X.60",-171.050919343221,7.43381385838135,-6.67362761610089,3.88455305687663,1.32008751314293,0.0842224976403312,0.0782430815352879,0.0455213505104272,0,100,"L1"
20,"X.78",-171.015060989344,7.39510388354457,-6.63776926222373,3.8485455325882,1.31903920304407,0.0832200194278173,0.0771947714364305,0.0449091434095086,0,100,"L1"
21,"X.89",-169.081660664249,7.14302785781117,-4.70436893712887,3.64164079509003,1.29723999770936,0.0816902890862981,0.0553955661017125,0.0437127924280662,0,100,"L1"
22,"X.6",-166.854498964327,6.68664283782286,-2.47720723720683,3.38503931283622,1.26918212081524,0.0771766541173897,0.0273376892075974,0.042512977699761,0,100,"L1"
23,"X.21",-167.179198159012,7.1029813884014,-2.80190643189121,3.57698268740235,1.27336355535062,0.0814088756032824,0.0315191237429808,0.0433246184213478,0,100,"L1"
24,"X.75",-169.847269089876,7.634739521736,-5.46997736275537,3.95150349049286,1.30342389375378,0.0850540965804774,0.0615794621461367,0.0453920872827221,0,100,"L1"
25,"X.74",-171.536048613645,8.0182113869686,-7.15875688652452,4.1890815609402,1.32230400678485,0.0878874047810461,0.0804595751772064,0.0459411993979822,0,100,"L1"
