"size","solution_terms","elpd.loo","elpd.se","elpd.diff","elpd.diff.se","rmse.loo","rmse.se","rmse.diff","rmse.diff.se","regul","rho","n"
21,"X.3",-81.8530578876255,5.53554614647584,1.11122487447126,1.34522191797671,1.15196218879307,0.108969856054107,-0.0100863869127858,0.0208981102434379,0.9999,0.5,50
22,"X.37",-80.9459457885053,5.56992753596653,2.01833697359142,1.35754463354531,1.1343836685409,0.11087878118623,-0.0276649071649639,0.0201014525502351,0.9999,0.5,50
23,"X.12",-80.4612441102372,5.56477445250991,2.50303865185956,1.28443663083865,1.12288671518454,0.112983518534475,-0.0391618605213164,0.0223668121637389,0.9999,0.5,50
24,"X.25",-81.2022344951504,5.69662336191916,1.76204826694631,1.4400461709703,1.137020386292,0.114764590710261,-0.025028189413858,0.0240916718717726,0.9999,0.5,50
25,"X.85",-81.0905681691279,5.59559057767597,1.87371459296891,1.36372726492219,1.1313995640676,0.112373331446925,-0.0306490116382561,0.0225469521775641,0.9999,0.5,50
0,NA,-103.587435146077,6.22875182774969,-20.4744155493389,6.00227593260162,1.90108002896342,0.236571566145466,0.705797766885677,0.191904862148502,1e-04,0.9,50
1,"X.4",-82.5251405772631,4.62356504336917,0.587879019474937,4.02205364178347,1.21542616067433,0.127079093938627,0.0201438985965812,0.0841030792667434,1e-04,0.9,50
2,"X.3",-82.355912256533,4.55088912451586,0.757107340205056,3.97382900969514,1.21352511560823,0.12174997641513,0.0182428535304866,0.0821842412190177,1e-04,0.9,50
3,"X.7",-80.4263436190698,5.18448410428526,2.68667597766824,2.40548988773081,1.15602002765733,0.125007435709041,-0.0392622344204179,0.0491143141612208,1e-04,0.9,50
4,"X.67",-84.6899215168183,6.38218979101403,-1.57690192008028,1.9757317185253,1.26929700984825,0.141344355156795,0.0740147477704989,0.0451834973119914,1e-04,0.9,50
5,"X.76",-85.247441823338,6.52166486032073,-2.13442222659994,1.74584194837524,1.28404710716507,0.13864294231977,0.0887648450873209,0.0434810758608049,1e-04,0.9,50
6,"X.1",-86.0769880419679,7.04818893413104,-2.96396844522985,1.81670240659498,1.30139386041419,0.146788178127719,0.106111598336447,0.0489243457364128,1e-04,0.9,50
7,"X.9",-84.3403578080909,7.50077330164834,-1.22733821135283,1.55934340612434,1.25211738598049,0.153829125466635,0.0568351239027414,0.0365690764121104,1e-04,0.9,50
