"size","solution_terms","elpd.loo","elpd.se","elpd.diff","elpd.diff.se","rmse.loo","rmse.se","rmse.diff","rmse.diff.se","regul","rho","n"
8,"X.48",-81.6447317790101,7.58880701074232,1.46828781772792,1.87646373391458,1.18498718047555,0.160699327871434,-0.0102950816021941,0.0410077701865651,1e-04,0.9,50
9,"X.47",-82.0421746532047,7.29556023416979,1.07084494353338,1.47370967634106,1.18767633581411,0.149818173360493,-0.00760592626363299,0.0324767252611607,1e-04,0.9,50
10,"X.61",-81.9736205909621,7.32687254668503,1.1393990057759,1.46283474279387,1.17723244950176,0.144948540998159,-0.0180498125759865,0.0325886961340255,1e-04,0.9,50
11,"X.14",-82.1929434340563,7.48998170153106,0.920076162681749,1.52664815917809,1.17538105956797,0.144829862190239,-0.019901202509772,0.0275419094264945,1e-04,0.9,50
12,"X.36",-81.6741275366325,7.40402208548003,1.43889206010556,1.40134992325674,1.16323696373807,0.143931267980422,-0.0320452983396751,0.0245446178193976,1e-04,0.9,50
13,"X.8",-81.0402701124888,7.0038804402215,2.07274948424918,1.04703188965273,1.14897009881412,0.139471903830838,-0.0463121632636279,0.0344099233863773,1e-04,0.9,50
14,"X.2",-81.034585859141,7.27217237901058,2.07843373759706,1.21612400753958,1.14997202355407,0.147863803593445,-0.0453102385236748,0.0424743741071569,1e-04,0.9,50
15,"X.99",-81.6651158995019,7.25460937747749,1.44790369723616,1.17362315260598,1.16298492136985,0.145424485576678,-0.0322973407078975,0.0414294538805728,1e-04,0.9,50
16,"X.12",-82.9406948046351,7.53919492844404,0.172324792102971,1.34936955624684,1.1956584722739,0.148218050158694,0.000376210196157745,0.0445194460749578,1e-04,0.9,50
17,"X.49",-83.1183429349536,7.53618182338216,-0.00532333821556907,1.23887692089168,1.20075107505623,0.148523779134464,0.00546881297848101,0.0427701784924234,1e-04,0.9,50
18,"X.38",-82.4910057775216,7.43715386015907,0.622013819216387,1.1001749194616,1.17920038843191,0.144597785850614,-0.0160818736458335,0.0355922585232438,1e-04,0.9,50
19,"X.24",-81.8523107605459,7.35243549648866,1.26070883619212,1.0327666247828,1.16448884954888,0.144660574688293,-0.0307934125288674,0.0345990586831012,1e-04,0.9,50
20,"X.40",-82.1786291653277,7.31960810326709,0.934390431410317,1.02828680269733,1.17234283107861,0.144226619561865,-0.022939430999134,0.0355770688458285,1e-04,0.9,50
21,"X.27",-82.5922092600314,7.20252695234826,0.520810336706658,0.913786809277219,1.1789568061168,0.139524806664448,-0.0163254559609418,0.0377263503088291,1e-04,0.9,50
22,"X.51",-83.0442751479322,7.38302203583097,0.0687444488057953,0.963519045062801,1.18833801003687,0.140823401925844,-0.00694425204087912,0.0353235924188309,1e-04,0.9,50
23,"X.55",-83.2807344418718,7.46257002792957,-0.167714845133808,0.980433104057168,1.1918825792746,0.141127536202165,-0.00339968280314995,0.032754511827577,1e-04,0.9,50
24,"X.72",-83.3001375529241,7.51520509672981,-0.187117956186119,1.03513198971832,1.1924274821811,0.142569878036933,-0.0028547798966494,0.0302897968884223,1e-04,0.9,50
25,"X.73",-83.2309603404371,7.49133732433035,-0.117940743699067,1.00774533887707,1.18650335843437,0.141418284876273,-0.00877890364337564,0.0315585426336671,1e-04,0.9,50
0,NA,-103.587435146077,6.22875182774969,-20.4744155493389,6.00227593260162,1.90108002896342,0.236571566145466,0.705797766885677,0.191904862148502,0.5,0.9,50
1,"X.4",-82.5823371580568,4.65464503484313,0.530682438681179,4.00730772160932,1.21716554446164,0.127617399332371,0.0218832823838957,0.0837911318001001,0.5,0.9,50
2,"X.3",-82.3523990745443,4.56581848818972,0.760620522193768,3.9646849024788,1.21379357123194,0.121905292503078,0.0185113091541951,0.0819018481317102,0.5,0.9,50
3,"X.7",-80.4572141778207,5.20442686924247,2.65580541891731,2.4080014963692,1.15744247478488,0.12516219214115,-0.0378397872928686,0.048951272726149,0.5,0.9,50
4,"X.67",-84.6472427275482,6.3875166677163,-1.53422313081023,2.01063994996293,1.26850509625238,0.140910163807113,0.0732228341746362,0.044930312862153,0.5,0.9,50
5,"X.76",-85.204062898627,6.53151218533871,-2.09104330188896,1.75453648944436,1.28305561262795,0.138472490121888,0.0877733505502074,0.0431623207159161,0.5,0.9,50
6,"X.1",-85.8848605213465,7.02694239200944,-2.77184092460844,1.78416226100029,1.29629520864373,0.145963989665201,0.101012946565982,0.0473828274091217,0.5,0.9,50
7,"X.9",-84.193960779485,7.46819740867168,-1.08094118274693,1.54864082999764,1.24872955627547,0.152753591369623,0.0534472941977258,0.0351285353138205,0.5,0.9,50
8,"X.48",-81.3959042085013,7.54526507357892,1.71711538823669,1.86206201191946,1.17914886279466,0.159675901674661,-0.0161333992830894,0.0402413023034357,0.5,0.9,50
9,"X.47",-81.7861335514987,7.27419189740028,1.32688604523937,1.46858207122461,1.18241590422123,0.149373495074516,-0.0128663578565198,0.0315684995114537,0.5,0.9,50
10,"X.61",-81.7849354790054,7.33641687162674,1.32808411773258,1.48591886119053,1.17374079257069,0.144817559792817,-0.0215414695070542,0.0316046067678169,0.5,0.9,50
11,"X.14",-81.9969748642781,7.5017840611735,1.11604473245991,1.54514457423535,1.17215931215752,0.144814770926207,-0.0231229499202279,0.0268803759656954,0.5,0.9,50
12,"X.36",-81.4204301277261,7.40162742085443,1.69258946901191,1.4223057005221,1.15865746290356,0.143677760220178,-0.036624799174191,0.0238186222081577,0.5,0.9,50
13,"X.8",-80.7515334944113,6.99000474808174,2.36148610232672,1.01066360959746,1.14313651572119,0.13869233984485,-0.0521457463565549,0.0325843931267118,0.5,0.9,50
14,"X.2",-80.6423853912135,7.24235625824301,2.47063420552453,1.14388356195614,1.14136196578498,0.146238741258451,-0.0539202962927645,0.0390176399793118,0.5,0.9,50
15,"X.99",-81.2508872905852,7.22953834601039,1.86213230615279,1.09590859415141,1.15427072831301,0.143953778269156,-0.041011533764741,0.0379403923354874,0.5,0.9,50
16,"X.12",-82.4707116188274,7.49662479103868,0.642307977910666,1.25578849699162,1.18508104537236,0.14612431938866,-0.0102012167053909,0.0403081398365237,0.5,0.9,50
17,"X.49",-82.7233588448766,7.51347147369336,0.389660751861399,1.16444194109806,1.19111768212011,0.146249818948137,-0.00416457995763819,0.0382913436142647,0.5,0.9,50
18,"X.38",-82.2314034382945,7.45411250211932,0.881616158443497,1.08092850250373,1.17410696940847,0.143477401562182,-0.0211752926692754,0.0328190414206394,0.5,0.9,50
19,"X.24",-81.664998182149,7.38626170341728,1.44802141458906,1.03614020368182,1.16145796999887,0.143717969378292,-0.0338242920788792,0.0323090815266515,0.5,0.9,50
20,"X.40",-81.984846711263,7.3609222612612,1.128172885475,1.04040949346248,1.16885666466814,0.14330171701252,-0.0264255974096093,0.0339163818206247,0.5,0.9,50
21,"X.27",-82.2487029957458,7.21156759385721,0.864316600992229,0.88968853381367,1.17253927116631,0.138354693032931,-0.0227429909114336,0.0357474468862035,0.5,0.9,50
22,"X.51",-82.7229898883531,7.40411206717519,0.390029708384904,0.961355402279973,1.18207766684937,0.139698996433703,-0.0132045952283792,0.0336333774857624,0.5,0.9,50
23,"X.55",-82.9616802938543,7.48943326401267,0.151339302883714,0.987240338334101,1.18571017562998,0.140154390559261,-0.00957208644776686,0.0317270411377482,0.5,0.9,50
24,"X.72",-83.0273202266743,7.54629276264771,0.0856993700637267,1.04894100462202,1.18697713430192,0.141343180543875,-0.00830512777582992,0.0301664624165053,0.5,0.9,50
25,"X.73",-82.9948097173759,7.545140016664,0.118209879362082,1.0435937630267,1.18230332009079,0.140513387337031,-0.012978941986961,0.0312583225381008,0.5,0.9,50
0,NA,-103.587435146077,6.22875182774969,-20.4744155493389,6.00227593260162,1.90108002896342,0.236571566145466,0.705797766885677,0.191904862148502,0.9999,0.9,50
1,"X.4",-82.6434741116717,4.68518372285518,0.469545485066324,3.994344346834,1.21900861517721,0.128166451571999,0.0237263530994665,0.0835337862044699,0.9999,0.9,50
2,"X.3",-82.3583070505278,4.58042997674974,0.754712546210243,3.9564028035701,1.21422126803105,0.122097781762671,0.0189390059532992,0.0816560127219429,0.9999,0.9,50
3,"X.7",-80.4909515818111,5.22302395469867,2.6220680149269,2.41284180583974,1.15878483099999,0.125355526832519,-0.0364974310777546,0.0488527015400328,0.9999,0.9,50
4,"X.67",-84.624400518907,6.39596768741483,-1.51138092216901,2.04250207106591,1.26813784450241,0.140706791280806,0.0728555824246646,0.0448131791997778,0.9999,0.9,50
5,"X.76",-85.1729396062657,6.5379718300681,-2.05992000952764,1.76555753832546,1.28236079095568,0.138381468099899,0.0870785288779339,0.0429609674390397,0.9999,0.9,50
6,"X.1",-85.7448189195454,7.00985465903036,-2.6317993228074,1.7610358664134,1.29265561367824,0.145427109183388,0.0973733516004982,0.0462849707170339,0.9999,0.9,50
7,"X.9",-84.0926515814366,7.44464061373272,-0.979631984698601,1.54953181174537,1.24644146637629,0.152097132396787,0.0511592042985409,0.034356701197175,0.9999,0.9,50
8,"X.48",-81.2255950939772,7.51527903969709,1.88742450276078,1.85588545034312,1.17532937374012,0.159096696154671,-0.0199528883376272,0.039836402489801,0.9999,0.9,50
9,"X.47",-81.6221562027088,7.26386414792831,1.49086339402919,1.47334911226669,1.17926681604302,0.14926222677403,-0.0160154460347262,0.0310447459612805,0.9999,0.9,50
10,"X.61",-81.6630467171627,7.34598195989562,1.44997287957535,1.50979996385269,1.17169229499792,0.144872317637556,-0.0235899670798245,0.0309861839013804,0.9999,0.9,50
11,"X.14",-81.8699395731248,7.50982284362059,1.24308002361319,1.56253770455624,1.17027220545028,0.144917542424833,-0.0250100566274636,0.0264762088220423,0.9999,0.9,50
12,"X.36",-81.2571164482721,7.40144502125404,1.8559031484659,1.44485273968723,1.15585998483751,0.143649803422793,-0.0394222772402391,0.0233787006091556,0.9999,0.9,50
13,"X.8",-80.5696494459792,6.98306771287776,2.54337015075881,0.986760223684932,1.13945095840216,0.138285326654037,-0.0558313036755842,0.0311478193694677,0.9999,0.9,50
14,"X.2",-80.3866283640559,7.21848281773659,2.72639123268215,1.08894548527652,1.13561271292663,0.145161480796005,-0.0596695491511174,0.0363552229939712,0.9999,0.9,50
15,"X.99",-80.9874445971817,7.20795197941428,2.12557499955632,1.03679038815469,1.14861325449198,0.142939619816114,-0.0466690075857643,0.0352365468628323,0.9999,0.9,50
16,"X.12",-82.1722892888638,7.4613575993188,0.940730307874278,1.1886701060263,1.1784231521619,0.144751984573429,-0.016859109915849,0.037278134886225,0.9999,0.9,50
17,"X.49",-82.4647985876008,7.48652124914752,0.648221009137268,1.10345760411254,1.18514331569738,0.144857444397514,-0.0101389463803694,0.0352002427284091,0.9999,0.9,50
18,"X.38",-82.0653507863061,7.45165979154006,1.04766881043194,1.05666876593188,1.17111761111217,0.14279482095094,-0.0241646509655735,0.0308433053524375,0.9999,0.9,50
19,"X.24",-81.5475509346859,7.39873892092351,1.56546866205211,1.0325484907658,1.15976368124153,0.143185926018392,-0.0355185808362182,0.0306359225451066,0.9999,0.9,50
20,"X.40",-81.8599852743023,7.37574962353252,1.25303432243568,1.03742866320623,1.16687218634266,0.142741194667249,-0.0284100757350874,0.032604637804916,0.9999,0.9,50
21,"X.27",-82.0438304384447,7.21697964302447,1.06918915829332,0.873189998917211,1.16897727435715,0.137820826330178,-0.026304987720595,0.034285407482989,0.9999,0.9,50
22,"X.51",-82.5355031949175,7.41396155178679,0.577516401820578,0.956192139039654,1.17874830304497,0.139137794327552,-0.0165339590327733,0.0323499462833184,0.9999,0.9,50
23,"X.55",-82.7726293215821,7.50009041666563,0.340390275155913,0.986472277472185,1.18233231189342,0.139640505336797,-0.0129499501843295,0.0307723729065226,0.9999,0.9,50
24,"X.72",-82.8707956900308,7.56053533677206,0.242223906707179,1.05631151167176,1.18421792296789,0.140751027949062,-0.0110643391098575,0.0297547741835845,0.9999,0.9,50
25,"X.73",-82.8561483899712,7.56877136613195,0.256871206766788,1.05895154603252,1.18044851427617,0.140131152526731,-0.0148337478015728,0.0306223699981673,0.9999,0.9,50
0,NA,-196.458910590554,6.08939106476435,-42.5328906340992,6.91334950201897,1.71636719938326,0.102839008186505,0.662735650191425,0.0953985824946809,1e-04,0,100
1,"X.4",-192.304725561312,7.04343665687487,-38.3787056048578,6.64300052035565,1.64244744065275,0.105709470216174,0.588815891460916,0.0879950204819176,1e-04,0,100
2,"X.5",-178.447354860751,6.75893806499295,-24.5213349042965,6.17139929254806,1.42971862940804,0.100390951447014,0.3760870802162,0.0805222279929113,1e-04,0,100
3,"X.3",-170.686036490716,6.84867651916544,-16.7600165342617,6.50996842374924,1.32562802362616,0.0943773019536371,0.271996474434321,0.0789909413750596,1e-04,0,100
4,"X.1",-166.376276308176,6.99845187664477,-12.4502563517219,5.92418180637883,1.26944251373047,0.0922952415571626,0.215810964538633,0.0698886888819865,1e-04,0,100
5,"X.2",-167.075247955474,7.07111497511322,-13.1492279990195,5.50505842839415,1.28654985626155,0.0859062471055329,0.232918307069709,0.0612562374815051,1e-04,0,100
6,"X.49",-159.243039728597,6.66265601621275,-5.31701977214268,4.94231229462862,1.18389118343469,0.0813895699993239,0.130259634242854,0.0556977832017089,1e-04,0,100
7,"X.68",-163.564294976353,6.95875807012704,-9.63827501989878,4.50856731735901,1.23089877451811,0.0803000216252693,0.177267225326276,0.0503667822295393,1e-04,0,100
8,"X.7",-163.20749354397,7.30555102645566,-9.28147358751513,4.40552601549298,1.2252377790198,0.0818212602665527,0.171606229827963,0.0486568024633581,1e-04,0,100
9,"X.9",-159.227933466249,7.1045172829047,-5.30191350979502,3.83792745580965,1.18028684463315,0.0801445081575213,0.126655295441309,0.0437330429334381,1e-04,0,100
10,"X.6",-161.06451510716,7.75075044605152,-7.13849515070546,3.79871783237776,1.20046726582585,0.0833765564450795,0.146835716634015,0.0414441033995337,1e-04,0,100
11,"X.48",-162.389716247231,8.10903405724688,-8.46369629077698,3.84494636920944,1.21001728810035,0.0847892045902956,0.156385738908513,0.040899502802911,1e-04,0,100
12,"X.85",-156.225107109628,7.62361982196292,-2.29908715317335,3.30351897528674,1.14923036866006,0.0827718081884417,0.0955988194682211,0.0370063023322387,1e-04,0,100
13,"X.95",-159.658172737562,7.9539041420693,-5.73215278110803,3.64248985209402,1.18396523032624,0.0827943866206661,0.130333681134403,0.0387413077813003,1e-04,0,100
14,"X.25",-159.246222441777,7.84216646659685,-5.32020248532233,3.77823017778712,1.17855275115159,0.0809284540405822,0.124921201959758,0.0400915426850422,1e-04,0,100
15,"X.42",-161.352052664261,7.94103228194202,-7.42603270780621,3.61192152053319,1.19787787262756,0.0798216240119555,0.144246323435726,0.0369304072168838,1e-04,0,100
16,"X.66",-162.932248571997,8.2938163833418,-9.00622861554261,3.59145391293772,1.21175870785318,0.0815610714992081,0.158127158661342,0.0348791305334179,1e-04,0,100
17,"X.36",-161.719909989867,8.4000872114695,-7.79389003341207,3.58191982429247,1.19779506565157,0.0823483670800776,0.144163516459735,0.0341825430325968,1e-04,0,100
18,"X.64",-160.427853336875,8.45553771951105,-6.5018333804202,3.61948209002728,1.1829554730512,0.0832484370697059,0.129323923859358,0.0352340515158694,1e-04,0,100
19,"X.70",-159.335517868828,8.29484866874532,-5.40949791237366,3.50970845039535,1.16791147596031,0.0816496302594482,0.114279926768471,0.0342555577057621,1e-04,0,100
20,"X.97",-158.716912809568,8.34026862232369,-4.7908928531136,3.281687709672,1.15769137823057,0.0819136160431208,0.104059829038732,0.0314852519511602,1e-04,0,100
21,"X.13",-159.390616847121,8.46759810101555,-5.46459689066702,3.28572053760956,1.1627579822434,0.0819741215916342,0.109126433051559,0.0304619483618575,1e-04,0,100
22,"X.14",-160.684855882961,9.07269775579109,-6.75883592650695,3.57146328008767,1.17613058646525,0.0865176564462074,0.12249903727341,0.0310814813400092,1e-04,0,100
23,"X.87",-159.479320008174,9.02273012140276,-5.5533000517195,3.35585649265317,1.16417335542075,0.0861412666593977,0.110541806228911,0.0286329375536964,1e-04,0,100
24,"X.99",-159.832127737622,9.08055718811188,-5.90610778116717,3.38359443945146,1.16871317782549,0.0864281408931369,0.11508162863365,0.0288064504266743,1e-04,0,100
25,"X.23",-161.145604441235,9.27516201306747,-7.21958448478089,3.41086898961844,1.1793641811626,0.0869046117813745,0.125732631970767,0.0277279085842103,1e-04,0,100
0,NA,-196.458910590554,6.08939106476435,-42.5328906340992,6.91334950201897,1.71636719938326,0.102839008186505,0.662735650191425,0.0953985824946809,0.5,0,100
1,"X.4",-192.28521491183,7.03515130154433,-38.3591949553752,6.63860432283172,1.64213890544179,0.105598446493461,0.588507356249956,0.0879087629323571,0.5,0,100
2,"X.5",-178.453744851543,6.75407525395363,-24.527724895089,6.16636020578702,1.42980322109677,0.100299492286078,0.37617167190493,0.0804194948974164,0.5,0,100
3,"X.3",-170.695464882953,6.84352694402168,-16.7694449264983,6.50184296424482,1.32573779543298,0.0942923313941476,0.272106246241145,0.0788609366791865,0.5,0,100
4,"X.1",-166.385977376057,6.99246292382707,-12.4599574196027,5.91714904829054,1.26954109200516,0.0921897452060504,0.21590954281332,0.0697561524322904,0.5,0,100
5,"X.2",-167.062967211074,7.07190235869439,-13.1369472546195,5.5019810270638,1.28636101254075,0.0859060573453145,0.232729463348911,0.0611843541098399,0.5,0,100
6,"X.49",-159.262124842009,6.66391940617486,-5.33610488555455,4.93721778074719,1.18413815556802,0.081375739374596,0.13050660637618,0.0555799069409794,0.5,0,100
7,"X.68",-163.576767209857,6.95498245579691,-9.65074725340243,4.49803865240986,1.2310266304858,0.0802252686406811,0.177395081293959,0.0501798493136677,0.5,0,100
8,"X.7",-163.210303968791,7.30165765715913,-9.28428401233704,4.39394024419393,1.22524286748508,0.0817464358029833,0.171611318293245,0.0484545632689075,0.5,0,100
9,"X.9",-159.250464461641,7.10233866912459,-5.32444450518624,3.82244109079317,1.18050648194729,0.0800615159311974,0.126874932755452,0.043468402543437,0.5,0,100
10,"X.6",-161.088831756017,7.74841974393006,-7.1628117995628,3.78569628160613,1.20069169994428,0.0832933305796924,0.147060150752443,0.0412135919999001,0.5,0,100
11,"X.48",-162.396528459165,8.1069287407386,-8.47050850271103,3.83273003454811,1.21004478918079,0.0847270932550259,0.156413239988956,0.0406943106313182,0.5,0,100
12,"X.85",-156.260369790395,7.62706626826288,-2.33434983394021,3.29727396397302,1.14957029722526,0.0827373946250125,0.0959387480334202,0.036833613224373,0.5,0,100
13,"X.95",-159.698278896505,7.96105354674551,-5.77225894005068,3.64145988504335,1.18433095930236,0.0827956139435868,0.130699410110521,0.038623294929679,0.5,0,100
14,"X.25",-159.288168387099,7.84770219616553,-5.36214843064429,3.77155581567516,1.17888942412494,0.0808999159355415,0.125257874933103,0.0399090999974533,0.5,0,100
15,"X.42",-161.390325451853,7.94491532066411,-7.46430549539872,3.60308552783874,1.19809903121995,0.079765630073072,0.144467482028112,0.0367072751902854,0.5,0,100
16,"X.66",-162.968743256729,8.29639197349396,-9.04272330027425,3.58325606731141,1.21192323554283,0.0814897148881724,0.158291686350988,0.0346523410095802,0.5,0,100
17,"X.36",-161.757428652303,8.40218873938779,-7.83140869584865,3.57259218028823,1.19800943612846,0.0822689672645036,0.144377886936619,0.0339429085512728,0.5,0,100
18,"X.64",-160.467485128971,8.45941004779181,-6.54146517251644,3.613497860317,1.18321910696008,0.0831829123839208,0.129587557768241,0.0350321039498125,0.5,0,100
19,"X.70",-159.366637903121,8.29921417450874,-5.44061794666671,3.50473739225319,1.16811277527176,0.0815912376313478,0.114481226079922,0.0340675492474399,0.5,0,100
20,"X.97",-158.744694936754,8.34555346084489,-4.81867498029939,3.27557639313035,1.15787646880798,0.0818674406232847,0.104244919616145,0.0312917387751511,0.5,0,100
21,"X.13",-159.399742888407,8.47462891479085,-5.47372293195229,3.2837617296528,1.16275493230603,0.0819475694309539,0.109123383114196,0.0302888749213344,0.5,0,100
22,"X.14",-160.679875854699,9.07781637417005,-6.75385589824498,3.56597958420322,1.17591118654819,0.0864590118027743,0.122279637356348,0.030848998716636,0.5,0,100
23,"X.87",-159.474163278193,9.03019678517753,-5.54814332173818,3.354371062334,1.1639276755417,0.0860980613157308,0.110296126349865,0.0284195663538661,0.5,0,100
24,"X.99",-159.821097052647,9.08974162381841,-5.89507709619293,3.38421757256893,1.16841409041241,0.0863950175793879,0.114782541220571,0.0286079307510185,0.5,0,100
25,"X.23",-161.134702418669,9.28642838845892,-7.20868246221439,3.41490849371089,1.17903805954682,0.086881706707247,0.125406510354986,0.027544991734193,0.5,0,100
0,NA,-196.458910590554,6.08939106476435,-42.5328906340992,6.91334950201897,1.71636719938326,0.102839008186505,0.662735650191425,0.0953985824946809,0.9999,0,100
1,"X.4",-192.26628342914,7.02698499444363,-38.3402634726854,6.63432728970347,1.64184024708541,0.105489695218467,0.588208697893578,0.0878249496769288,0.9999,0,100
2,"X.5",-178.460953684428,6.74924165293596,-24.5349337279731,6.16144131928512,1.42990016830905,0.100209627903483,0.376268619117215,0.0803192631787529,0.9999,0,100
3,"X.3",-170.706066345946,6.8383775651946,-16.7800463894916,6.49384060522524,1.32586386166368,0.0942088649869676,0.272232312471844,0.0787336228378694,0.9999,0,100
4,"X.1",-166.397003946354,6.98649123187362,-12.4709839898997,5.91027742384747,1.26965763501422,0.0920864356041075,0.216026085822382,0.0696272368498972,0.9999,0,100
5,"X.2",-167.052858088548,7.07259533674347,-13.1268381320932,5.49909924907816,1.28619885122003,0.0859066973572557,0.232567302028194,0.0611164168429293,0.9999,0,100
6,"X.49",-159.283364475958,6.665085192671,-5.35734451950372,4.9324418098023,1.18441033376792,0.0813633691045208,0.130778784576083,0.055467757315509,0.9999,0,100
7,"X.68",-163.590805291556,6.95118193960327,-9.66478533510194,4.48799638632736,1.23117666122093,0.0801536636866665,0.177545112029091,0.0500006121021185,0.9999,0,100
8,"X.7",-163.214922872227,7.29768985572445,-9.28890291577292,4.3828516644191,1.22527329038782,0.081674435885921,0.171641741195982,0.0482603073052818,0.9999,0,100
9,"X.9",-159.275001602177,7.10008200166971,-5.34898164572216,3.80766625613112,1.18075169721882,0.0799817527698315,0.127120148026978,0.0432138574489426,0.9999,0,100
10,"X.6",-161.114819689819,7.74589938610899,-7.18879973336495,3.77326883329482,1.20093893816932,0.0832127265129586,0.147307388977481,0.040992430348345,0.9999,0,100
11,"X.48",-162.405064469892,8.10460148264227,-8.47904451343779,3.82108351638872,1.21009771184339,0.0846672661506793,0.156466162651548,0.0404982484512223,0.9999,0,100
12,"X.85",-156.297469455396,7.63024160396951,-2.37144949894197,3.29166010396903,1.14993334572354,0.0827048820967832,0.0963017965317072,0.0366706820364205,0.9999,0,100
13,"X.95",-159.739872207041,7.96786885610162,-5.81385225058669,3.640971156948,1.1847177924016,0.082798413572917,0.131086243209764,0.0385145983150553,0.9999,0,100
14,"X.25",-159.331639240629,7.85294666738524,-5.40561928417441,3.76551121186429,1.17924852005161,0.0808739335283352,0.125616970859777,0.0397372162936167,0.9999,0,100
15,"X.42",-161.429983894347,7.9485946904942,-7.50396393789277,3.59505081020529,1.19834448720383,0.0797136876129059,0.144712938011996,0.0364969544102995,0.9999,0,100
16,"X.66",-163.006493005768,8.29877447244862,-9.08047304931386,3.57586683297586,1.21211300285721,0.0814229477806098,0.158481453665376,0.0344393336311294,0.9999,0,100
17,"X.36",-161.796348074403,8.40412309052347,-7.87032811794819,3.56414436820201,1.19824943677414,0.0821946332277849,0.144617887582302,0.0337179403311233,0.9999,0,100
18,"X.64",-160.508604704366,8.4630258075918,-6.58258474791144,3.60821876444604,1.18350797777202,0.0831216556937654,0.129876428580187,0.0348428713968137,0.9999,0,100
19,"X.70",-159.399452406296,8.30329600707579,-5.4734324498419,3.50043255331652,1.16834125004883,0.0815367269340005,0.11470970085699,0.0338914597599789,0.9999,0,100
20,"X.97",-158.774324347639,8.35052048621161,-4.8483043911849,3.27026562196809,1.15809110585009,0.0818247961095648,0.104459556658256,0.0311114283292923,0.9999,0,100
21,"X.13",-159.410952584472,8.48128485146616,-5.48493262801751,3.28254045649607,1.16278507876693,0.0819243589143316,0.109153529575094,0.0301293946939065,0.9999,0,100
22,"X.14",-160.677470940958,9.08250965829238,-6.75145098450316,3.56117714555152,1.17573176461598,0.0864040489734355,0.122100215424147,0.0306314736976544,0.9999,0,100
23,"X.87",-159.472097297464,9.03718320767708,-5.54607734100928,3.35357481140433,1.16372692157106,0.0860583406179562,0.110095372379219,0.0282228221781458,0.9999,0,100
24,"X.99",-159.813423201206,9.09837267583489,-5.88740324475142,3.38548285998958,1.16816179895362,0.0863648841109385,0.114530249761781,0.0284258054302638,0.9999,0,100
25,"X.23",-161.127062013214,9.29707047641366,-7.20104205675968,3.41960498335207,1.17876022325076,0.0868617691819615,0.125128674058925,0.0273804288890948,0.9999,0,100
0,NA,-195.044698017723,5.84192590078964,-39.2289690801637,7.85731132742691,1.69494082612557,0.095750682203926,0.586979181175451,0.106781581282646,1e-04,0.5,100
1,"X.1",-177.633172035377,6.01952823087543,-21.8174430978183,7.39839100368918,1.42044176838289,0.086978459563151,0.312480123432773,0.0929030176147478,1e-04,0.5,100
2,"X.3",-173.119192380134,5.77121628921223,-17.3034634425748,6.94416145945969,1.35673344842367,0.0810072204145335,0.24877180347355,0.0846633565884671,1e-04,0.5,100
3,"X.5",-172.788234127304,5.60480953980132,-16.9725051897448,5.80635343856561,1.35596806162857,0.0730140810167177,0.248006416678454,0.067895136284298,1e-04,0.5,100
4,"X.4",-167.432019076597,5.44945102851946,-11.6162901390377,5.6302942701419,1.28270554852024,0.0730589724571929,0.174743903570118,0.0671307948808063,1e-04,0.5,100
5,"X.6",-158.813249302609,5.54238063974073,-2.99752036505034,4.57572095881019,1.17455910251992,0.0698232870320027,0.0665974575698012,0.0543977596882138,1e-04,0.5,100
6,"X.10",-159.782628948741,6.12311673262751,-3.96690001118196,4.3466638951564,1.17850253642415,0.0714183702717365,0.0705408914740295,0.0510600418747727,1e-04,0.5,100
7,"X.13",-149.574129257959,5.70443309789648,6.24159967959995,4.13457636180879,1.06070133083845,0.0690730319969144,-0.0472603141116683,0.0488095598987874,1e-04,0.5,100
8,"X.8",-150.249900316713,5.81039287366453,5.56582862084585,4.02730399290963,1.06909436323142,0.0681705828088434,-0.0388672817186981,0.0464769112701088,1e-04,0.5,100
9,"X.29",-148.528720438398,5.98518204426573,7.28700849916089,3.77130008523219,1.05193698198121,0.0692626834267393,-0.0560246629689092,0.0428156879822868,1e-04,0.5,100
10,"X.9",-148.582593996231,5.69437129588484,7.23313494132804,3.47461066033697,1.05178430582548,0.0661766036619075,-0.0561773391246385,0.0391505209883752,1e-04,0.5,100
11,"X.78",-151.815350419343,6.01065719429612,4.00037851821613,3.31850500756461,1.09155476906458,0.0672206511396779,-0.0164068758855369,0.0373429067254457,1e-04,0.5,100
12,"X.11",-153.671333465374,6.15000184715161,2.14439547218439,3.25160370608565,1.11392623394663,0.066562121438741,0.00596458899651031,0.0361718388458741,1e-04,0.5,100
13,"X.15",-152.963876076979,6.3200315529955,2.85185286058013,2.90259600693223,1.10463500374754,0.068386112438345,-0.00332664120257697,0.0323174057668613,1e-04,0.5,100
14,"X.44",-152.129175755333,6.32204389689764,3.68655318222626,2.93662613679429,1.09369509377926,0.0684021300062523,-0.0142665511708622,0.0324691886164337,1e-04,0.5,100
15,"X.85",-154.277645254615,6.36712646631201,1.53808368294428,2.79975151112172,1.11638752475795,0.0670415017248257,0.00842587980782805,0.0305965466216201,1e-04,0.5,100
16,"X.2",-154.786621787896,6.43929851699232,1.02910714966305,2.59565239645212,1.12037369436133,0.0672771134405742,0.0124120494112152,0.0282131512599782,1e-04,0.5,100
17,"X.7",-155.01648131124,6.62391267717353,0.799247626318724,2.37626322791834,1.1213577229371,0.0687166026955065,0.0133960779869857,0.0259313339199325,1e-04,0.5,100
