"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","loo_wts"
0,NA,-989.90952542295,15.3139032096773,-252.896614265889,20.6690072871724,1.75148832348829,0.0564817430595272,0.696839867677023,0.0607349055226945,0.9,500,0
1,"X.5",-823.200726994808,14.2379248535363,-86.1878158377475,15.0873172981941,1.25441062730066,0.0387486081242527,0.199762171489393,0.0344197008963126,0.9,500,0
2,"X.8",-774.66132467594,15.1333232375373,-37.6484135188792,12.0080566501004,1.13889786556306,0.0350743946875254,0.0842494097517963,0.0252140782543614,0.9,500,0
3,"X.12",-759.294133696701,15.2766977060354,-22.281222539641,10.5617330575323,1.10463075087939,0.0335236295121094,0.0499822950681195,0.0216315851656781,0.9,500,0
4,"X.3",-751.422525052644,15.5198259991121,-14.4096138955836,7.62933503490704,1.08666171486853,0.0316122295964567,0.0320132590572599,0.0148010211345574,0.9,500,0
5,"X.4",-741.781541755671,15.6403262776787,-4.76863059861024,6.43470806735101,1.0661576465743,0.0316213533957468,0.011509190763036,0.012440650611867,0.9,500,0.0017638906387804
6,"X.9",-736.822333878617,15.6507058647136,0.190577278443267,5.26961397793883,1.0556709940841,0.0314307816279078,0.00102253827282794,0.0102006807114799,0.9,500,0.256268111377095
7,"X.95",-737.401769784332,15.7653440722607,-0.388858627271264,5.14605078816021,1.05669231855035,0.0315357529100987,0.00204386273908552,0.00998918423551327,0.9,500,0.143505102683634
8,"X.80",-739.466190988017,16.1258505747486,-2.45327983095682,4.84514261353092,1.06074087292793,0.0318986681545035,0.00609241711665764,0.00949117784995906,0.9,500,0.0182688673302255
9,"X.14",-738.624262131295,16.4091283112962,-1.61135097423456,4.21944585024747,1.05891865426554,0.0323332045754108,0.00427019845426879,0.00820774788027588,0.9,500,0.0423333753307295
10,"X.74",-739.694480457712,16.3791818812198,-2.68156930065129,3.93214095480169,1.06083386838305,0.03206737386646,0.00618541257178551,0.00754859949603887,0.9,500,0.0144891016756961
11,"X.60",-741.601121841574,16.567291606385,-4.58821068451322,3.69735887430565,1.06438415975427,0.0321600083344257,0.00973570394300283,0.0070846095669786,0.9,500,0.00214186720423334
12,"X.36",-741.891906298254,16.6773434110193,-4.87899514119406,3.61171189704932,1.06497348881727,0.0322669998582935,0.010325033006007,0.0069427743254868,0.9,500,0.00163789845029608
13,"X.62",-741.693385806109,16.7649099470281,-4.68047464904903,3.35983021699396,1.06440244514959,0.0321708278130097,0.00975398933832095,0.00649101624821866,0.9,500,0.00201587501574902
14,"X.1",-739.991007494827,16.7181365288699,-2.97809633776709,3.15546869228364,1.06099016141853,0.0320997620751491,0.00634170560726122,0.00610239450167348,0.9,500,0.010835328209651
15,"X.6",-737.492739777023,16.6329471048358,-0.479828619962497,2.88391860461395,1.05595932932407,0.0319494336810957,0.00131087351280756,0.00556038386732105,0.9,500,0.131031876023687
16,"X.19",-739.350216705926,16.7375998107013,-2.33730554886581,2.77015027143365,1.0595775232583,0.0320485974094252,0.00492906744702903,0.00530943537895177,0.9,500,0.0204107345344589
17,"X.15",-738.565189393038,16.6627062079125,-1.55227823597726,2.66308196289543,1.05789730915206,0.0318439446447458,0.00324885334079483,0.00504865029367382,0.9,500,0.0448532191004158
18,"X.23",-738.53395957449,16.637855388729,-1.52104841742937,2.39329938409027,1.05780000210355,0.031773994401258,0.00315154629228109,0.00453760599072147,0.9,500,0.0462391331737432
19,"X.98",-738.792069970751,16.6203718325837,-1.77915881369041,2.22813821355335,1.05822821677913,0.0316759521236083,0.00357976096786383,0.0042101866350665,0.9,500,0.0357817815295452
20,"X.34",-739.540912866281,16.630747939037,-2.52800170922032,2.10373021008017,1.05978185965243,0.031556180812886,0.00513340384115812,0.00398150454818594,0.9,500,0.0168829532568981
21,"X.29",-740.061055291634,16.6453406089173,-3.0481441345736,1.96185864259057,1.06065172087651,0.0315269322222646,0.00600326506523863,0.00373317454713528,0.9,500,0.0100793750787451
22,"X.2",-738.735339909634,16.4977358785287,-1.7224287525733,1.79672213934463,1.05809626258745,0.0312626626707362,0.00344780677618628,0.00341186893699778,0.9,500,0.0377976565452942
23,"X.69",-737.961806404495,16.4818989430083,-0.948895247434788,1.62875048272709,1.05662263464715,0.0312079084432452,0.00197417883587803,0.00313616381315309,0.9,500,0.0820209147032884
24,"X.7",-738.612448645452,16.6138571473079,-1.59953748839201,1.50007935279103,1.05785292060134,0.0314293791345162,0.00320446479007241,0.00285053261203922,0.9,500,0.0428373440846668
25,"X.45",-738.71029724703,16.6701652907303,-1.69738608996959,1.45803440746955,1.0579095857077,0.0315316031485166,0.00326112989642802,0.00276793667213,0.9,500,0.0388055940531687
