"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","loo_wts"
0,NA,-408.941559703287,9.1778281802515,-99.0600914011972,9.19267309291997,1.86879386737959,0.0866393135850332,0.733290942438865,0.0813444393686623,0,200,4.43010690060604e-49
1,"X.2",-405.231461111634,11.1991895271143,-95.3499928095443,10.2304231909879,1.83125663148384,0.0903963859120965,0.695753706543117,0.0821619498755224,0,200,1.81004574871785e-47
2,"X.1",-394.743627097775,11.8638585443739,-84.8621587956846,10.8233588751187,1.73142577104442,0.0844297893051873,0.595922846103696,0.0782836557544609,0,200,6.49378627750849e-43
3,"X.4",-378.736381787938,10.2405874299423,-68.8549134858484,9.02867789118046,1.60303220625919,0.0705993979278612,0.467529281318471,0.0624737595871874,0,200,5.81241078079127e-36
4,"X.3",-354.156525715637,9.80231931590766,-44.2750574135474,7.06490222667815,1.42151118479131,0.0684531125103824,0.28600825985059,0.0501754392674163,0,200,2.74949008437294e-25
5,"X.5",-322.617664950808,8.5271946080571,-12.7361966487177,6.34421339837317,1.20530833560477,0.0594087359704528,0.0698054106640507,0.0450461557167413,0,200,1.36900600612788e-11
6,"X.6",-321.20374538672,9.05015899280885,-11.3222770846296,6.03101269812932,1.20207673242925,0.0582452613036669,0.0665738074885287,0.0404727189456696,0,200,5.62940919330031e-11
7,"X.9",-315.687218043277,8.34087233044182,-5.80574974118676,5.30961245714343,1.16750638768609,0.054542230364395,0.032003462745366,0.0354738054360151,0,200,1.40042612048261e-08
8,"X.10",-309.693926261801,8.01624126657915,0.187542040289332,4.72872997994199,1.12992482345002,0.0531322900127903,-0.00557810149069815,0.0320965067668233,0,200,5.6119494660226e-06
9,"X.19",-311.77405575446,8.26754706542222,-1.89258745236955,4.69937231483922,1.14500559601249,0.0530970191452678,0.00950267107177072,0.0313471562053019,0,200,7.0101125594886e-07
10,"X.44",-313.664868520554,8.38798174233601,-3.78340021846392,4.71753142383949,1.15742719912557,0.0528347674428303,0.0219242741848513,0.0311423894853495,0,200,1.05816999021609e-07
11,"X.8",-308.012679578964,7.92381439315825,1.86878872312638,4.49061948533983,1.12252553420452,0.0509862877144042,-0.012977390736199,0.0299881892160858,0,200,3.01487915288442e-05
12,"X.11",-305.276595560671,7.90937280703475,4.60487274141928,4.23054027842778,1.10542677331357,0.0511195106433197,-0.0300761516271473,0.0281537141053037,0,200,0.000465089034220391
13,"X.15",-304.198090786084,8.18632725451147,5.68337751600646,4.2147689531476,1.09972225266786,0.0523481055788299,-0.0357806722728629,0.0279071690185778,0,200,0.0013674919303951
14,"X.7",-300.27383193442,7.9304864335571,9.60763636766995,4.03362980721136,1.07446300364322,0.0514134298950452,-0.0610399212975032,0.0267128617578625,0,200,0.069216356892364
15,"X.18",-300.297675306933,7.89865297143802,9.58379299515654,3.82437818022174,1.07516212246906,0.0508955867857578,-0.0603408024716603,0.0251961954011032,0,200,0.0675855250374692
16,"X.29",-301.003566582753,7.94223384864159,8.87790171933728,3.73033529151905,1.08044665795111,0.0503125039361373,-0.0550562669896062,0.0245945449899772,0,200,0.03336483688829
17,"X.69",-301.43741720076,7.9652411480068,8.44405110133019,3.56769614388306,1.08411667269202,0.050163569935763,-0.0513862522486959,0.02365066122262,0,200,0.0216207162266507
18,"X.27",-301.54457853763,8.0143544171246,8.33688976446048,3.5119085899664,1.08499161354559,0.0499190602444363,-0.0505113113951259,0.023143239439229,0,200,0.0194236345968705
19,"X.12",-299.810609468796,7.82426717974948,10.0708588332945,3.32840311095061,1.07389164288653,0.0490254821066619,-0.0616112820541863,0.0219204441537595,0,200,0.109997723661707
20,"X.61",-299.415822875007,7.74495367333383,10.4656454270831,3.31510581836849,1.07160371425643,0.0483429602582011,-0.0638992106842897,0.0217227937056785,0,200,0.16324404103088
21,"X.100",-299.840403034296,7.79593349927059,10.041065267794,3.13986836779184,1.07427848568527,0.0484142523308226,-0.0612244392554473,0.0207040248196122,0,200,0.106768838124838
22,"X.14",-299.463386077232,7.85649598596978,10.4180822248578,3.02182393167433,1.07182419614502,0.0487269252055415,-0.0636787287957039,0.0199303024634561,0,200,0.155661388746489
23,"X.73",-299.940617474989,7.99184950613578,9.94085082710052,2.91580600844447,1.07476139484585,0.049305576093194,-0.0607415300948662,0.0193184457651682,0,200,0.0965877252558479
24,"X.53",-300.279959433406,8.07074671590053,9.60150886868445,2.86692045627617,1.07719257739366,0.0495492415378298,-0.0583103475470583,0.0188977179638919,0,200,0.0687935304928537
25,"X.43",-300.058275137807,8.03606722877518,9.82319316428342,2.80580821980937,1.07557937969175,0.0492500006805387,-0.0599235452489661,0.0184704725359539,0,200,0.0858665204376288
