"size","solution_terms","elpd","se","diff","diff.se","ref.loo.elpd","spline.elpd","spline.elpd.se","mono.spline.elpd","mono.spline.elpd.se","spline.elpd.diff","spline.elpd.diff.se","mono.spline.elpd.diff","mono.spline.elpd.diff.se","n","rho","run"
5,"X.5",-283.560020157619,7.69717326555294,-17.6652722413579,3.31114218930112,-265.620835793046,-282.631660477869,1.9106761281039,-300.517016941656,6.86694935469526,-15.4407412489659,1.08064676524158,-16.9875372560983,0.932982663519647,200,0.9,9
6,"X.41",-281.354703846808,7.67875877888293,-15.459955930547,3.24123372945863,-265.620835793046,-280.497338050778,1.9061050837896,-299.798069035218,6.85052107083142,-14.7500712537102,1.05783096734685,-16.1678140719494,0.913284511843422,200,0.9,9
7,"X.99",-279.837104127498,7.7535402138594,-13.9423562112374,3.15366556236524,-265.620835793046,-282.845607662383,1.92466814554038,-302.717724470299,6.91723651414267,-14.6083940138497,1.02925162792332,-15.2629033296906,0.888610373101113,200,0.9,9
8,"X.1",-278.885372626135,7.76564726470466,-12.9906247098741,2.93732176345958,-265.620835793046,-283.838452333999,1.92767348948077,-303.19041420668,6.92803768778406,-13.8684590626594,0.958644202116326,-13.8065215707275,0.827651041789048,200,0.9,9
9,"X.66",-277.652698831414,7.53789812544655,-11.7579509151531,2.49597631066557,-265.620835793046,-276.769035866525,1.87113911919134,-294.298514598661,6.72485377196136,-11.7271775722614,0.814603714378592,-11.4449387102644,0.703292849800033,200,0.9,9
10,"X.39",-276.613097002894,7.38380264180396,-10.718349086633,2.29518755262095,-265.620835793046,-272.862271714453,1.83288786098436,-288.282239081308,6.5873791633675,-10.4181785706511,0.749072936939041,-10.3441622588141,0.64671647235222,200,0.9,9
11,"X.33",-275.428182770424,7.39713940294586,-9.53343485416345,2.38057627530124,-265.620835793046,-275.46603804514,1.8361984569994,-288.802939802682,6.59927740966617,-10.2465531614948,0.776940978139667,-10.6203361326156,0.670776507641016,200,0.9,9
12,"X.28",-274.312889346246,7.22173218514999,-8.41814142998533,2.0029410300625,-265.620835793046,-271.194851593536,1.79265696817265,-281.954600545503,6.44278976939923,-8.20244398610879,0.653693384748157,-8.89194587742945,0.564369981796198,200,0.9,9
13,"X.51",-273.911215516907,7.28074642243782,-8.01646760064603,1.84997011072216,-265.620835793046,-275.744315442942,1.80730612449458,-284.258664899103,6.49543867889891,-7.40037655438803,0.603768760642523,-8.20001563247534,0.521267267503726,200,0.9,9
14,"X.22",-273.421131756378,7.29103155941521,-7.52638384011735,1.81378984786667,-265.620835793046,-278.368406809583,1.80985921314401,-284.660222532608,6.50461445191235,-7.35268387241452,0.591960725292452,-8.03789179856781,0.511072731577473,200,0.9,9
15,"X.19",-272.445027912138,7.05631993168863,-6.55027999587707,1.61640651691717,-265.620835793046,-271.315166379976,1.75159653818351,-275.49648985129,6.29521902778054,-6.82856445228012,0.527541366077857,-7.16250783006616,0.455455903511712,200,0.9,9
16,"X.84",-271.981014856119,6.97933075147983,-6.08626693985827,1.46619107666359,-265.620835793046,-269.849023830619,1.73248544588089,-272.490638485253,6.22653396858883,-6.50217000281019,0.478516038768182,-6.49646885431876,0.413129602333105,200,0.9,9
17,"X.6",-272.141992631017,6.95188080950217,-6.24724471475573,1.37903890701439,-265.620835793046,-269.783824841502,1.72567152250343,-271.418923662729,6.20204480161198,-6.33981611289224,0.450072467084819,-6.11005300587291,0.388572679458104,200,0.9,9
18,"X.15",-272.048694247939,6.95661361231065,-6.15394633167826,1.26800261754677,-265.620835793046,-270.436554012532,1.72684635033089,-271.603704195883,6.20626712012688,-5.90014503278475,0.413833912478094,-5.61792750527697,0.357285912785994,200,0.9,9
19,"X.64",-271.607557269263,7.00795771092162,-5.71280935300228,1.19444722421912,-265.620835793046,-272.416036121763,1.73959154134459,-273.608307030927,6.25207319888594,-5.48502639936663,0.389827876699134,-5.2919175468008,0.336560162316926,200,0.9,9
20,"X.43",-270.913017458166,7.00649656798517,-5.01826954190482,1.14594198029401,-265.620835793046,-271.967022411345,1.73922884054104,-273.551260332949,6.25076965611791,-5.09979331917553,0.373997377146956,-5.07691941763018,0.322892808550558,200,0.9,9
21,"X.91",-270.666140005019,6.99880101198712,-4.77139208875786,1.14510160087166,-265.620835793046,-271.058161107229,1.73731856586868,-273.250806457948,6.24390414959082,-4.91001289824674,0.373723105233393,-5.07311033150723,0.322656014300415,200,0.9,9
22,"X.71",-270.592646408633,7.00958039561624,-4.69789849237202,1.07244358092324,-265.620835793046,-270.809124648883,1.73999434180165,-273.671660724689,6.25352085937534,-4.46159443339873,0.350009942301332,-4.75114395606131,0.302183117305361,200,0.9,9
23,"X.98",-269.811535835655,7.00298091573215,-3.91678791939395,1.00965804288776,-265.620835793046,-269.965420037759,1.73835614707257,-273.414000419839,6.24763320522389,-4.13655142774437,0.329518829355102,-4.47292890313427,0.284491995886252,200,0.9,9
24,"X.9",-269.917809642162,7.03590918024811,-4.02306172590091,0.979849387371604,-265.620835793046,-270.799030564265,1.74652995929947,-274.699602741867,6.27700979802855,-4.01405645740195,0.319790274881116,-4.3408140804348,0.276092791856519,200,0.9,9
25,"X.87",-269.949824915133,7.02374841941907,-4.05507699887188,0.976222580334613,-265.620835793046,-270.069794845629,1.74351128288229,-274.224816032002,6.2661607076097,-4.03893859752987,0.318606605600665,-4.32468891990125,0.275070864105915,200,0.9,9
26,"X.49",-269.867511273654,7.00776330434022,-3.97276335739309,0.936074580495142,-265.620835793046,-269.340549668619,1.73954328362693,-273.600716906891,6.25189976117021,-3.92764826735339,0.305503632766206,-4.14677437523704,0.263758336378701,200,0.9,9
27,"X.79",-269.873313716289,7.01393036544842,-3.97856580002776,0.929417751091193,-265.620835793046,-269.561289541791,1.74107413866078,-273.84149449388,6.2574016376171,-3.96207021145355,0.303331064887549,-4.11722294070112,0.26188263727766,200,0.9,9
28,"X.57",-269.858781504212,7.00904020872925,-3.96403358795147,0.926709877972677,-265.620835793046,-269.414480888294,1.73986025073288,-273.650570467503,6.25303893752337,-4.02818030550656,0.302447305097449,-4.10515795821567,0.261119638128076,200,0.9,9
29,"X.4",-269.909194194769,7.01772566667963,-4.01444627850795,0.914891225281599,-265.620835793046,-269.831468223471,1.74201624964247,-273.989672605642,6.26078757430338,-4.08346658279144,0.298590089650346,-4.05271383796964,0.257789488760718,200,0.9,9
30,"X.40",-269.794518398926,7.02625000795236,-3.89977048266471,0.848839407238803,-265.620835793046,-270.299227856443,1.74413225441665,-274.322484343178,6.26839247259299,-3.92161751866082,0.277032971464087,-3.76000204875132,0.239178025523952,200,0.9,9
31,"X.8",-269.837696731076,7.03412632459668,-3.94294881481485,0.803688858273176,-265.620835793046,-270.835223543006,1.74608739946412,-274.629995568238,6.2754192427633,-3.85880600284706,0.262297332853869,-3.55983748370527,0.22645592631316,200,0.9,9
32,"X.69",-269.695705017327,6.99471965127337,-3.80095710106629,0.722529151887629,-265.620835793046,-269.680963720672,1.73630544608861,-273.091459860668,6.24026300805058,-3.58913315942253,0.235809502021086,-3.20013593991514,0.203587503664708,200,0.9,9
33,"X.76",-269.130814414478,6.93029330813926,-3.23606649821682,0.688024151240214,-265.620835793046,-267.709605446422,1.72031283794528,-270.57609327288,6.18278574722419,-3.4852369959301,0.224548216578627,-3.04630250793577,0.193865007447906,200,0.9,9
34,"X.12",-269.315599017651,6.97203355949037,-3.42085110139006,0.675217420525248,-265.620835793046,-269.985287163914,1.73067405745875,-272.205737739409,6.2200238581763,-3.41122741810278,0.220368525303162,-2.98542467243466,0.19025644670049,200,0.9,9
35,"X.53",-269.156825937839,6.94607475809935,-3.26207802157833,0.643847400419372,-265.620835793046,-269.749731193246,1.72423028122807,-271.192240798385,6.19686499604461,-3.16337011569988,0.210130393318823,-2.8371929888994,0.181417295966458,200,0.9,9
36,"X.17",-268.618698596249,6.88810668682351,-2.72395067998849,0.593911984006909,-265.620835793046,-268.307612692994,1.70984081562065,-268.929021398467,6.1451494121663,-2.77685883055777,0.193833132998357,-2.60091541169006,0.167346961578826,200,0.9,9
37,"X.16",-268.468904703494,6.89286276398636,-2.57415678723347,0.570208237750064,-265.620835793046,-269.276845842652,1.71102142086169,-269.114710620993,6.14939249464315,-2.50815521851356,0.186097018010805,-2.47231309536533,0.16066794175613,200,0.9,9
38,"X.94",-268.045915513759,6.82337974844217,-2.15116759749806,0.540587995787116,-265.620835793046,-267.24999158902,1.69377359045321,-266.401918815435,6.08740397856169,-2.24557076184393,0.176429955458686,-2.31158325650884,0.15232182713442,200,0.9,9
39,"X.95",-267.894542622124,6.81023586344052,-1.99979470586351,0.500291244473069,-265.620835793046,-267.291548663016,1.69051087225306,-265.888748463508,6.07567780461233,-1.99944638534939,0.16327843508666,-2.10241829526993,0.140967385608578,200,0.9,9
40,"X.67",-267.846503811471,6.81396419599109,-1.95175589520989,0.488788646963111,-265.620835793046,-267.85143171054,1.69143635953992,-266.034311949692,6.07900399591905,-1.9275153990481,0.159524369546625,-2.01244992555461,0.137726291312806,200,0.9,9
41,"X.11",-267.919758634464,6.80707719745681,-2.02501071820267,0.480014475771351,-265.620835793046,-267.864989602144,1.68972679380198,-265.765426193108,6.07285983513312,-1.90384686023243,0.156660771677984,-1.93107392382913,0.135253987454905,200,0.9,9
42,"X.56",-267.694606186432,6.7924455587203,-1.79985827017117,0.471532180365397,-265.620835793046,-267.477494836111,1.68609476917627,-265.194170190919,6.05980637788155,-1.88724995011931,0.153892432365378,-1.84817635940552,0.132863925624828,200,0.9,9
43,"X.90",-267.616312593176,6.80010016779449,-1.72156467691494,0.463412316858161,-265.620835793046,-267.912093812756,1.6879948795575,-265.493025394441,6.06663535405618,-1.84437641952794,0.151242378779142,-1.76064193028623,0.130575986463872,200,0.9,9
44,"X.13",-267.584573447266,6.78836410576535,-1.6898255310049,0.4484052488731,-265.620835793046,-267.562105411294,1.68508162649909,-265.034819994646,6.05616515404934,-1.7245121520154,0.146344570546618,-1.63814289955856,0.126347435269192,200,0.9,9
45,"X.42",-267.608348817461,6.79547365943629,-1.71360090120046,0.449313777880154,-265.620835793046,-267.954347284521,1.68684643729545,-265.312394863402,6.06250786497821,-1.61118871266105,0.146641084219686,-1.56018141471495,0.126603432071632,200,0.9,9
46,"X.73",-267.47406118377,6.78642234923554,-1.57931326750865,0.43205506549732,-265.620835793046,-267.71072085386,1.68459962255814,-264.959008932109,6.05443283709487,-1.39543798932826,0.141008414088814,-1.40353817693198,0.121740433587338,200,0.9,9
47,"X.96",-267.098840045421,6.77807010293175,-1.2040921291601,0.436638722887206,-265.620835793046,-267.482291755941,1.68252633707033,-264.632916214796,6.04698147145877,-1.23986540869195,0.142504367523663,-1.30626150257012,0.123031973677067,200,0.9,9
48,"X.55",-266.89207846655,6.75466156463021,-0.997330550288613,0.440759320830217,-265.620835793046,-266.626260137988,1.67671561490214,-263.718987963439,6.02609779878591,-1.09615716929268,0.143849193744767,-1.20221283998714,0.124193037208735,200,0.9,9
49,"X.74",-266.778705071176,6.7357213582035,-0.883957154914569,0.420587819357982,-265.620835793046,-265.89531715139,1.67201407070762,-262.979514634605,6.00920049976293,-0.937444046373837,0.137265886061252,-1.04425957082614,0.118509300269993,200,0.9,9
50,"X.38",-266.6981508256,6.75242337027889,-0.803402909338903,0.404303075433135,-265.620835793046,-266.51458251253,1.67616002593855,-263.631603222263,6.02410101805534,-0.845103317352443,0.131951086865362,-0.92337312310479,0.113920737504301,200,0.9,9
51,"X.10",-266.725060045001,6.76319524996383,-0.83031212874033,0.390257455968933,-265.620835793046,-266.854455370921,1.67883393916082,-264.052164516136,6.03371103327773,-0.803758854990334,0.12736706347644,-0.838747242854111,0.109963094277491,200,0.9,9
52,"X.24",-266.727776357657,6.7637270351572,-0.833028441396463,0.383203232355899,-265.620835793046,-266.773256641552,1.67896594466975,-264.07292674826,6.03418545965018,-0.803459644095557,0.125064799335278,-0.791749350949292,0.107975421154658,200,0.9,9
53,"X.46",-266.692807876032,6.77116189753185,-0.798059959770968,0.372364211530482,-265.620835793046,-266.985207977899,1.68081150713338,-264.363202487561,6.04081839119848,-0.800246897315288,0.121527303171199,-0.749941180033613,0.104921303287924,200,0.9,9
54,"X.85",-266.757644561824,6.78277549625221,-0.862896645563023,0.376146057555623,-265.620835793046,-267.419279119133,1.68369436101633,-264.816626611056,6.05117933689726,-0.815838913655043,0.122761572024683,-0.741830492384485,0.105986916473899,200,0.9,9
55,"X.58",-266.650872631945,6.75964167049905,-0.756124715683613,0.366294831719754,-265.620835793046,-266.56443420811,1.67795183098702,-263.913423829004,6.03054074603452,-0.778632475237678,0.119546459315964,-0.703419383184209,0.103211130236454,200,0.9,9
56,"X.32",-266.6125879934,6.75367018433817,-0.717840077139497,0.351096850615659,-265.620835793046,-266.470013908793,1.67646952369533,-263.680281979692,6.0252133496483,-0.706024326009053,0.114586343386359,-0.648282204482253,0.0989287853294807,200,0.9,9
57,"X.31",-266.488011938358,6.74298867136978,-0.593264022096765,0.341685160825434,-265.620835793046,-266.253960278769,1.67381804228305,-263.263248829379,6.01568395410855,-0.62714832225869,0.111514680635019,-0.597147664951865,0.0962768474462095,200,0.9,9
