"size","solution_terms","elpd","se","diff","diff.se","rho","n","run","diff_gam_fit","diff_se_gam_fit","diff_mono_fit","diff_se_mono_fit"
15,"X.9",-278.344533750868,6.93881335463164,-16.9282300784361,2.56341037411245,0.5,200,2,-17.0382350038473,0.458126180623016,-17.1118328091129,0.555452596895777
16,"X.84",-277.579074474997,7.01151584419616,-16.162770802565,2.55717485981694,0.5,200,2,-16.257562459886,0.457011785371569,-16.7820634816054,0.554101454432051
17,"X.89",-276.518676954973,6.88628787051813,-15.1023732825414,2.44539866667244,0.5,200,2,-15.1511422066377,0.437035428496755,-15.7897056018608,0.529881229149265
18,"X.13",-275.795165657593,6.87762898096911,-14.3788619851614,2.35224904933383,0.5,200,2,-14.5694837244236,0.420387965863072,-14.9749875720144,0.509697103590167
19,"X.55",-275.254652304164,6.72856340574339,-13.8383486317321,2.18426910781171,0.5,200,2,-13.7315662059474,0.390367018063229,-13.7470071286633,0.47329836865208
20,"X.78",-274.820859572564,6.66379991950935,-13.4045559001323,2.14141244246304,0.5,200,2,-13.6235256570788,0.382707783861516,-13.33618392746,0.464011971786944
21,"X.22",-274.466161029692,6.57485538233075,-13.0498573572599,1.97610956751627,0.5,200,2,-12.5196233599623,0.353165274589434,-12.1627799054788,0.428193317040603
22,"X.46",-273.911135080932,6.62457361982924,-12.4948314085004,2.03937310432458,0.5,200,2,-12.6318639226937,0.364471572942358,-12.3623933633227,0.441901577007037
23,"X.60",-273.268886626808,6.55658913737945,-11.8525829543762,2.02168957219302,0.5,200,2,-12.0960808882318,0.361311217067555,-12.0128310259802,0.43806982070927
24,"X.75",-272.878831128864,6.50985419335067,-11.4625274564323,1.98354430308326,0.5,200,2,-11.4218932447863,0.354493991615646,-11.4929653514095,0.42980431277489
25,"X.85",-272.231102358111,6.48733165214294,-10.8147986856796,1.94242291262587,0.5,200,2,-10.7665613118087,0.347144881327881,-10.9114861093782,0.420893923963098
0,NA,-397.833963831045,9.5021022277442,-138.628946931852,9.21227038070966,0.5,200,3,-140.476567648779,3.01100518310142,-140.480768197279,3.13542455050394
1,"X.2",-351.069811635733,7.81412051161842,-91.8647947365408,6.74942863373659,0.5,200,3,-88.5359145918317,2.20603214618072,-88.4563782897751,2.29718878903136
2,"X.5",-329.815549164395,7.94448095178269,-70.6105322652027,6.03548141957967,0.5,200,3,-67.7679623502301,1.97268046701282,-68.3529225764813,2.05419465940628
3,"X.9",-312.251122541255,8.11036650742295,-53.0461056420621,5.98274759501123,0.5,200,3,-58.5883422162644,1.95544456179744,-59.4792618781978,2.03624654006535
4,"X.1",-306.296489534905,8.1068834115378,-47.091472635712,5.50831021443722,0.5,200,3,-48.9565894207931,1.80037601159979,-49.5070661972482,1.8747703187591
5,"X.10",-300.237998579338,7.46214970745921,-41.0329816801454,4.77556456197355,0.5,200,3,-40.2379738818605,1.56088011468353,-40.2346317216685,1.62537808285377
6,"X.15",-293.054118179782,6.88603195465806,-33.8491012805896,3.96937233887251,0.5,200,3,-32.6418134751408,1.29737840858768,-32.2787579934372,1.35098808079419
7,"X.7",-289.950296740589,7.03323745374713,-30.745279841396,3.68967077750076,0.5,200,3,-29.8925163586071,1.20595872416598,-29.4479973497408,1.25579079433854
8,"X.3",-287.299421430332,7.10653933518739,-28.0944045311394,3.56909558086687,0.5,200,3,-28.4008063304612,1.1665490534752,-28.0470754046839,1.21475265541251
9,"X.45",-284.370274999965,6.94906218771253,-25.1652581007721,3.29593176157996,0.5,200,3,-25.6189358779194,1.07726621203462,-25.4648106663406,1.12178050957807
10,"X.86",-281.301383620025,6.83062915233906,-22.096366720832,2.98715346592737,0.5,200,3,-22.6307677000061,0.976342877154437,-22.6335744004122,1.0166868672031
11,"X.4",-279.320405583447,7.01438102513912,-20.1153886842546,2.68465577829485,0.5,200,3,-19.8412463026948,0.87747234169502,-19.8752015492343,0.913730849079735
12,"X.13",-277.427946160271,6.97494658297868,-18.2229292610781,2.44153306177962,0.5,200,3,-17.6069279128632,0.798008351896158,-17.5862929311637,0.830983284945784
13,"X.8",-275.762801181605,6.94485255819952,-16.5577842824123,2.37896709380494,0.5,200,3,-16.6854435123022,0.777558837707777,-16.6143262110396,0.809688765364092
14,"X.76",-274.699219163026,7.08546323766702,-15.4942022638334,2.31504497102223,0.5,200,3,-15.6962940614947,0.756666068058223,-15.6371802466465,0.787932674323504
15,"X.12",-273.531058210422,7.16894151730036,-14.3260413112295,2.21567247102619,0.5,200,3,-14.4440649978686,0.724186440324721,-14.4545984336009,0.75411093839346
16,"X.83",-272.257185446442,7.12669054821953,-13.0521685472499,2.10089287449769,0.5,200,3,-13.1534044502653,0.686671045554579,-13.2326305153239,0.715045349783947
17,"X.30",-271.896915893032,7.17967198456712,-12.6918989938394,2.04791193141954,0.5,200,3,-12.3629222305284,0.669354370335412,-12.4619618541711,0.697013122898389
18,"X.90",-270.704265523469,7.119246822327,-11.4992486242762,1.99220580799789,0.5,200,3,-11.6717591112479,0.651146977432103,-11.7339986051501,0.678053372503371
19,"X.69",-270.297750902249,6.99527633297905,-11.0927340030567,1.93073181496446,0.5,200,3,-11.0322370007634,0.631054372243574,-11.0368178672946,0.657130509950605
20,"X.85",-269.281762888306,6.82492875023428,-10.0767459891138,1.79736330884796,0.5,200,3,-10.0273517191185,0.587463243609294,-9.99515000890387,0.611738128804547
21,"X.23",-268.49374444844,6.86742384061164,-9.28872754924723,1.73427203335953,0.5,200,3,-9.4294394694593,0.566842034107894,-9.39826865649166,0.590264819195303
22,"X.39",-267.958969263599,6.76716152986825,-8.75395236440669,1.65991018770372,0.5,200,3,-8.78116612536406,0.542537069811203,-8.77465180732694,0.564955536374185
23,"X.47",-267.729058667664,6.82336426095793,-8.52404176847146,1.65102337749489,0.5,200,3,-8.50620040488246,0.539632440388248,-8.51761240603021,0.561930883193924
24,"X.92",-267.172732751518,6.75947159670055,-7.96771585232521,1.54572178557617,0.5,200,3,-7.78099922770337,0.505214905301562,-7.78317616399008,0.526091162596873
25,"X.65",-266.723779262207,6.78824473991215,-7.5187623630149,1.54876426130226,0.5,200,3,-7.63792933127658,0.506209330106972,-7.6091474658369,0.527126678565432
0,NA,-417.344883358018,10.2428975103688,-162.272691733977,9.85942887170162,0.5,200,4,-160.164788184424,2.16261871384732,-163.028527342532,2.39892399985722
1,"X.1",-364.046787559164,9.70154966654424,-108.974595935123,8.35667549622536,0.5,200,4,-111.404703228891,1.83299692597379,-107.320454400548,2.03328505816929
2,"X.4",-344.345622732868,10.0999869511471,-89.273431108827,8.15106481656804,0.5,200,4,-89.768830173635,1.78789720373024,-88.9320202835664,1.98325737396208
3,"X.6",-323.285640377136,9.13687599688502,-68.2134487530956,6.96223696496105,0.5,200,4,-67.1264653955402,1.52713348273952,-69.5535893654484,1.69400049082717
4,"X.3",-310.512268291566,8.51632095202704,-55.4400766675248,6.2822004412626,0.5,200,4,-56.9036919742501,1.37797071363928,-58.695958785202,1.52853898603738
5,"X.5",-301.143129358405,7.71976915405372,-46.0709377343642,5.02288883829084,0.5,200,4,-43.8473840452401,1.10174671784896,-43.1665060780902,1.22213251290602
6,"X.7",-292.809997052649,7.93061188298752,-37.7378054286084,4.65855713904087,0.5,200,4,-38.0588560835393,1.02183229672999,-36.3520195913793,1.13348599305049
7,"X.13",-284.27607954411,7.51545391628874,-29.2038879200689,4.2096175628279,0.5,200,4,-30.6043161258871,0.923359541204411,-29.7119024538001,1.02425330443562
8,"X.2",-281.557416342861,7.7693394170528,-26.4852247188201,4.15730601743183,0.5,200,4,-26.1805078715621,0.911885253140069,-26.7538719689341,1.0115252424603
9,"X.22",-278.314642444896,7.87304726652619,-23.2424508208551,4.06593532117943,0.5,200,4,-22.79781114455,0.891843526567056,-24.1947525371257,0.989293594057959
10,"X.10",-276.619288733707,7.93378306077677,-21.5470971096661,3.93789444717834,0.5,200,4,-21.0401181042575,0.863758371346058,-22.0355190906733,0.958139626662797
11,"X.40",-274.817001390006,7.89534466923573,-19.7448097659656,3.79025172912058,0.5,200,4,-20.3337481470101,0.831373645091638,-20.3261933319488,0.922216282180899
12,"X.14",-273.374817659852,7.50060833011736,-18.302626035811,3.37013376583714,0.5,200,4,-18.2508446741684,0.73922277294245,-17.643192699391,0.819996257268052
13,"X.61",-271.83218734585,7.45731912799164,-16.7599957218092,3.14915605405261,0.5,200,4,-16.8383283867329,0.690752365470877,-16.3187124123327,0.766229579387254
14,"X.96",-270.582762055123,7.33828447548311,-15.5105704310826,3.04118051450294,0.5,200,4,-15.81668578907,0.667068445691497,-15.7245259705843,0.739957762166006
15,"X.9",-269.425152319663,7.13663511608524,-14.3529606956219,2.69862086739174,0.5,200,4,-13.7793537705602,0.59192962040133,-13.9505484816185,0.656608658528134
16,"X.25",-268.610599711525,7.17967264412011,-13.5384080874841,2.66558242826607,0.5,200,4,-13.6489287554686,0.584682796304393,-13.7491054434414,0.648569987569832
17,"X.41",-267.651281665478,6.90003008860733,-12.5790900414373,2.42022630313454,0.5,200,4,-12.5174964698358,0.530865100099955,-12.3944786721111,0.588871732757187
18,"X.84",-266.651958381981,6.7439139530101,-11.5797667579401,2.29566821089661,0.5,200,4,-11.7961394641019,0.503543876453013,-11.5801630841381,0.558565170304707
19,"X.57",-266.075550344037,6.76117773474252,-11.0033587199964,2.27691692595788,0.5,200,4,-11.3113621096889,0.499430871506696,-11.2107313207748,0.554002745031091
20,"X.39",-265.529872864567,6.69871540976313,-10.4576812405263,2.1447707778119,0.5,200,4,-10.1300294361585,0.470445243975714,-10.2604904906781,0.521849912407493
21,"X.87",-264.925730922546,6.74077368633373,-9.85353929850556,2.08787326078903,0.5,200,4,-9.43778022845526,0.457965044900669,-9.71865857115885,0.508006025414182
22,"X.50",-263.837590225624,6.78619798698395,-8.76539860158318,2.06727064252497,0.5,200,4,-9.16883478237034,0.453445958816485,-9.43576730092304,0.502993147279282
23,"X.8",-263.715549765066,6.6740394267572,-8.643358141025,1.96505023286368,0.5,200,4,-8.7767002661651,0.431024399338009,-8.87733636868262,0.478121626098624
24,"X.11",-263.196931896584,6.52032751806345,-8.12474027254319,1.7541663320259,0.5,200,4,-8.01176656419406,0.384768021170924,-7.89443323626977,0.426810900347026
25,"X.69",-262.685823785927,6.48059308342465,-7.61363216188595,1.619332241287,0.5,200,4,-7.60168111710445,0.355192806248136,-7.28364300743956,0.394004057224415
0,NA,-407.014260683949,10.3583879357931,-140.289889176264,9.71315577356868,0.5,200,5,-134.393162290353,3.15286960084228,-138.818266986457,2.06094749631183
1,"X.4",-361.392264183714,10.1292541656845,-94.6678926760292,8.33623729858912,0.5,200,5,-101.288468849702,2.70592480722386,-98.0284447132389,1.76879150192773
2,"X.1",-344.904367333704,9.85387303552912,-78.1799958260196,7.40798582656605,0.5,200,5,-80.2367480755887,2.40461636367531,-78.3038762981597,1.57183413896444
3,"X.8",-331.820600469678,8.76381140653929,-65.0962289619936,6.22099672864401,0.5,200,5,-62.853581774891,2.01932223984859,-63.3437163722245,1.31997755738168
4,"X.2",-322.849223158635,8.49491598478297,-56.1248516509502,5.5535068071275,0.5,200,5,-54.9385142275445,1.8026564381794,-55.8723367585744,1.17834885146653
5,"X.12",-315.259623701951,7.94069475029577,-48.5352521942664,4.85876259675848,0.5,200,5,-48.1088189669088,1.57714395260862,-48.1849097539517,1.03093730219091
6,"X.9",-309.066348821066,7.61256896276085,-42.3419773133814,4.41135175742018,0.5,200,5,-43.4614637266618,1.43191535056399,-43.0528477351145,0.93600520487335
7,"X.5",-304.294384262452,7.20795366133412,-37.5700127547667,3.91058979554994,0.5,200,5,-37.8027206472092,1.26936908819114,-37.5959583391169,0.829753010877546
8,"X.3",-301.997187890275,7.23234647137358,-35.2728163825901,3.73697118068867,0.5,200,5,-35.3218711256834,1.21301285694177,-35.507377895272,0.792914432566557
9,"X.13",-300.116918976698,7.08010570505249,-33.3925474690128,3.46006988805888,0.5,200,5,-32.3107999827889,1.12313128927021,-32.5871289182364,0.734161228245074
10,"X.10",-298.75259254206,7.27396565993487,-32.0282210343748,3.52907591311918,0.5,200,5,-32.9528688499151,1.14553049749455,-32.9907996689153,0.748802998427062
11,"X.79",-296.638381232797,6.92808360593802,-29.9140097251117,3.1439693039335,0.5,200,5,-29.3826911703756,1.02052571537327,-29.168346774097,0.667090677476324
12,"X.69",-294.94720028556,6.76605856725119,-28.2228287778747,3.05576625934384,0.5,200,5,-28.3011689498335,0.991895195646074,-28.1054313920815,0.648375663720567
13,"X.7",-293.668476328362,6.92050224134031,-26.944104820677,3.04131300644925,0.5,200,5,-27.6506860100816,0.987203700652383,-27.7096215881291,0.64530895748615
14,"X.17",-292.695305580442,6.7692268685573,-25.9709340727574,2.8762483003248,0.5,200,5,-25.7008577409194,0.933624049893778,-25.9504651566997,0.610285356429287
15,"X.39",-291.793721537991,6.69944474899013,-25.0693500303065,2.76325809361674,0.5,200,5,-24.5128214414705,0.89694767032905,-24.6840594732512,0.58631097682998
16,"X.99",-290.501676449067,6.65320480674884,-23.7773049413818,2.72095015708355,0.5,200,5,-24.1050688563264,0.883214604569635,-24.0012688925098,0.577334034844815
17,"X.49",-289.531928319506,6.51702080182701,-22.807556811821,2.59946160613397,0.5,200,5,-22.7822571630359,0.843779680630537,-22.4872482635868,0.551556467723796
18,"X.21",-288.695155817639,6.56514911301578,-21.9707843099537,2.63208557289436,0.5,200,5,-22.2998206378488,0.85436935050257,-22.0748592718587,0.558478654928654
19,"X.89",-287.765046350292,6.55531693033048,-21.0406748426071,2.5895108249858,0.5,200,5,-20.7067448761677,0.840549678341058,-20.7708562398959,0.549445100628308
20,"X.90",-285.967357825488,6.45130158250849,-19.2429863178028,2.52421377720971,0.5,200,5,-18.8703163218283,0.819354396214707,-19.2290416282379,0.535590305104809
21,"X.100",-284.438236315369,6.48373119368585,-17.7138648076843,2.56593980007816,0.5,200,5,-18.1530854928974,0.832898574042471,-18.6100624725515,0.544443776043244
22,"X.18",-283.491049762864,6.39802909946751,-16.7666782551789,2.4491453963878,0.5,200,5,-16.8394832787454,0.794987360269303,-17.1392300953901,0.519662217970852
23,"X.64",-282.558650084148,6.35186091076168,-15.8342785764633,2.33925418439843,0.5,200,5,-16.0303700168324,0.759316907765718,-16.0589860252008,0.496345386294739
24,"X.6",-281.838133776222,6.20479888895752,-15.1137622685372,2.13271372837491,0.5,200,5,-14.772236850913,0.692274317250216,-14.5327416528394,0.452521417478435
25,"X.15",-281.358642189574,6.25311489959153,-14.6342706818894,2.09426552483061,0.5,200,5,-14.7263282523208,0.679794112568264,-14.250874864918,0.444363437654006
0,NA,-410.060254725446,10.0571248592372,-151.332876759984,9.23877358510371,0.5,200,6,-140.216731835208,4.61666381928485,-148.914954540935,2.69726034221954
1,"X.5",-364.656509187953,10.3604459714195,-105.929131222491,8.84197249347376,0.5,200,6,-118.41833274303,4.41838022392384,-113.092107833814,2.58141424659397
2,"X.6",-345.399209407834,9.01845310734918,-86.6718314423726,7.43016422707575,0.5,200,6,-87.8326073976102,3.7128921974875,-83.0663698584115,2.16923676300319
3,"X.1",-328.084827378578,9.11152251460248,-69.3574494131164,6.70149101486324,0.5,200,6,-71.1317925616689,3.34877035556601,-70.4661790495113,1.95650058761866
4,"X.2",-319.098833719696,8.54838434494295,-60.3714557542344,5.7694497747519,0.5,200,6,-56.3861107495216,2.88302443900396,-57.9099175571544,1.6843911078151
5,"X.7",-310.877845993714,8.29429856246629,-52.1504680282519,5.5501555388721,0.5,200,6,-50.881174844175,2.77344195435509,-52.0848778597613,1.62036814629674
6,"X.15",-299.786744762891,7.62098525577148,-41.0593667974292,4.89128350417729,0.5,200,6,-42.3035780711034,2.44420012846831,-42.4189667816468,1.42801042766565
7,"X.3",-292.137051110513,7.17923759334315,-33.4096731450512,4.21724364287545,0.5,200,6,-34.3801553880053,2.10737885974003,-33.9314011154939,1.23122446140969
8,"X.4",-289.141664771799,7.00842632651318,-30.4142868063374,3.89440930602251,0.5,200,6,-30.0401706614233,1.94605684130947,-29.7021045685026,1.13697296299607
9,"X.63",-285.848447938376,6.81751164570959,-27.1210699729141,3.63120641235444,0.5,200,6,-26.883411415493,1.81453296910552,-26.8597732556437,1.06013086696366
10,"X.14",-283.517223908284,6.70433959918721,-24.7898459428219,3.38129010299686,0.5,200,6,-24.5016109595701,1.68964847305935,-24.6300785882098,0.987167789787378
11,"X.10",-281.121317840908,6.65903831092725,-22.3939398754463,3.13663285360848,0.5,200,6,-22.5577584585457,1.56739195697823,-22.6371788586337,0.915740095393417
12,"X.19",-279.453425996826,6.46000165028409,-20.7260480313637,2.94542602474698,0.5,200,6,-21.0642601575912,1.47184489754727,-21.0456538611449,0.859917253552024
13,"X.8",-278.618001165323,6.45264738490729,-19.8906231998611,2.83476054981107,0.5,200,6,-20.0167979737354,1.41654477686844,-20.0036992100522,0.827608463424425
14,"X.96",-277.268161298315,6.34801747144567,-18.5407833328533,2.60865661680796,0.5,200,6,-18.0358964571832,1.30355945070172,-18.1115805052535,0.761597410540471
15,"X.12",-276.490804408448,6.29294253292045,-17.7634264429862,2.60285551126185,0.5,200,6,-17.5580820604012,1.30066060770704,-17.6939424867111,0.75990377752886
16,"X.86",-275.369155530434,6.18067855464316,-16.6417775649717,2.4712872477416,0.5,200,6,-16.3013709468559,1.23491525348173,-16.3990151082737,0.721492417382525
17,"X.26",-274.460166044057,6.26292847821898,-15.7327880785956,2.52724550982414,0.5,200,6,-16.3795829496407,1.26287789176557,-16.3826221990445,0.737829434384232
18,"X.39",-273.507502796482,6.06261292030046,-14.7801248310204,2.38422219223582,0.5,200,6,-15.2427546138115,1.19140838669092,-15.1720266604573,0.696073770714149
19,"X.78",-273.070637138411,6.08055158798707,-14.3432591729491,2.26884512527412,0.5,200,6,-14.3387986892091,1.13375385866178,-14.2759059237676,0.662389431093662
20,"X.62",-272.458637117174,6.05708738149022,-13.7312591517116,2.1098873206949,0.5,200,6,-13.1971906309889,1.05432180651396,-13.1816040616377,0.615981693266955
21,"X.42",-271.611400520491,6.01993913455871,-12.8840225550289,2.04456831483535,0.5,200,6,-12.665788185823,1.02168155526355,-12.6833834985084,0.596911806720299
22,"X.44",-270.403899100398,5.84434573804163,-11.6765211349359,1.92818389159006,0.5,200,6,-11.8233344474879,0.963523645993947,-11.8296194618861,0.562933369389854
23,"X.93",-269.829905644444,5.86507516374154,-11.1025276789823,1.90613011381484,0.5,200,6,-11.5426681116398,0.952503257086745,-11.5173110113022,0.556494768027748
24,"X.58",-269.291687196226,5.86438295319715,-10.564309230764,1.72390158785706,0.5,200,6,-10.2780630308371,0.861442702903737,-10.2485104771652,0.503293142102036
25,"X.54",-268.76110502898,5.84565008021097,-10.0337270635183,1.71895345290643,0.5,200,6,-10.0696937001458,0.858970093808054,-10.0797997424459,0.501848533892155
0,NA,-391.271416688301,10.0478609021817,-121.129897577356,9.98919658190242,0.5,200,7,-120.281203727189,1.70142340896752,-120.808446771323,1.85048281599129
1,"X.5",-349.032172625854,8.53343335210875,-78.8906535149086,7.22941152385236,0.5,200,7,-79.0683178930778,1.23135928889682,-78.7960424008743,1.33923701320036
2,"X.2",-332.735407170481,8.11371116277857,-62.5938880595359,6.47295515106701,0.5,200,7,-63.8331663459814,1.10251483479414,-63.3811238963633,1.19910467048298
3,"X.10",-317.316374483032,7.81603294680759,-47.1748553720871,5.18170259892996,0.5,200,7,-45.9464062787386,0.882580498625868,-45.704119393816,0.959902184152547
4,"X.3",-308.444069626461,7.79391895420998,-38.302550515516,4.70808811649579,0.5,200,7,-37.7612337196275,0.801911471779461,-37.8221765647582,0.872165852810661
5,"X.15",-301.755201718728,7.85791517289444,-31.6136826077833,4.57702499199415,0.5,200,7,-33.7306573274526,0.77958796795699,-34.0532315773662,0.847886616967029
6,"X.1",-297.924798855655,7.68147491202016,-27.7832797447095,3.93116200832455,0.5,200,7,-27.1733660625424,0.669580482330776,-27.5239913707025,0.728241524094321
7,"X.4",-295.92760435395,7.72737893739905,-25.7860852430045,3.83354967481441,0.5,200,7,-25.2959612849572,0.652954529695207,-25.594372641076,0.71015899420232
8,"X.63",-294.076968789241,7.74414419786302,-23.9354496782954,3.81972438955656,0.5,200,7,-24.3149641234324,0.650599719297744,-24.5461809979417,0.707597882046194
9,"X.7",-291.807544009244,7.47131756528033,-21.6660248982986,3.42711636270121,0.5,200,7,-21.1725363984798,0.583728226484152,-21.3475729849745,0.634867868059653
10,"X.12",-289.980786216114,7.43381908682107,-19.8392671051684,3.32970646008459,0.5,200,7,-20.0973884061967,0.567136753164122,-20.2103505102968,0.61682283816946
11,"X.48",-288.139619237143,7.38437647151937,-17.9981001261982,3.09612705045491,0.5,200,7,-18.4117031812616,0.527352024518702,-18.3694077611471,0.573552623178177
12,"X.59",-286.448253297994,7.1631456271984,-16.3067341870493,2.74828496666891,0.5,200,7,-16.1895444940131,0.468105351462957,-15.9613727119478,0.509115429110862
13,"X.6",-285.871456775789,7.20324219484065,-15.7299376648437,2.65375227390526,0.5,200,7,-15.4400216019515,0.452003942799902,-15.0990953497411,0.491603397780392
14,"X.94",-284.78525756607,7.18060511444553,-14.6437384551245,2.52486113179435,0.5,200,7,-14.3546063153513,0.43005038481373,-14.0771973899698,0.467726518228151
15,"X.21",-283.827290559271,7.23525429020681,-13.6857714483262,2.52929175346435,0.5,200,7,-13.9009947487536,0.430805036437994,-13.8141519785789,0.468547283862031
16,"X.98",-282.753841118514,7.24953712170212,-12.6123220075694,2.43444731011298,0.5,200,7,-12.9134726517454,0.414650528434729,-13.0178273574677,0.450977501229868
17,"X.68",-281.951779126232,7.17929868737898,-11.8102600152872,2.27925029843146,0.5,200,7,-11.7852986312377,0.38821638765957,-11.9264581301287,0.422227501081692
18,"X.36",-281.218308770766,7.16173121425937,-11.0767896598212,2.17054793093108,0.5,200,7,-11.0822616514045,0.369701509995594,-11.1081717767032,0.402090559990608
19,"X.62",-280.674590781595,7.04935698509269,-10.5330716706494,2.05328756574913,0.5,200,7,-10.3866190435328,0.349728979809723,-10.2721374692005,0.380368263408801
20,"X.8",-280.485189432943,7.03234870616381,-10.3436703219976,2.0616735649602,0.5,200,7,-10.2257169473031,0.35115733645966,-10.0782559383724,0.38192175645579
21,"X.71",-280.06970059583,7.05966328406858,-9.92818148488505,2.06612603189155,0.5,200,7,-9.89089349224837,0.35191570890759,-9.86580210479761,0.382746568889672
22,"X.73",-278.462246449329,6.90335476791406,-8.32072733838408,1.87106720981,0.5,200,7,-8.58775898892947,0.318692051399793,-8.72512875328512,0.346612231617408
23,"X.74",-278.1234716349,6.91722510805831,-7.98195252395483,1.77544472846183,0.5,200,7,-7.90084155918632,0.302405023023146,-8.08358169458641,0.328898318680924
24,"X.9",-277.751740032072,6.87386361848014,-7.61022092112689,1.73317500177927,0.5,200,7,-7.64752479234542,0.295205374695205,-7.70269939453071,0.321067918886366
25,"X.29",-277.428249945188,6.82837362566664,-7.28673083424305,1.62707332809263,0.5,200,7,-7.23638569103291,0.277133463720088,-7.05636279585846,0.30141275219751
0,NA,-397.095137812179,11.2597065846798,-144.422034657272,9.78279791814045,0.5,200,8,-141.115968713688,2.23225928349914,-142.769730424807,2.08712678534521
1,"X.2",-346.14873414905,9.80340063957371,-93.4756309941432,8.01364353538688,0.5,200,8,-97.7467935481104,1.82856993737438,-95.9402581549094,1.70968369283189
2,"X.1",-323.058547822906,9.59267689407421,-70.3854446679987,6.71048775079341,0.5,200,8,-68.9914992148297,1.53121312571928,-68.3955428138702,1.4316598221293
3,"X.8",-306.738328034361,9.32213368620036,-54.0652248794536,6.16038099301155,0.5,200,8,-54.8378973754985,1.40568861552807,-55.5849264095742,1.31429640947648
4,"X.4",-293.935900133539,9.01543947731004,-41.2627969786318,5.11038576558187,0.5,200,8,-41.2329066516523,1.16609850913188,-42.0820719143636,1.09028348577196
5,"X.5",-286.991117954912,8.47350105934017,-34.318014800005,4.39817627509003,0.5,200,8,-33.4412425369566,1.00358505845551,-33.7442964096799,0.93833600440508
6,"X.7",-282.48057228267,8.24908837909465,-29.8074691277626,4.05271689452418,0.5,200,8,-29.5685368248408,0.924757414688072,-29.4669724818524,0.864633416202704
7,"X.12",-278.241719539383,8.10989685750192,-25.5686163844763,3.79827959008735,0.5,200,8,-26.6998850940643,0.866699378566893,-26.4758518858466,0.810350079500389
8,"X.3",-275.426381127507,7.77399795333089,-22.7532779725995,3.35978007553127,0.5,200,8,-22.8100228713239,0.766641642490938,-22.5675198042333,0.71679769399176
9,"X.10",-272.973193542487,7.35126499381753,-20.3000903875796,2.97134382497221,0.5,200,8,-19.562021783218,0.678007446669497,-19.290077563162,0.633926136209958
10,"X.36",-270.985621758552,7.52844679868015,-18.3125186036447,2.91855846443482,0.5,200,8,-18.6300995508738,0.665962772734861,-18.3607215881265,0.622664558410483
11,"X.6",-270.138703181423,7.41263240255814,-17.4656000265158,2.74404967207334,0.5,200,8,-16.8515670419816,0.62614299161899,-16.7641533717419,0.585433698909591
12,"X.64",-268.152402334768,7.38798098654588,-15.4792991798613,2.73472935094499,0.5,200,8,-16.0213462540329,0.624016261256363,-16.2530930101921,0.583445239980175
13,"X.86",-266.865823760891,7.25401283804548,-14.1927206059841,2.60979720545066,0.5,200,8,-14.6426526463469,0.595508983080858,-15.1137918805678,0.556791390090426
14,"X.11",-265.79029318869,7.07832833037494,-13.1171900337825,2.33085880461226,0.5,200,8,-12.7891346271785,0.531860235554212,-13.1732173057966,0.497280827496506
15,"X.77",-264.874755512513,6.88173817390901,-12.2016523576059,2.2019202978432,0.5,200,8,-12.104555559616,0.502438777486268,-12.1614336318417,0.469772234004955
16,"X.72",-264.129428079582,6.71327659562166,-11.4563249246746,2.05563762411338,0.5,200,8,-11.3941105253786,0.469059691136854,-11.106976703139,0.438563321265657
17,"X.30",-263.59150408279,6.66781355748735,-10.9184009278825,1.99153759634834,0.5,200,8,-10.933411917537,0.454433212776739,-10.5334714177617,0.424887797554623
18,"X.92",-262.953235983776,6.75754745596234,-10.2801328288689,1.94160885207465,0.5,200,8,-10.2650868882815,0.443040367513961,-10.0539263512993,0.414235669154931
19,"X.16",-262.312224011352,6.76867746877362,-9.63912085644452,1.96076843132446,0.5,200,8,-9.8303360576648,0.447412240367332,-9.93751468789632,0.418323300462747
20,"X.93",-261.428460259093,6.74637983250382,-8.75535710418554,1.8419690555744,0.5,200,8,-8.86179501225607,0.420304350414884,-9.13418320986254,0.39297785621612
21,"X.50",-260.960486702802,6.67898391666982,-8.28738354789473,1.68637348726096,0.5,200,8,-8.01716517747578,0.384800228307349,-8.17957985759261,0.359782068975559
22,"X.89",-260.306139847154,6.59563527124632,-7.6330366922471,1.57842182678777,0.5,200,8,-7.5495142020053,0.360167592707918,-7.48580559344337,0.33675094802413
23,"X.29",-259.928886939911,6.67633030306253,-7.25578378500345,1.56165430747851,0.5,200,8,-7.4342650945342,0.356341545093263,-7.23879795024024,0.333173654598773
24,"X.27",-259.279980061361,6.65619383101825,-6.6068769064544,1.4489597693035,0.5,200,8,-6.66341425943505,0.330626669743102,-6.56140838502494,0.30913065676162
25,"X.53",-258.659969525034,6.63329504236525,-5.98686637012707,1.36659832202585,0.5,200,8,-5.91755736813749,0.311833262496382,-6.04220809023148,0.29155912107915
0,NA,-405.895093139126,8.91457147619895,-143.061375270434,7.94753932326151,0.5,200,9,-136.621210933542,3.23531534432107,-141.092683713641,2.50889339055699
1,"X.3",-360.226941678402,8.24392311605917,-97.3932238097098,7.22312260616788,0.5,200,9,-103.761540561778,2.94041695814562,-100.70512767451,2.28020822907492
2,"X.4",-345.893117899801,8.49441408833069,-83.059400031108,7.05763006362356,0.5,200,9,-83.6838841868432,2.87304760764776,-80.8447728186466,2.22796524803541
