"size","solution_terms","mlpd","mlpd.se","mlpd.diff","mlpd.diff.se","elpd","elpd.se","elpd.diff","elpd.diff.se","rho","n","data"
38,"X.45",-1.35475136438958,0.0250702479449588,-0.0235464152456177,0.0060763867168157,-135.475136438958,2.50702479449588,-2.35464152456177,0.60763867168157,0,100,"train"
39,"X.80",-1.35425576017815,0.0249196710094713,-0.0230508110341941,0.00568374116001316,-135.425576017815,2.49196710094713,-2.30508110341941,0.568374116001316,0,100,"train"
40,"X.96",-1.352900092013,0.0256423204377753,-0.0216951428690467,0.00581839209580349,-135.2900092013,2.56423204377753,-2.16951428690467,0.581839209580349,0,100,"train"
41,"X.85",-1.35307217292633,0.0255922905885496,-0.0218672237823712,0.0053092005193654,-135.307217292633,2.55922905885496,-2.18672237823712,0.53092005193654,0,100,"train"
42,"X.60",-1.35365090808619,0.02512317828007,-0.0224459589422345,0.00477581573500742,-135.365090808619,2.512317828007,-2.24459589422345,0.477581573500742,0,100,"train"
43,"X.68",-1.35185191857017,0.0248610871078488,-0.0206469694262102,0.00438274411711245,-135.185191857017,2.48610871078488,-2.06469694262102,0.438274411711245,0,100,"train"
44,"X.59",-1.34864079087449,0.0245209383261997,-0.0174358417305357,0.0041095130483615,-134.864079087449,2.45209383261997,-1.74358417305357,0.41095130483615,0,100,"train"
45,"X.54",-1.34898863007536,0.0247553704650661,-0.017783680931402,0.00390760995481434,-134.898863007536,2.47553704650661,-1.7783680931402,0.390760995481434,0,100,"train"
46,"X.14",-1.34931767810899,0.0250576529246272,-0.0181127289650312,0.00391034045140642,-134.931767810899,2.50576529246272,-1.81127289650312,0.391034045140642,0,100,"train"
47,"X.43",-1.34825363664516,0.0249080076281177,-0.0170486875011997,0.00401037487561864,-134.825363664516,2.49080076281177,-1.70486875011997,0.401037487561864,0,100,"train"
48,"X.31",-1.34704524251245,0.024626909196905,-0.015840293368491,0.00358398446630692,-134.704524251245,2.4626909196905,-1.5840293368491,0.358398446630692,0,100,"train"
49,"X.21",-1.3462059040354,0.0246504246119075,-0.0150009548914454,0.00372052226638408,-134.62059040354,2.46504246119075,-1.50009548914454,0.372052226638408,0,100,"train"
50,"X.100",-1.34644367936511,0.0248237938098868,-0.0152387302211554,0.00372074185319212,-134.644367936511,2.48237938098868,-1.52387302211554,0.372074185319212,0,100,"train"
51,"X.88",-1.3457508075535,0.0247354195656082,-0.0145458584095374,0.00335068629836709,-134.57508075535,2.47354195656082,-1.45458584095374,0.335068629836709,0,100,"train"
52,"X.20",-1.34415517330003,0.0247812452652001,-0.0129502241560705,0.00325798301059085,-134.415517330003,2.47812452652001,-1.29502241560705,0.325798301059085,0,100,"train"
53,"X.16",-1.34384062196464,0.0248096793749795,-0.0126356728206817,0.00309990110815309,-134.384062196464,2.48096793749795,-1.26356728206817,0.309990110815309,0,100,"train"
54,"X.63",-1.34392539260714,0.0248918513710531,-0.0127204434631805,0.0030078826115292,-134.392539260714,2.48918513710531,-1.27204434631805,0.30078826115292,0,100,"train"
55,"X.84",-1.34330685021216,0.0249223157185095,-0.0121019010682064,0.00303050109557096,-134.330685021216,2.49223157185095,-1.21019010682064,0.303050109557096,0,100,"train"
56,"X.22",-1.342123315982,0.0245551507025409,-0.0109183668380465,0.00277255482082237,-134.2123315982,2.45551507025409,-1.09183668380465,0.277255482082237,0,100,"train"
57,"X.72",-1.34116207087796,0.0243631473108777,-0.00995712173399712,0.00258682420788416,-134.116207087796,2.43631473108777,-0.995712173399713,0.258682420788416,0,100,"train"
58,"X.23",-1.34131417814897,0.0243988626241491,-0.0101092290050162,0.00253765182652214,-134.131417814897,2.43988626241492,-1.01092290050162,0.253765182652214,0,100,"train"
59,"X.66",-1.34037832917648,0.0243144354348387,-0.00917338003251935,0.00246467584448662,-134.037832917648,2.43144354348387,-0.917338003251935,0.246467584448662,0,100,"train"
60,"X.33",-1.34011770750787,0.0243891236787395,-0.0089127583639091,0.00250095197028325,-134.011770750787,2.43891236787395,-0.89127583639091,0.250095197028325,0,100,"train"
61,"X.29",-1.33985143758971,0.0243604624205657,-0.00864648844575656,0.00231113400674164,-133.985143758971,2.43604624205657,-0.864648844575656,0.231113400674164,0,100,"train"
62,"X.44",-1.34055402041908,0.0245427007283064,-0.00934907127512635,0.00234245134985659,-134.055402041908,2.45427007283064,-0.934907127512635,0.234245134985659,0,100,"train"
63,"X.86",-1.34068889783205,0.0246651029401445,-0.009483948688087,0.00231844812019027,-134.068889783204,2.46651029401445,-0.9483948688087,0.231844812019027,0,100,"train"
64,"X.69",-1.34007792833731,0.0247081992983429,-0.00887297919335272,0.002435590438319,-134.007792833731,2.47081992983429,-0.887297919335272,0.2435590438319,0,100,"train"
65,"X.71",-1.34008101938731,0.0246481479789763,-0.00887607024335064,0.00235973187596247,-134.008101938731,2.46481479789763,-0.887607024335064,0.235973187596247,0,100,"train"
66,"X.92",-1.3394652890451,0.0244237313886665,-0.0082603399011416,0.00220957350111531,-133.94652890451,2.44237313886665,-0.82603399011416,0.220957350111531,0,100,"train"
67,"X.9",-1.33941993851188,0.0243599965061123,-0.0082149893679173,0.0020358365027655,-133.941993851188,2.43599965061123,-0.82149893679173,0.20358365027655,0,100,"train"
68,"X.24",-1.33886173089422,0.0242357308023455,-0.00765678175026659,0.00195999630856625,-133.886173089422,2.42357308023455,-0.765678175026659,0.195999630856625,0,100,"train"
69,"X.13",-1.3388142967513,0.0242317551205623,-0.00760934760734033,0.00196566774197935,-133.88142967513,2.42317551205623,-0.760934760734033,0.196566774197935,0,100,"train"
70,"X.78",-1.33806541222901,0.024180063957677,-0.00686046308505341,0.00193758315608114,-133.806541222901,2.4180063957677,-0.686046308505341,0.193758315608114,0,100,"train"
71,"X.48",-1.33818360708108,0.0241852510610319,-0.00697865793712262,0.00193791752643883,-133.818360708108,2.41852510610319,-0.697865793712262,0.193791752643883,0,100,"train"
72,"X.39",-1.33803643437041,0.0241813391397381,-0.00683148522645453,0.00194419395137987,-133.803643437041,2.41813391397381,-0.683148522645453,0.194419395137988,0,100,"train"
73,"X.42",-1.33750330225505,0.0241232157209496,-0.00629835311108893,0.00198344530474442,-133.750330225505,2.41232157209496,-0.629835311108893,0.198344530474442,0,100,"train"
74,"X.32",-1.33756372931836,0.0241321765723081,-0.00635878017439714,0.00197615332797094,-133.756372931836,2.41321765723081,-0.635878017439715,0.197615332797094,0,100,"train"
75,"X.91",-1.33749697734062,0.0241319815723116,-0.00629202819666033,0.00201272237796453,-133.749697734062,2.41319815723116,-0.629202819666033,0.201272237796453,0,100,"train"
76,"X.98",-1.33746476578563,0.0240871685620308,-0.006259816641669,0.00195539171483995,-133.746476578563,2.40871685620308,-0.6259816641669,0.195539171483995,0,100,"train"
77,"X.25",-1.33717343143359,0.0240152019654946,-0.00596848228962783,0.00177105534264238,-133.717343143359,2.40152019654946,-0.596848228962783,0.177105534264238,0,100,"train"
78,"X.7",-1.33733386574212,0.0240138760797042,-0.00612891659816258,0.00184136066991255,-133.733386574212,2.40138760797042,-0.612891659816258,0.184136066991255,0,100,"train"
79,"X.95",-1.3369355014652,0.0238971597852432,-0.00573055232124521,0.0018138591272659,-133.69355014652,2.38971597852432,-0.573055232124521,0.18138591272659,0,100,"train"
80,"X.77",-1.33713645539142,0.0238962692060163,-0.00593150624746648,0.00179742681599555,-133.713645539142,2.38962692060163,-0.593150624746648,0.179742681599555,0,100,"train"
81,"X.87",-1.33715885017596,0.0238858337242514,-0.00595390103200498,0.00179936515725682,-133.715885017596,2.38858337242514,-0.595390103200498,0.179936515725682,0,100,"train"
82,"X.81",-1.33719551764646,0.0238998862612775,-0.00599056850249797,0.0018078285409975,-133.719551764646,2.38998862612775,-0.599056850249797,0.18078285409975,0,100,"train"
83,"X.75",-1.33709144108461,0.0239075421279581,-0.00588649194065611,0.00178806024928658,-133.709144108461,2.39075421279581,-0.588649194065611,0.178806024928658,0,100,"train"
84,"X.56",-1.33675672278224,0.0238551397728288,-0.00555177363827985,0.00183528424649674,-133.675672278224,2.38551397728288,-0.555177363827985,0.183528424649674,0,100,"train"
85,"X.62",-1.3366147344696,0.0238015655077748,-0.00540978532564009,0.00181681672472131,-133.66147344696,2.38015655077748,-0.540978532564009,0.181681672472131,0,100,"train"
86,"X.67",-1.3364878597577,0.0238049326394293,-0.00528291061374214,0.00182694799691013,-133.64878597577,2.38049326394293,-0.528291061374214,0.182694799691013,0,100,"train"
87,"X.27",-1.33656484894874,0.023843209866683,-0.00535989980478041,0.00184468267481189,-133.656484894874,2.3843209866683,-0.535989980478041,0.184468267481189,0,100,"train"
88,"X.97",-1.3364556455652,0.023858476871351,-0.00525069642124405,0.00184457509329979,-133.64556455652,2.3858476871351,-0.525069642124405,0.184457509329979,0,100,"train"
89,"X.26",-1.33652274518398,0.0238189166300681,-0.00531779604002364,0.00175465610039721,-133.652274518398,2.38189166300681,-0.531779604002364,0.175465610039721,0,100,"train"
90,"X.57",-1.33640584275517,0.0238513523712038,-0.00520089361121022,0.0017517626529796,-133.640584275517,2.38513523712038,-0.520089361121022,0.17517626529796,0,100,"train"
91,"X.93",-1.33655161176989,0.0238640888885641,-0.00534666262592734,0.00174214950950827,-133.655161176989,2.38640888885641,-0.534666262592734,0.174214950950827,0,100,"train"
92,"X.61",-1.33664378482011,0.0238643176038726,-0.00543883567615341,0.00170931149417345,-133.664378482011,2.38643176038726,-0.543883567615342,0.170931149417345,0,100,"train"
93,"X.15",-1.3363846789069,0.0238518645237155,-0.00517972976294438,0.00171762307652781,-133.63846789069,2.38518645237155,-0.517972976294439,0.171762307652781,0,100,"train"
94,"X.52",-1.33629204884438,0.0238444570950344,-0.00508709970042077,0.00167323847012534,-133.629204884438,2.38444570950344,-0.508709970042077,0.167323847012534,0,100,"train"
95,"X.53",-1.33636437288441,0.0238179018560403,-0.00515942374045138,0.00170574241176731,-133.636437288441,2.38179018560403,-0.515942374045138,0.170574241176731,0,100,"train"
96,"X.50",-1.33640146738735,0.0238096359940691,-0.00519651824338707,0.00169644184341342,-133.640146738735,2.38096359940691,-0.519651824338707,0.169644184341342,0,100,"train"
97,"X.74",-1.33637042955655,0.0237995685657938,-0.00516548041259456,0.0017045239481848,-133.637042955655,2.37995685657938,-0.516548041259456,0.17045239481848,0,100,"train"
98,"X.51",-1.33637071438303,0.0238102907459873,-0.0051657652390672,0.00171260194657323,-133.637071438303,2.38102907459873,-0.51657652390672,0.171260194657323,0,100,"train"
99,"X.82",-1.33641884955445,0.0238173925596393,-0.00521390041049603,0.00171057251114235,-133.641884955445,2.38173925596393,-0.521390041049603,0.171057251114235,0,100,"train"
100,"X.49",-1.33641909210723,0.0238173758004276,-0.00521414296327046,0.00171056721929295,-133.641909210723,2.38173758004276,-0.521414296327047,0.171056721929295,0,100,"train"
0,NA,-2.01158745346848,0.0841091764744305,-0.307024798254522,0.0590436041553303,-201.158745346848,8.41091764744305,-30.7024798254522,5.90436041553303,0,100,"test"
1,"X.3",-1.92211100580871,0.0689246567682679,-0.21754835059475,0.0543890844365135,-192.211100580871,6.89246567682679,-21.754835059475,5.43890844365135,0,100,"test"
2,"X.2",-1.8710634767796,0.0665047058762433,-0.166500821565641,0.0446049157556485,-187.10634767796,6.65047058762433,-16.6500821565641,4.46049157556485,0,100,"test"
3,"X.1",-1.82147913254963,0.0651424560100651,-0.116916477335671,0.0397418227771633,-182.147913254963,6.51424560100651,-11.6916477335671,3.97418227771633,0,100,"test"
4,"X.4",-1.74069187634748,0.059679321309482,-0.0361292211335212,0.0350211439024348,-174.069187634748,5.9679321309482,-3.61292211335212,3.50211439024348,0,100,"test"
5,"X.5",-1.67966459705363,0.0555296316704895,0.024898058160333,0.0414083378051279,-167.966459705363,5.55296316704895,2.4898058160333,4.14083378051279,0,100,"test"
6,"X.10",-1.65264794437498,0.0554023831904638,0.0519147108389818,0.0411561589202567,-165.264794437498,5.54023831904638,5.19147108389818,4.11561589202567,0,100,"test"
7,"X.6",-1.61249193505464,0.0557523872787128,0.092070720159326,0.0346817396159238,-161.249193505464,5.57523872787128,9.2070720159326,3.46817396159238,0,100,"test"
8,"X.70",-1.61929815605366,0.0616304865983315,0.0852644991602966,0.0328038529867587,-161.929815605366,6.16304865983315,8.52644991602966,3.28038529867587,0,100,"test"
9,"X.73",-1.62804690285978,0.0613634914908243,0.0765157523541826,0.0338766437272938,-162.804690285978,6.13634914908243,7.65157523541826,3.38766437272938,0,100,"test"
10,"X.83",-1.63684120277932,0.0619526005853521,0.0677214524346413,0.0338781719486252,-163.684120277932,6.19526005853521,6.77214524346413,3.38781719486252,0,100,"test"
11,"X.64",-1.64278228839252,0.0642992202497869,0.061780366821446,0.0331612902453073,-164.278228839252,6.42992202497869,6.1780366821446,3.31612902453073,0,100,"test"
12,"X.99",-1.66368626605513,0.0691662614014399,0.0408763891588328,0.0352589944044225,-166.368626605513,6.91662614014399,4.08763891588328,3.52589944044225,0,100,"test"
13,"X.8",-1.63297562387313,0.0651343898292317,0.0715870313408359,0.0301388925143688,-163.297562387313,6.51343898292317,7.15870313408359,3.01388925143688,0,100,"test"
14,"X.47",-1.62112614795548,0.0652106754597943,0.0834365072584851,0.0296762520628424,-162.112614795548,6.52106754597943,8.34365072584851,2.96762520628424,0,100,"test"
15,"X.30",-1.62701979979895,0.0665185156066849,0.0775428554150099,0.0324147818714079,-162.701979979895,6.65185156066849,7.75428554150099,3.24147818714079,0,100,"test"
16,"X.90",-1.6402805326394,0.0694639547540116,0.0642821225745633,0.0354256199306274,-164.02805326394,6.94639547540116,6.42821225745633,3.54256199306274,0,100,"test"
17,"X.28",-1.6497887963416,0.0715797926742386,0.0547738588723653,0.03482391527129,-164.97887963416,7.15797926742386,5.47738588723653,3.482391527129,0,100,"test"
18,"X.58",-1.65494201664988,0.0740862848818446,0.0496206385640789,0.0371683098918682,-165.494201664988,7.40862848818446,4.96206385640789,3.71683098918682,0,100,"test"
19,"X.18",-1.65652794264949,0.0752129581120502,0.0480347125644717,0.0372394492468318,-165.652794264949,7.52129581120502,4.80347125644717,3.72394492468318,0,100,"test"
20,"X.34",-1.6840120852967,0.0774549354238166,0.0205505699172622,0.0396536236666382,-168.40120852967,7.74549354238166,2.05505699172622,3.96536236666382,0,100,"test"
21,"X.41",-1.68918013929401,0.0781304588025813,0.0153825159199527,0.0385063452613605,-168.918013929401,7.81304588025813,1.53825159199527,3.85063452613605,0,100,"test"
22,"X.17",-1.69006069408248,0.0794160241587271,0.0145019611314819,0.0383586648273498,-169.006069408248,7.94160241587271,1.45019611314819,3.83586648273498,0,100,"test"
23,"X.65",-1.70073692824813,0.0808473615529774,0.00382572696583358,0.0389659790257035,-170.073692824813,8.08473615529774,0.382572696583358,3.89659790257035,0,100,"test"
24,"X.37",-1.72070564276699,0.0843952290549419,-0.0161429875530276,0.0404946212933857,-172.070564276699,8.43952290549419,-1.61429875530276,4.04946212933857,0,100,"test"
25,"X.55",-1.73094077753918,0.0845301304185247,-0.0263781223252192,0.0398576346968584,-173.094077753918,8.45301304185247,-2.63781223252192,3.98576346968584,0,100,"test"
26,"X.19",-1.7391534196274,0.0861726201475302,-0.0345907644134341,0.0415623584574974,-173.91534196274,8.61726201475302,-3.45907644134341,4.15623584574974,0,100,"test"
27,"X.76",-1.73755989248528,0.0859331990661228,-0.0329972372713164,0.0388263232371747,-173.755989248528,8.59331990661228,-3.29972372713164,3.88263232371747,0,100,"test"
28,"X.79",-1.74223108419004,0.0871284344418485,-0.0376684289760804,0.0383611326079645,-174.223108419004,8.71284344418485,-3.76684289760804,3.83611326079645,0,100,"test"
29,"X.38",-1.75543541853411,0.0888480218368586,-0.0508727633201492,0.0403335779953805,-175.543541853411,8.88480218368586,-5.08727633201492,4.03335779953805,0,100,"test"
30,"X.46",-1.76786774929364,0.0905526181804768,-0.0633050940796756,0.0413981528783936,-176.786774929364,9.05526181804768,-6.33050940796756,4.13981528783936,0,100,"test"
31,"X.35",-1.77513478678947,0.0910164816656664,-0.0705721315755132,0.0428482111727553,-177.513478678947,9.10164816656664,-7.05721315755132,4.28482111727553,0,100,"test"
32,"X.40",-1.77889201180065,0.0908234902546082,-0.0743293565866858,0.0427974283236897,-177.889201180065,9.08234902546083,-7.43293565866858,4.27974283236897,0,100,"test"
33,"X.12",-1.76796825659346,0.0886632121761889,-0.0634056013794975,0.0416926901145514,-176.796825659346,8.86632121761889,-6.34056013794975,4.16926901145514,0,100,"test"
34,"X.11",-1.75037483422067,0.0871736107237908,-0.0458121790067049,0.039785500609737,-175.037483422067,8.71736107237908,-4.58121790067049,3.9785500609737,0,100,"test"
35,"X.94",-1.75156211790909,0.087911432796517,-0.0469994626951292,0.0395233030897162,-175.156211790909,8.7911432796517,-4.69994626951292,3.95233030897162,0,100,"test"
36,"X.89",-1.76318509496245,0.0884602589310096,-0.0586224397484925,0.0400696867253331,-176.318509496245,8.84602589310096,-5.86224397484925,4.00696867253331,0,100,"test"
37,"X.36",-1.76995924847545,0.0892495082841678,-0.0653965932614932,0.0393020937431534,-176.995924847545,8.92495082841678,-6.53965932614932,3.93020937431534,0,100,"test"
38,"X.45",-1.77553991637776,0.0909171661091609,-0.0709772611637979,0.0401756815573468,-177.553991637776,9.09171661091609,-7.09772611637979,4.01756815573468,0,100,"test"
39,"X.80",-1.78071824890874,0.0907252397671023,-0.0761555936947755,0.0384444858389037,-178.071824890874,9.07252397671023,-7.61555936947755,3.84444858389037,0,100,"test"
40,"X.96",-1.78076143681195,0.0897194206346645,-0.0761987815979927,0.0385058385971469,-178.076143681195,8.97194206346645,-7.61987815979927,3.85058385971469,0,100,"test"
41,"X.85",-1.77359789619057,0.0880898556095252,-0.0690352409766046,0.0370895807727964,-177.359789619057,8.80898556095252,-6.90352409766046,3.70895807727964,0,100,"test"
42,"X.60",-1.77321284557378,0.0879822769749189,-0.0686501903598187,0.0359912437939948,-177.321284557378,8.79822769749189,-6.86501903598187,3.59912437939948,0,100,"test"
43,"X.68",-1.77472378859482,0.0874791082798105,-0.070161133380858,0.0361942328199374,-177.472378859482,8.74791082798104,-7.0161133380858,3.61942328199374,0,100,"test"
44,"X.59",-1.77911248211937,0.0876880761331442,-0.0745498269054119,0.0365610916732132,-177.911248211937,8.76880761331442,-7.45498269054119,3.65610916732132,0,100,"test"
45,"X.54",-1.77740264818978,0.0875722218887119,-0.0728399929758157,0.0361398988338561,-177.740264818978,8.75722218887119,-7.28399929758157,3.61398988338561,0,100,"test"
46,"X.14",-1.76821574827423,0.0856081582748807,-0.0636530930602641,0.0332213683600757,-176.821574827423,8.56081582748807,-6.36530930602641,3.32213683600757,0,100,"test"
47,"X.43",-1.77196142141539,0.0850456693590656,-0.0673987662014319,0.0323528253132244,-177.196142141539,8.50456693590656,-6.73987662014319,3.23528253132244,0,100,"test"
48,"X.31",-1.77072743289722,0.0849352061547404,-0.0661647776832597,0.0331316396992924,-177.072743289722,8.49352061547404,-6.61647776832597,3.31316396992924,0,100,"test"
49,"X.21",-1.77516814077594,0.0852856710630771,-0.0706054855619777,0.0332193565315565,-177.516814077594,8.52856710630771,-7.06054855619777,3.32193565315565,0,100,"test"
50,"X.100",-1.76981932648444,0.0831149577207601,-0.0652566712704823,0.0318343040509915,-176.981932648444,8.31149577207601,-6.52566712704823,3.18343040509915,0,100,"test"
51,"X.88",-1.76510053916201,0.0817339619669622,-0.0605378839480506,0.0317161832022216,-176.510053916201,8.17339619669622,-6.05378839480506,3.17161832022216,0,100,"test"
52,"X.20",-1.76484463013401,0.0815025109482231,-0.0602819749200481,0.0318567229730266,-176.484463013401,8.15025109482231,-6.02819749200481,3.18567229730266,0,100,"test"
53,"X.16",-1.75484329727574,0.079288139271227,-0.0502806420617763,0.0303070616568637,-175.484329727574,7.9288139271227,-5.02806420617763,3.03070616568637,0,100,"test"
54,"X.63",-1.75184226418952,0.077512360891734,-0.0472796089755567,0.0295273465637598,-175.184226418952,7.7512360891734,-4.72796089755567,2.95273465637598,0,100,"test"
55,"X.84",-1.7499049929181,0.0772363000663252,-0.0453423377041383,0.0283852250200867,-174.99049929181,7.72363000663252,-4.53423377041383,2.83852250200867,0,100,"test"
56,"X.22",-1.73654397183444,0.0755228464994598,-0.0319813166204756,0.0253454656770771,-173.654397183444,7.55228464994598,-3.19813166204756,2.53454656770771,0,100,"test"
57,"X.72",-1.74492767718508,0.0767433498851979,-0.0403650219711153,0.0259613250351299,-174.492767718508,7.67433498851979,-4.03650219711153,2.59613250351299,0,100,"test"
58,"X.23",-1.74258220582741,0.076854944992033,-0.0380195506134512,0.0249742645446904,-174.258220582741,7.6854944992033,-3.80195506134512,2.49742645446904,0,100,"test"
59,"X.66",-1.73997689947471,0.0758840466171084,-0.0354142442607459,0.0239681760865297,-173.997689947471,7.58840466171084,-3.54142442607459,2.39681760865297,0,100,"test"
60,"X.33",-1.74344295141344,0.0757620439649096,-0.0388802961994789,0.0232899548946574,-174.344295141344,7.57620439649096,-3.8880296199479,2.32899548946574,0,100,"test"
61,"X.29",-1.74605382921344,0.0754249894079106,-0.0414911739994801,0.0218715277196733,-174.605382921344,7.54249894079106,-4.14911739994801,2.18715277196733,0,100,"test"
